year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,valuemean,value,model
2128,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.369910897,0.690209253,4.277543419,2.08804125,2.038292979,CMIP5
2129,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.867155226,1.770391259,3.988165619,2.916357636,3.080404742,CMIP5
2129,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.917211718,-0.737856945,1.62048851,0.834697644,1.001232906,CMIP5
2129,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.618142787,0.755868939,4.726022767,2.08412493,2.068696346,CMIP5
2130,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.883309659,1.740795396,4.047104823,2.868800792,3.070235617,CMIP5
2130,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.892581925,-0.7958466,1.443216013,0.770818909,1.080739066,CMIP5
2130,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.647975767,0.759867032,4.842951127,2.100108907,1.925178245,CMIP5
2131,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.632434715,1.738964216,3.34455096,2.800905903,3.044785002,CMIP5
2131,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.903536782,-0.841654975,1.453450175,0.73247725,1.004902598,CMIP5
2131,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.310707626,0.734061023,4.186206621,2.070424909,2.002880954,CMIP5
2132,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.879194544,1.68552861,4.094178755,3.008259742,3.110227895,CMIP5
2132,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.842395246,-0.564659857,1.661973138,0.863688673,1.006084449,CMIP5
2132,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.536516748,0.67944373,4.658838577,2.146966189,2.107333298,CMIP5
2133,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.774693956,1.629143853,3.696945622,2.937524528,3.139629394,CMIP5
2133,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.91829465,-0.579451276,1.881403752,0.932332328,1.064511656,CMIP5
2133,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.383121849,0.67735567,4.276397471,2.007953074,1.841779265,CMIP5
2134,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.913823583,1.673021087,4.148346226,2.882804805,2.875625989,CMIP5
2134,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.898644381,-0.684382865,1.642389131,0.841684341,0.980300655,CMIP5
2134,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.655813015,0.723553862,4.832729579,2.043586366,1.895324206,CMIP5
2135,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.670869065,1.770613707,3.474671765,2.767992057,2.940702831,CMIP5
2135,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.922770754,-0.738483106,1.652529989,0.826319861,0.957488376,CMIP5
2135,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.383487703,0.819984044,4.213154639,1.944169042,1.87272308,CMIP5
2136,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.702477548,1.678545587,3.560162996,2.757199481,2.735485449,CMIP5
2136,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.970288647,-0.912851157,1.580114435,0.740273339,0.962858115,CMIP5
2136,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.457071155,0.715687043,4.473014455,2.019180478,1.852038895,CMIP5
2137,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.635286448,1.706461627,3.410439425,2.69393994,2.880605525,CMIP5
2137,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.911795952,-0.830358364,1.511722197,0.745906457,0.974333617,CMIP5
2137,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.379649346,0.732128135,4.240797716,1.950221279,1.78015171,CMIP5
2138,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.604229207,1.635233645,3.167251605,2.686146647,2.855572589,CMIP5
2138,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.096007434,-1.138253416,1.726984173,0.746547505,1.002312101,CMIP5
2138,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.259675876,0.652256632,3.936178625,1.942109761,1.816033138,CMIP5
2139,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.816594279,1.546653597,3.481643866,2.85421225,3.21690795,CMIP5
2139,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.965232111,-0.801726378,1.731700794,0.840467636,1.088531666,CMIP5
2139,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.46497163,0.609019367,4.28337035,2.016361683,1.970710347,CMIP5
2140,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.854630337,1.65913072,3.971330859,2.830094806,2.902977909,CMIP5
2140,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.858358258,-0.710254102,1.507649065,0.777356198,1.057993547,CMIP5
2140,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.57782866,0.708373761,4.68158542,2.054941417,1.82234217,CMIP5
2141,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.876744693,1.534765258,3.976574418,2.861997539,2.987509535,CMIP5
2141,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.898587184,-0.730344338,1.65225063,0.783860838,0.979468926,CMIP5
2141,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.572640554,0.672960029,4.706918586,2.080533694,1.831386426,CMIP5
2142,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.684059833,1.65860212,3.256521821,2.709221262,3.01001166,CMIP5
2142,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.963662014,-0.895729423,1.629391382,0.757290099,1.067871401,CMIP5
2142,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.380946891,0.751215752,4.128961403,1.954406066,1.942141459,CMIP5
2143,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.905619146,1.747497493,4.145877915,2.884030395,2.960940688,CMIP5
2143,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.909333146,-0.816637722,1.452053932,0.76646733,1.15160902,CMIP5
2143,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.672230795,0.885616721,4.962516067,2.119690146,1.777509097,CMIP5
2144,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,1.148288979,1.597869312,4.733789302,2.966650715,2.93454946,CMIP5
2144,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.817664232,-0.613724684,1.473458588,0.80381653,1.122832567,CMIP5
2144,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.85997335,0.686179996,5.347513626,2.16496779,1.811717167,CMIP5
2145,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.799728281,1.765139659,3.929675401,2.766843393,2.839862609,CMIP5
2145,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.936142225,-0.83195097,1.592029427,0.788661813,1.089782432,CMIP5
2145,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.634312378,0.778300375,4.761625841,1.980590588,1.723145873,CMIP5
2146,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.735728081,1.752401662,3.424873277,2.701665917,2.966967408,CMIP5
2146,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.876463508,-0.712452882,1.519319928,0.807671142,1.150439081,CMIP5
2146,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.40511149,0.595727536,4.137326297,1.89634503,1.804786493,CMIP5
2147,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.788552423,1.701276531,3.728297791,2.699738965,2.848172131,CMIP5
2147,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.910659894,-0.849896831,1.457903675,0.743001799,1.023996924,CMIP5
2147,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.574075379,0.719501448,4.578194602,1.958940955,1.824174111,CMIP5
2148,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.709718693,1.527846447,3.482587517,2.621705499,2.635625983,CMIP5
2148,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.023313732,-1.090864212,1.510138797,0.694323817,0.982117414,CMIP5
2148,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.559379075,0.545729442,4.573451508,1.929551974,1.703306613,CMIP5
2149,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.978949877,1.350304521,3.954775742,2.651414704,2.919169121,CMIP5
2149,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.807243262,-0.620945276,1.534959061,0.748052896,0.943078357,CMIP5
2149,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.665139568,0.41976941,4.575721119,1.905742012,1.972179452,CMIP5
2150,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.952416379,1.647647144,4.181213028,2.727172336,2.763425817,CMIP5
2150,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.803004256,-0.655264298,1.401809,0.743499038,0.968617609,CMIP5
2150,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.686037496,0.679029809,4.836477022,1.985766074,1.81652284,CMIP5
2151,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.689985938,1.4655244,3.353943464,2.541632562,2.643609612,CMIP5
2151,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.843465327,-0.720077119,1.522475442,0.70978683,0.89043447,CMIP5
2151,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.361628372,0.575090495,4.074020407,1.83408393,1.79178149,CMIP5
2152,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.81423384,1.450039059,3.490109988,2.720945869,2.8996541,CMIP5
2152,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.862979828,-0.597163924,1.699517296,0.848179008,1.069581204,CMIP5
2152,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.403755614,0.568379447,4.08727395,1.875359152,1.830072098,CMIP5
2153,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.766538375,1.588116013,3.705993866,2.654323689,2.787185181,CMIP5
2153,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.960931362,-0.915436249,1.60112386,0.731865287,1.005237084,CMIP5
2153,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.587082453,0.709425955,4.621430055,1.924874591,1.708997809,CMIP5
2154,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.755887411,1.532623339,3.488073394,2.726649745,2.800616334,CMIP5
2154,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.895263809,-0.683466845,1.699705828,0.820183726,1.046645891,CMIP5
2154,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.393241047,0.656977303,4.1715402,1.909016094,1.753971703,CMIP5
2155,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.985314399,1.422997905,4.121085068,2.718565549,2.697121081,CMIP5
2155,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.823032378,-0.679074345,1.406883695,0.756390384,0.987866219,CMIP5
2155,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.684398536,0.487503673,4.80015945,1.964217463,1.709254078,CMIP5
2156,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.771891478,1.323855031,3.345739715,2.542035815,2.813936282,CMIP5
2156,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.045840459,-1.126766468,1.574001571,0.683473822,1.024223684,CMIP5
2156,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.582422656,0.454364672,4.472506199,1.860946836,1.78971231,CMIP5
2157,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.861418521,1.517387966,3.776200065,2.615022041,2.808295692,CMIP5
2157,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.8770229,-0.770495699,1.466524987,0.750908467,1.075209653,CMIP5
2157,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.602133627,0.616209675,4.546695982,1.866368394,1.696616984,CMIP5
2158,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.591958619,1.504989373,2.965391476,2.546504399,2.793265959,CMIP5
2158,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.001214678,-1.065745115,1.570962754,0.647828759,0.87776292,CMIP5
2158,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.283151829,0.651936046,4.031136276,1.900886961,1.660932198,CMIP5
2159,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.697115082,1.428235745,3.306761463,2.549400886,2.66257015,CMIP5
2159,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.91183182,-0.841618649,1.599666516,0.700329337,0.903601011,CMIP5
2159,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.409773966,0.524635216,4.148379925,1.851451252,1.77004305,CMIP5
2160,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.690596245,1.507677092,3.365055597,2.574089922,2.749325886,CMIP5
2160,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.968297836,-0.924799058,1.645009047,0.71117117,0.873022467,CMIP5
2160,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.468983354,0.634654454,4.289854886,1.865424213,1.75437133,CMIP5
2161,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.835335095,1.487004362,3.683180793,2.513619798,2.557006783,CMIP5
2161,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.937038528,-0.964699457,1.449153831,0.646621114,0.868949141,CMIP5
2161,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.659438939,0.564135714,4.647880248,1.869242056,1.740309534,CMIP5
2162,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.626003608,1.442702872,3.131897443,2.464817047,2.517063929,CMIP5
2162,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.964670823,-1.013927832,1.555533897,0.610155858,0.864506825,CMIP5
2162,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.387551186,0.57819587,4.145825368,1.856948876,1.780179621,CMIP5
2163,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.709189074,1.441644525,3.195955982,2.514087813,2.681300554,CMIP5
2163,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.953868025,-0.927817487,1.528990142,0.702531015,0.872652214,CMIP5
2163,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.42666178,0.568992792,4.123773584,1.813889393,1.83574807,CMIP5
2164,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.630951763,1.369005033,2.894476866,2.338244888,2.660431718,CMIP5
2164,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.952602372,-0.994378915,1.42872982,0.66670469,0.968780032,CMIP5
2164,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.270740009,0.505002081,3.654810366,1.673728787,1.660524959,CMIP5
2165,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.586096507,1.700348901,2.915181168,2.458646237,2.835222764,CMIP5
2165,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.006536114,-1.172764433,1.251473563,0.613896913,0.963650407,CMIP5
2165,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.343690808,0.706846352,4.007987379,1.846610094,1.802425523,CMIP5
2166,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.543050633,1.39029236,2.649563739,2.268070544,2.574557234,CMIP5
2166,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.040719601,-1.217629585,1.45066567,0.588585239,0.900166967,CMIP5
2166,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.320609044,0.490124883,3.792187036,1.681701766,1.622944799,CMIP5
2167,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.736016933,1.396603454,3.276751239,2.503911749,2.6972848,CMIP5
2167,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.975738317,-1.096799888,1.418002446,0.597010198,0.887850706,CMIP5
2167,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.5130068,0.583781485,4.373551719,1.909016576,1.734108339,CMIP5
2168,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.804777917,1.387384487,3.591604851,2.461537263,2.5661071,CMIP5
2168,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.904087285,-0.87454494,1.523746456,0.654884778,0.822712246,CMIP5
2168,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.587757618,0.564672225,4.466149675,1.809006017,1.627105994,CMIP5
2169,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.822928216,1.30971011,3.589307556,2.528376169,2.67239948,CMIP5
2169,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.82908976,-0.613928787,1.648910986,0.738331237,0.830667182,CMIP5
2169,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.474439981,0.502181543,4.203236528,1.79257629,1.65392033,CMIP5
2170,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.683405056,1.556507801,3.453246316,2.57095829,2.636481648,CMIP5
2170,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.925310899,-0.89924538,1.522651865,0.671437689,0.876308735,CMIP5
2170,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.457801798,0.680198817,4.352491794,1.901760969,1.668549215,CMIP5
2171,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.720161739,1.323082197,3.297353918,2.431723461,2.468026937,CMIP5
2171,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.882575023,-0.807373439,1.512065684,0.684203379,0.832426158,CMIP5
2171,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.411885206,0.490656488,4.104727246,1.749772517,1.625450397,CMIP5
2172,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.581605559,1.382315203,2.780287351,2.364305778,2.684483811,CMIP5
2172,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.016880565,-1.151630955,1.493839387,0.595290736,0.835468657,CMIP5
2172,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.299286691,0.546846275,3.842548036,1.771251305,1.749706477,CMIP5
2173,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.595812826,1.524353789,3.136390649,2.46164287,2.615446818,CMIP5
2173,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.988944923,-1.065190029,1.514932482,0.627968406,0.813646096,CMIP5
2173,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.407855361,0.710707912,4.201580427,1.835931301,1.551600599,CMIP5
2174,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.547561735,1.51235996,2.967409141,2.382637299,2.49096616,CMIP5
2174,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.948521264,-0.961994358,1.497732244,0.65359777,0.840045939,CMIP5
2174,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.182259255,0.672314026,3.623645527,1.731284655,1.73219901,CMIP5
2175,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.722213715,1.444693435,3.259262497,2.478898525,2.46928881,CMIP5
2175,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.964574718,-1.020581977,1.432236529,0.63683824,0.843594018,CMIP5
2175,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.472908195,0.601099889,4.279844796,1.844208134,1.710343854,CMIP5
2176,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.57549798,1.382443626,2.868601509,2.38032531,2.547075514,CMIP5
2176,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.933046498,-0.989267201,1.39313677,0.628010237,0.835901145,CMIP5
2176,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.139341632,0.555883939,3.585907018,1.754270085,1.711174824,CMIP5
2177,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.532006621,1.41042961,2.818721208,2.295578062,2.481307899,CMIP5
2177,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.013827137,-1.124021892,1.491341673,0.612566836,0.828037251,CMIP5
2177,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.194291684,0.58239228,3.605329808,1.685246194,1.697011537,CMIP5
2178,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.648186333,1.46002054,3.034456269,2.438390022,2.678653245,CMIP5
2178,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.92880638,-0.953806492,1.440823712,0.657704071,0.934916927,CMIP5
2178,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.368399756,0.603333266,3.988262576,1.782870858,1.668754738,CMIP5
2179,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.594059001,1.515154316,3.09782963,2.51688348,2.683214215,CMIP5
2179,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.955301505,-0.983008326,1.515103125,0.654704237,0.860385986,CMIP5
2179,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.323091279,0.680295341,4.080837775,1.864358475,1.637031967,CMIP5
2180,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.630586989,1.337084936,2.853242793,2.406629301,2.749753718,CMIP5
2180,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.129627629,-1.254296338,1.716732122,0.671907117,0.986582349,CMIP5
2180,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.4025117,0.527973831,4.013303684,1.737392222,1.751835284,CMIP5
2181,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.53576871,1.318735294,2.673985703,2.140663535,2.175763233,CMIP5
2181,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.028266765,-1.216632869,1.385634544,0.585898372,0.923164027,CMIP5
2181,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.174338291,0.452132648,3.392396467,1.556884257,1.574928666,CMIP5
2182,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.603226446,1.26102617,2.836001527,2.294489527,2.472365496,CMIP5
2182,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.129355749,-1.378022714,1.566527419,0.569927371,0.927133707,CMIP5
2182,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.471550466,0.464584484,4.2140237,1.726915769,1.534809923,CMIP5
2183,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.586469925,1.235510044,2.753635099,2.202656341,2.390178715,CMIP5
2183,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.084176567,-1.302102291,1.479713195,0.571935801,0.802563837,CMIP5
2183,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.287212477,0.440515707,3.692280998,1.632983772,1.669125185,CMIP5
2184,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.692310133,1.374132797,3.183781545,2.484480258,2.503371752,CMIP5
2184,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.011648741,-1.089571418,1.5571806,0.653033008,0.929400479,CMIP5
2184,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.48039997,0.491184228,4.273353149,1.833758168,1.518163873,CMIP5
2185,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.576694171,1.336685906,2.770155955,2.293349257,2.549240932,CMIP5
2185,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.04974494,-1.180110837,1.605939839,0.60834768,0.883376472,CMIP5
2185,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.385628624,0.522374592,3.950267093,1.68749934,1.665864737,CMIP5
2186,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.550791625,1.306259877,2.639016207,2.274922557,2.511534545,CMIP5
2186,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.098508508,-1.364367507,1.463330665,0.546129555,0.89129321,CMIP5
2186,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.325195841,0.492858656,3.920563491,1.730940251,1.584543818,CMIP5
2187,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.545237302,1.309742215,2.649058681,2.143907687,2.077777816,CMIP5
2187,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.077102369,-1.358496106,1.377658372,0.528078487,0.875216422,CMIP5
2187,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.175934344,0.461152533,3.436273879,1.617906396,1.723055798,CMIP5
2188,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.722964827,1.383355203,3.360504458,2.440405277,2.527265489,CMIP5
2188,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,1.065042618,-1.285770847,1.488172396,0.555757443,0.857829832,CMIP5
2188,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.640857279,0.547972287,4.646275352,1.886894032,1.644093312,CMIP5
2189,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.676020651,1.245364247,2.998752943,2.284199304,2.488454769,CMIP5
2189,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.973025063,-1.116905633,1.462199194,0.543850288,0.802327146,CMIP5
2189,fgco2,ocean,fgco2_LL,rcp45,PgC/yr,Simulated,LL,1.475138737,0.430123621,4.115658551,1.742606894,1.732064532,CMIP5
2190,fgco2,ocean,fgco2,rcp45,PgC/yr,Simulated,global,0.557482964,1.171563211,2.498220775,2.153568045,2.332379393,CMIP5
2190,fgco2,ocean,fgco2_HL,rcp45,PgC/yr,Simulated,HL,0.93930645,-1.118715363,1.331714738,0.494926609,0.807587592,CMIP5
