"model","variable","ctag","vtag","scenario","year","type","units","latbox","value"
"bcc-csm1-1","tas","temperature","tgav","rcp26",2006,"Simulated","C","global",14.998
"bcc-csm1-1","tas","temperature","tgav","rcp26",2007,"Simulated","C","global",14.9917
"bcc-csm1-1","tas","temperature","tgav","rcp26",2008,"Simulated","C","global",15.0656
"bcc-csm1-1","tas","temperature","tgav","rcp26",2009,"Simulated","C","global",15.0655
"bcc-csm1-1","tas","temperature","tgav","rcp26",2010,"Simulated","C","global",15.1275
"bcc-csm1-1","tas","temperature","tgav","rcp26",2011,"Simulated","C","global",15.1439
"bcc-csm1-1","tas","temperature","tgav","rcp26",2012,"Simulated","C","global",15.049
"bcc-csm1-1","tas","temperature","tgav","rcp26",2013,"Simulated","C","global",15.142
"bcc-csm1-1","tas","temperature","tgav","rcp26",2014,"Simulated","C","global",15.1207
"bcc-csm1-1","tas","temperature","tgav","rcp26",2015,"Simulated","C","global",15.1263
"bcc-csm1-1","tas","temperature","tgav","rcp26",2016,"Simulated","C","global",15.1433
"bcc-csm1-1","tas","temperature","tgav","rcp26",2017,"Simulated","C","global",15.2088
"bcc-csm1-1","tas","temperature","tgav","rcp26",2018,"Simulated","C","global",15.0879
"bcc-csm1-1","tas","temperature","tgav","rcp26",2019,"Simulated","C","global",15.0626
"bcc-csm1-1","tas","temperature","tgav","rcp26",2020,"Simulated","C","global",15.128
"bcc-csm1-1","tas","temperature","tgav","rcp26",2021,"Simulated","C","global",15.1259
"bcc-csm1-1","tas","temperature","tgav","rcp26",2022,"Simulated","C","global",15.2292
"bcc-csm1-1","tas","temperature","tgav","rcp26",2023,"Simulated","C","global",15.401
"bcc-csm1-1","tas","temperature","tgav","rcp26",2024,"Simulated","C","global",15.2584
"bcc-csm1-1","tas","temperature","tgav","rcp26",2025,"Simulated","C","global",15.31
"bcc-csm1-1","tas","temperature","tgav","rcp26",2026,"Simulated","C","global",15.4393
"bcc-csm1-1","tas","temperature","tgav","rcp26",2027,"Simulated","C","global",15.5975
"bcc-csm1-1","tas","temperature","tgav","rcp26",2028,"Simulated","C","global",15.5142
"bcc-csm1-1","tas","temperature","tgav","rcp26",2029,"Simulated","C","global",15.4695
