year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
2006,tas,temperature,tgav,rcp45,C,Simulated,global,0.551711796,13.4292,14.93944,14.25457389,14.2885,1,CMIP5
2006,tas,temperature,tgav_HL,rcp45,C,Simulated,HL,1.048269679,-11.0763,-8.231025,-9.409758333,-8.9517,1,CMIP5
2006,tas,temperature,tgav_LL,rcp45,C,Simulated,LL,0.711480104,18.365675,20.2854,19.42032111,19.2792,1,CMIP5
2007,tas,temperature,tgav,rcp45,C,Simulated,global,0.567578988,13.458975,15.0701,14.27147278,14.3278,1,CMIP5
2007,tas,temperature,tgav_HL,rcp45,C,Simulated,HL,1.118682518,-11.4943,-7.9834,-9.346493333,-9.029,1,CMIP5
2007,tas,temperature,tgav_LL,rcp45,C,Simulated,LL,0.698495479,18.361775,20.3024,19.42769833,19.2668,1,CMIP5
2008,tas,temperature,tgav,rcp45,C,Simulated,global,0.561195006,13.49205,15.168,14.29704389,14.2924,1,CMIP5
2008,tas,temperature,tgav_HL,rcp45,C,Simulated,HL,1.158492588,-11.4673,-7.8327,-9.272626667,-8.7281,1,CMIP5
2008,tas,temperature,tgav_LL,rcp45,C,Simulated,LL,0.69913457,18.39145,20.3892,19.44325833,19.4364,1,CMIP5
2009,tas,temperature,tgav,rcp45,C,Simulated,global,0.57900362,13.43825,15.1318,14.29296778,14.2447,1,CMIP5
2009,tas,temperature,tgav_HL,rcp45,C,Simulated,HL,1.112463127,-11.2748,-7.9643,-9.298286667,-8.842525,1,CMIP5
2009,tas,temperature,tgav_LL,rcp45,C,Simulated,LL,0.733689598,18.37845,20.4281,19.44320444,19.3923,1,CMIP5
2010,tas,temperature,tgav,rcp45,C,Simulated,global,0.565153957,13.50115,15.0487,14.31081444,14.3606,1,CMIP5
2010,tas,temperature,tgav_HL,rcp45,C,Simulated,HL,1.178888142,-11.3107,-7.8287,-9.217434444,-8.691825,1,CMIP5
2010,tas,temperature,tgav_LL,rcp45,C,Simulated,LL,0.714807446,18.422,20.2946,19.44746722,19.2916,1,CMIP5
