year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
2011,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.626706283,-2.882380522,17.28301253,5.892268993,4.331802345,1,CMIP5
2012,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,5.810610741,-2.174380807,14.14490258,6.152630769,5.498081596,1,CMIP5
2012,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.653034184,-0.051391413,1.814910949,0.910055276,1.006811215,1,CMIP5
2012,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,5.151243695,-2.122989081,12.37990615,5.133514556,4.560597782,1,CMIP5
2013,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.806682776,-3.386828788,16.89050311,6.435945396,6.864454589,1,CMIP5
2013,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.623846539,-0.013142997,1.746022975,0.790554381,0.975882335,1,CMIP5
2013,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.077453948,-3.373685223,14.85309445,5.49742636,5.800590388,1,CMIP5
2014,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,5.274801447,-4.24730724,10.6270429,4.309486066,5.978620785,1,CMIP5
2014,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.52461668,0.100034652,1.74127887,0.9708275,1.0399479,1,CMIP5
2014,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,4.872920477,-4.347341148,9.580035137,3.311186714,4.478597822,1,CMIP5
2015,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,5.929312822,-2.069094627,14.25864235,4.47802932,4.57331954,1,CMIP5
2015,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.701417712,0.068928926,2.003620245,1.038950322,0.969599496,1,CMIP5
2015,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,5.303892776,-2.610252344,12.42802022,3.355962038,3.190941266,1,CMIP5
2016,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.973028685,-7.166157055,15.5847237,4.017952641,2.969160848,1,CMIP5
2016,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.836682928,-0.056567435,1.862251575,0.857344121,0.761438503,1,CMIP5
2016,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,7.144774096,-7.109589176,13.56915115,3.12511359,1.963085712,1,CMIP5
2017,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,5.829383509,-4.74424514,13.09250734,4.857984558,5.185351508,1,CMIP5
2017,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.809199404,-0.462500073,1.935073494,0.692608383,0.506836705,1,CMIP5
2017,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,5.38790158,-4.78463528,11.16332175,4.092662481,3.901820721,1,CMIP5
2018,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,4.931996387,-0.819937241,12.05868803,5.304131528,5.522702914,1,CMIP5
2018,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.695463908,0.129411053,2.067980888,0.981914448,1.031185397,1,CMIP5
2018,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,4.320454269,-0.949348273,10.38136406,4.278099831,4.038271307,1,CMIP5
2019,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.881919425,-3.008017316,16.43770277,5.224875137,3.866813309,1,CMIP5
2019,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.862480703,0.016627826,2.400442089,1.041559197,0.8068309,1,CMIP5
2019,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.191385836,-3.02464584,14.61366419,4.069691411,2.296295475,1,CMIP5
2020,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.297623657,-6.230540737,13.22206271,3.376591065,4.602162079,1,CMIP5
2020,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.803388536,-0.080323531,2.057329282,0.842626216,0.936882139,1,CMIP5
2020,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.466310115,-6.109687806,11.31359371,2.504822461,3.558800551,1,CMIP5
2021,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.383389797,-5.432577069,13.17370185,5.413382313,6.065869588,1,CMIP5
2021,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.865418692,0.028391428,2.435761237,1.065388289,0.957972982,1,CMIP5
2021,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,5.681598821,-5.460968385,11.80831756,4.327425759,4.980277486,1,CMIP5
2022,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.948843199,-5.073609994,17.93822219,4.194347774,4.026154155,1,CMIP5
2022,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.786347879,-0.01080806,2.083179167,1.095181328,1.037741973,1,CMIP5
2022,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,7.154683129,-5.726464817,15.53946298,3.061096668,2.643322216,1,CMIP5
2023,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.691833578,-3.755192074,19.30703076,6.340457001,6.340568432,1,CMIP5
2023,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.823202189,0.05253522,2.127095937,1.02653324,0.686718433,1,CMIP5
2023,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,5.934752945,-3.807727975,16.53455483,5.213120275,5.700411717,1,CMIP5
2024,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.299870468,-6.04178591,13.76282364,4.494464686,6.842183789,1,CMIP5
2024,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.765828877,0.027777734,1.901179152,0.930476861,0.970114089,1,CMIP5
2024,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.552543362,-6.06956375,11.77473658,3.489800286,5.601150199,1,CMIP5
2025,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.3177719,-8.369293037,13.25365934,3.142515446,4.258964429,1,CMIP5
2025,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.83704567,0.040707769,2.410063194,0.987854023,1.013576643,1,CMIP5
2025,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,7.019215218,-8.772908585,11.41648289,2.649076271,3.478837846,1,CMIP5
2026,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,8.889147469,-13.04441045,15.22931324,3.936234618,6.811317731,1,CMIP5
2026,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.964626779,-0.451973643,2.0556583,0.96031567,1.002735845,1,CMIP5
2026,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,7.977804491,-12.18090398,13.49442282,3.054412337,5.232262239,1,CMIP5
2027,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,9.673664747,-12.49776601,18.13750968,3.301188931,3.089053208,1,CMIP5
2027,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.892169357,-0.018892505,2.036033505,0.93506433,0.865920693,1,CMIP5
2027,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,8.630266335,-12.15002226,15.73108938,2.332662324,2.223132369,1,CMIP5
2028,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,8.68262854,-5.465819833,15.06853117,4.628881752,4.620619633,1,CMIP5
2028,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.982117323,-0.058439591,2.825739506,0.974387456,0.590531105,1,CMIP5
2028,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,8.312270641,-5.407380535,16.04891228,3.969434922,3.631714134,1,CMIP5
2029,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,5.389325818,-5.206819047,9.788926968,3.820094364,3.836377505,1,CMIP5
2029,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.967603764,0.041897719,2.46114394,1.058483524,0.778007561,1,CMIP5
2029,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,4.849275657,-5.248716094,8.078496647,3.480893377,5.12905043,1,CMIP5
2030,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,5.112112312,-2.928958575,12.38592569,6.8134715,8.476928212,1,CMIP5
2030,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.743403726,0.024401043,2.363137706,1.106204838,1.186436854,1,CMIP5
2030,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,4.618363674,-2.953360423,10.77543117,5.650525255,7.290491386,1,CMIP5
2031,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.789711899,-3.968152298,19.90860904,4.786156523,3.342826548,1,CMIP5
2031,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.952172282,0.12931353,2.614789251,1.116138162,0.908509328,1,CMIP5
2031,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.852377436,-4.309758818,17.16849289,3.57980606,2.248561204,1,CMIP5
2032,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.549542745,-4.539058542,13.86524058,4.913987683,6.775998212,1,CMIP5
2032,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.007691385,-0.188320888,2.267970742,0.913699943,0.417508374,1,CMIP5
2032,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,5.89664127,-4.579553408,12.37311737,3.881676176,5.747136781,1,CMIP5
2033,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.973381519,-6.041681348,15.36000789,4.53597848,6.000304632,1,CMIP5
2033,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.093635018,-0.136228777,2.445439659,1.086586954,1.142556537,1,CMIP5
2033,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.345220756,-6.023887723,13.52187459,3.538439588,4.023861242,1,CMIP5
2034,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,8.763264306,-9.314798367,16.05484415,5.014268428,6.025852631,1,CMIP5
2034,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.11699566,-0.10767001,2.688683475,1.307691654,1.100409065,1,CMIP5
2034,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,7.972045209,-9.365346643,13.60621281,4.124396873,4.765023439,1,CMIP5
2035,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,5.36306247,-2.951405685,13.20366701,6.862583853,8.651175075,1,CMIP5
2035,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.802477572,0.049743313,2.596150219,1.361012699,1.534826165,1,CMIP5
2035,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,4.796749165,-3.001148727,11.46559535,5.965454721,7.549704628,1,CMIP5
2036,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.017775683,-4.215204636,14.86762816,5.448950738,5.712684555,1,CMIP5
2036,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.041130481,0.060017339,2.590127145,1.100565051,0.724890914,1,CMIP5
2036,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.703373246,-5.072428989,13.24620863,5.258278174,7.863609293,1,CMIP5
2037,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.84563471,-4.666326933,12.06243436,4.973592499,5.302189215,1,CMIP5
2037,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.925187586,0.059930837,2.854981087,1.433785454,1.450565422,1,CMIP5
2037,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.134769456,-4.726256616,10.7370893,3.563780238,3.710153827,1,CMIP5
2038,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.277911581,-4.711793832,19.87330062,7.622539878,7.225785541,1,CMIP5
2038,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.039629508,-0.058190316,3.131362834,1.388928452,1.440649371,1,CMIP5
2038,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.357682651,-4.653602959,17.22654422,6.145755211,5.772260782,1,CMIP5
2039,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,4.61492394,-3.081280089,10.83874917,3.957989915,3.794265584,1,CMIP5
2039,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,0.980134393,0.023080814,2.447821907,1.15604288,0.979365598,1,CMIP5
2039,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.70997159,-3.104360614,19.14735533,4.874375089,3.720432552,1,CMIP5
2040,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.505602489,-2.953850834,16.24689592,6.786987972,5.855390338,1,CMIP5
2040,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.110622619,-0.275627049,2.889283995,1.086578805,1.112876199,1,CMIP5
2040,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.937655376,-2.906183151,14.62546895,6.025679476,5.0659541,1,CMIP5
2041,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.918061858,-3.723770302,17.62120244,8.312977494,9.931253806,1,CMIP5
2041,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.090531603,-0.008127853,2.781524849,1.179429361,1.062513094,1,CMIP5
2041,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.26218564,-3.782903446,15.14905152,7.348113922,8.900807165,1,CMIP5
2042,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,5.858952153,-4.810825579,11.56220633,4.857589053,3.977430925,1,CMIP5
2042,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.045437306,0.081951709,3.028276689,1.084073811,0.928047364,1,CMIP5
2042,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,5.013324389,-4.892777571,10.04317585,3.83710565,3.509906405,1,CMIP5
2043,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,8.436935118,-9.742789434,14.2012915,3.143306239,3.108543789,1,CMIP5
2043,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.298639126,-0.54495692,3.289088237,1.088916612,0.734978924,1,CMIP5
2043,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,7.365059133,-8.937844379,12.47204591,1.989306425,1.209573534,1,CMIP5
2044,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.073221116,-3.312703778,12.20859158,4.263629361,1.445472394,1,CMIP5
2044,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.157916737,-0.32363195,2.802612117,1.327347678,1.518629793,1,CMIP5
2044,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,5.06176876,-3.313669675,10.1449535,3.074368869,0.56311749,1,CMIP5
2045,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.307834586,-2.214912367,13.87541649,6.948308275,8.147922753,1,CMIP5
2045,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.374978139,-0.350371791,3.321636569,1.184283378,0.933429639,1,CMIP5
2045,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.021621537,-2.168911365,14.62880795,6.193340412,6.297268157,1,CMIP5
2046,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,8.890775257,-7.306433864,18.90237534,6.744546834,8.569158635,1,CMIP5
2046,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.177383034,0.128438182,3.305938233,1.414066815,1.324119507,1,CMIP5
2046,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,8.271182937,-7.560346693,16.06961389,5.622939281,7.373261758,1,CMIP5
2047,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,8.790367346,-8.265769276,15.56708798,5.844972612,9.414133734,1,CMIP5
2047,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.1764854,0.094067452,2.906652124,1.502468766,1.5414529,1,CMIP5
2047,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,8.270657781,-8.626580324,15.44337176,4.650814457,6.900601649,1,CMIP5
2048,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.422358326,-3.450473439,14.6911214,5.278285781,4.736658669,1,CMIP5
2048,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.182962874,-0.075229134,3.021447468,1.416990584,1.360435613,1,CMIP5
2048,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.734118462,-3.456977963,14.11563248,4.143636443,3.251914836,1,CMIP5
2049,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,5.895805769,-0.182379954,15.99191746,7.262799637,9.266268138,1,CMIP5
2049,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.115013718,0.015697737,2.988114359,1.551847252,1.603661067,1,CMIP5
2049,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,5.294405881,-0.198077644,13.14486471,5.99192273,6.676123311,1,CMIP5
2050,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,9.290437708,-9.763380959,18.4269583,4.550015534,5.098204715,1,CMIP5
2050,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.144736639,-0.022097961,3.13542404,1.419995414,1.200877536,1,CMIP5
2050,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,8.286161669,-10.15794508,15.61763807,3.189259591,3.266158002,1,CMIP5
2051,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.179738798,-4.488457161,12.63538152,5.80012816,8.759905664,1,CMIP5
2051,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.144324517,0.079136624,3.57514961,1.447128063,1.269746559,1,CMIP5
2051,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.281257923,-5.068559108,10.46359307,4.374896342,7.611234349,1,CMIP5
2052,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.5333096,-0.86875142,19.19357732,7.88653041,7.271273292,1,CMIP5
2052,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.28126107,0.021066628,3.737232221,1.575290912,1.590442016,1,CMIP5
2052,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.371311491,-0.889817996,16.32826646,6.271421331,5.929779643,1,CMIP5
2053,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,10.14277841,-14.02823439,15.86740737,5.64421657,9.060934142,1,CMIP5
2053,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.28109172,-0.064737515,3.621282946,1.391244675,1.411956569,1,CMIP5
2053,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,8.890493328,-13.42466027,12.25394699,4.321947303,7.648977739,1,CMIP5
2054,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.99485173,-6.933891788,13.6060663,6.038136368,9.995245997,1,CMIP5
2054,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.302298724,-0.022378463,3.375853717,1.410364507,1.253012285,1,CMIP5
2054,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,7.068995064,-6.670411626,12.76851155,4.743345388,7.547620431,1,CMIP5
2055,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,5.465685158,-0.599530234,14.61026197,6.141741451,5.666374575,1,CMIP5
2055,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.196702318,0.069961973,3.571239265,1.459128833,1.432462753,1,CMIP5
2055,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,5.113876798,-0.669492301,13.92696023,5.208841178,4.615015535,1,CMIP5
2056,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,9.262901996,-12.3973978,13.44574759,4.35963553,6.349088068,1,CMIP5
2056,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.241866004,0.083485725,3.267306633,1.659010672,1.745698309,1,CMIP5
2056,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,8.492146748,-12.65393849,12.4769389,3.138276409,4.842139902,1,CMIP5
2057,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.101969445,-3.657820455,12.12388287,5.047534723,4.212448746,1,CMIP5
2057,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.39513358,-0.091258724,4.255858039,1.68206195,1.611623931,1,CMIP5
2057,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,5.479245235,-3.566560922,12.5994716,3.817986169,3.162668597,1,CMIP5
2058,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.108725792,-4.306944743,14.18079849,5.130335104,8.442521573,1,CMIP5
2058,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.33190267,0.043147475,4.174624903,1.404444605,1.113995836,1,CMIP5
2058,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.846208591,-4.350092113,14.42387133,4.127787695,4.895952105,1,CMIP5
2059,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,3.965622068,-1.798934632,11.01330925,4.644558469,4.068683289,1,CMIP5
2059,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.354840711,0.003719724,3.751044383,1.575441691,1.503608768,1,CMIP5
2059,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,4.07922383,-1.80265376,11.15195589,3.464226718,3.304873303,1,CMIP5
2060,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.02699861,0.265826612,15.29166099,7.799252526,9.527178333,1,CMIP5
2060,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.510705071,0.036830707,4.141861378,1.684445679,1.389846656,1,CMIP5
2060,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,4.963391719,0.228995909,12.48156747,6.341148002,7.898862613,1,CMIP5
2061,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,7.083133188,-5.036633469,14.17087753,6.045215072,7.110937411,1,CMIP5
2061,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.407978143,-0.223735771,3.938182618,1.484702375,1.416829965,1,CMIP5
2061,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.271784383,-5.040625149,12.64866001,5.03638256,6.180407475,1,CMIP5
2062,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,6.644700924,-4.800933987,13.65412785,8.178922828,10.62163212,1,CMIP5
2062,nbp,carbon_cycle,nbp_HL,rcp85,PgC/yr,Simulated,HL,1.277988006,0.094181361,3.619599098,1.762750829,2.014268603,1,CMIP5
2062,nbp,carbon_cycle,nbp_LL,rcp85,PgC/yr,Simulated,LL,6.372320351,-4.895115035,13.369613,7.091831335,8.665042386,1,CMIP5
2063,nbp,carbon_cycle,nbp,rcp85,PgC/yr,Simulated,global,4.87589944,0.208978992,15.17139899,4.839668386,3.101556117,1,CMIP5
