year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
2006,tas,temperature,tgav,rcp26,C,Simulated,global,0.659001595,13.43795,15.1858,14.262275,14.1861,1,CMIP5
2006,tas,temperature,tgav_HL,rcp26,C,Simulated,HL,0.989241938,-11.0002,-8.34115,-9.395121429,-8.9878,1,CMIP5
2006,tas,temperature,tgav_LL,rcp26,C,Simulated,LL,0.724879582,18.410375,20.3777,19.41652857,19.1873,1,CMIP5
2007,tas,temperature,tgav,rcp26,C,Simulated,global,0.61846618,13.4298,14.9917,14.240225,14.397875,1,CMIP5
2007,tas,temperature,tgav_HL,rcp26,C,Simulated,HL,1.095441009,-11.3105,-8.277725,-9.389278571,-8.871025,1,CMIP5
2007,tas,temperature,tgav_LL,rcp26,C,Simulated,LL,0.648192688,18.3745,20.2529,19.38863214,19.1999,1,CMIP5
2008,tas,temperature,tgav,rcp26,C,Simulated,global,0.603751328,13.457225,15.0656,14.25841429,14.394575,1,CMIP5
2008,tas,temperature,tgav_HL,rcp26,C,Simulated,HL,1.159957998,-11.1993,-8.157325,-9.283175,-8.682,1,CMIP5
2008,tas,temperature,tgav_LL,rcp26,C,Simulated,LL,0.631291006,18.36615,20.2523,19.38733214,19.2737,1,CMIP5
2009,tas,temperature,tgav,rcp26,C,Simulated,global,0.59865694,13.42865,15.0655,14.27053929,14.3449,1,CMIP5
2009,tas,temperature,tgav_HL,rcp26,C,Simulated,HL,1.213686513,-11.3241,-8.01785,-9.406925,-8.834425,1,CMIP5
2009,tas,temperature,tgav_LL,rcp26,C,Simulated,LL,0.650607643,18.365025,20.3075,19.42857143,19.3837,1,CMIP5
2010,tas,temperature,tgav,rcp26,C,Simulated,global,0.609542606,13.453725,15.1275,14.29899643,14.39345,1,CMIP5
2010,tas,temperature,tgav_HL,rcp26,C,Simulated,HL,1.247934065,-11.3209,-8.210475,-9.242732143,-8.56515,1,CMIP5
2010,tas,temperature,tgav_LL,rcp26,C,Simulated,LL,0.677735957,18.335975,20.3484,19.42786786,19.27,1,CMIP5
2011,tas,temperature,tgav,rcp26,C,Simulated,global,0.657995178,13.4948,15.1439,14.31678571,14.3734,1,CMIP5
2011,tas,temperature,tgav_HL,rcp26,C,Simulated,HL,1.133203747,-11.3232,-8.2447,-9.274385714,-8.6489,1,CMIP5
2011,tas,temperature,tgav_LL,rcp26,C,Simulated,LL,0.697337776,18.424175,20.3738,19.45660357,19.339,1,CMIP5
2012,tas,temperature,tgav,rcp26,C,Simulated,global,0.622024536,13.5827,15.1438,14.40474643,14.57175,1,CMIP5
2012,tas,temperature,tgav_HL,rcp26,C,Simulated,HL,1.198737568,-11.1354,-8.07775,-9.200567857,-8.532725,1,CMIP5
2012,tas,temperature,tgav_LL,rcp26,C,Simulated,LL,0.665273672,18.5342,20.3724,19.54708214,19.3892,1,CMIP5
2013,tas,temperature,tgav,rcp26,C,Simulated,global,0.604268509,13.6355,15.1515,14.432925,14.4596,1,CMIP5
2013,tas,temperature,tgav_HL,rcp26,C,Simulated,HL,1.152888024,-11.0946,-7.82165,-9.080132143,-8.5114,1,CMIP5
2013,tas,temperature,tgav_LL,rcp26,C,Simulated,LL,0.637136587,18.68755,20.3486,19.55547857,19.2865,1,CMIP5
