year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
1850,fgco2,ocean,fgco2,historical,PgC/yr,Simulated,global,0.377304371,-0.389169316,0.797308126,0.295924079,0.243448978,1,CMIP5
1850,fgco2,ocean,fgco2_HL,historical,PgC/yr,Simulated,HL,0.983800204,-2.032836524,0.899230596,0.040873815,0.263013247,1,CMIP5
1850,fgco2,ocean,fgco2_LL,historical,PgC/yr,Simulated,LL,0.690581354,-0.330497406,1.643667298,0.257759675,-0.019564311,1,CMIP5
1851,fgco2,ocean,fgco2,historical,PgC/yr,Simulated,global,0.432639741,-0.515806914,0.807820187,0.212050475,0.181797878,1,CMIP5
1851,fgco2,ocean,fgco2_HL,historical,PgC/yr,Simulated,HL,0.868901068,-1.89037539,0.900577664,0.039289103,0.294145354,1,CMIP5
1851,fgco2,ocean,fgco2_LL,historical,PgC/yr,Simulated,LL,0.768991804,-0.3798488,1.954029339,0.175066291,-0.116040101,1,CMIP5
1852,fgco2,ocean,fgco2,historical,PgC/yr,Simulated,global,0.434873546,-0.383692173,0.922045895,0.210066787,0.15747303,1,CMIP5
1852,fgco2,ocean,fgco2_HL,historical,PgC/yr,Simulated,HL,0.873424017,-1.946400807,0.885954406,0.012646543,0.208123705,1,CMIP5
1852,fgco2,ocean,fgco2_LL,historical,PgC/yr,Simulated,LL,0.639231508,-0.345792942,1.562708672,0.199651769,-0.019071799,1,CMIP5
1853,fgco2,ocean,fgco2,historical,PgC/yr,Simulated,global,0.404381322,-0.357077171,0.875015647,0.304980882,0.326756177,1,CMIP5
1853,fgco2,ocean,fgco2_HL,historical,PgC/yr,Simulated,HL,0.863934872,-1.914483573,0.884186878,0.029195589,0.2149214,1,CMIP5
1853,fgco2,ocean,fgco2_LL,historical,PgC/yr,Simulated,LL,0.867424117,-0.370963034,2.236226359,0.278082372,-0.097988052,1,CMIP5
1854,fgco2,ocean,fgco2,historical,PgC/yr,Simulated,global,0.398743189,-0.234036421,0.86294653,0.361432123,0.448699877,1,CMIP5
1854,fgco2,ocean,fgco2_HL,historical,PgC/yr,Simulated,HL,0.784687812,-1.644335158,0.930824092,0.103336544,0.246950277,1,CMIP5
1854,fgco2,ocean,fgco2_LL,historical,PgC/yr,Simulated,LL,0.879532432,-0.280690736,2.32800058,0.260431093,-0.127612606,1,CMIP5
1855,fgco2,ocean,fgco2,historical,PgC/yr,Simulated,global,0.399408231,-0.311716791,0.814079641,0.3511018,0.357042278,1,CMIP5
1855,fgco2,ocean,fgco2_HL,historical,PgC/yr,Simulated,HL,0.780950292,-1.659389631,0.875287124,0.109066341,0.235331774,1,CMIP5
1855,fgco2,ocean,fgco2_LL,historical,PgC/yr,Simulated,LL,0.552254649,-0.241174542,1.347672743,0.244322761,-0.01160035,1,CMIP5
1856,fgco2,ocean,fgco2,historical,PgC/yr,Simulated,global,0.363234689,-0.083825254,0.913667977,0.365167903,0.333194397,1,CMIP5
1856,fgco2,ocean,fgco2_HL,historical,PgC/yr,Simulated,HL,0.894026836,-2.034994566,0.862993048,0.003485994,0.191202647,1,CMIP5
1856,fgco2,ocean,fgco2_LL,historical,PgC/yr,Simulated,LL,0.847702329,-0.328274424,2.278632767,0.363884521,0.052284589,1,CMIP5
1857,fgco2,ocean,fgco2,historical,PgC/yr,Simulated,global,0.503017728,-0.195575609,1.078494493,0.527188797,0.684257407,1,CMIP5
1857,fgco2,ocean,fgco2_HL,historical,PgC/yr,Simulated,HL,0.813237281,-1.741677126,0.944095602,0.072441303,0.191679816,1,CMIP5
1857,fgco2,ocean,fgco2_LL,historical,PgC/yr,Simulated,LL,0.965937164,-0.410605288,2.674381276,0.456962028,0.087171757,1,CMIP5
1858,fgco2,ocean,fgco2,historical,PgC/yr,Simulated,global,0.410847143,-0.072653831,1.027236964,0.426394578,0.38119506,1,CMIP5
1858,fgco2,ocean,fgco2_HL,historical,PgC/yr,Simulated,HL,0.821274727,-1.735461428,0.980707555,0.086406718,0.228501339,1,CMIP5
1858,fgco2,ocean,fgco2_LL,historical,PgC/yr,Simulated,LL,0.687759558,-0.392056585,1.780469841,0.342284319,0.070408848,1,CMIP5
1859,fgco2,ocean,fgco2,historical,PgC/yr,Simulated,global,0.547484949,0.040517496,1.810111015,0.590561093,0.559575237,1,CMIP5
