"model","variable","ctag","vtag","scenario","year","type","units","latbox","value"
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2006,"Simulated","PgC/yr","global",3.49303482578043
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2007,"Simulated","PgC/yr","global",3.4207531948618
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2008,"Simulated","PgC/yr","global",3.76550880142162
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2009,"Simulated","PgC/yr","global",3.82116669771308
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2010,"Simulated","PgC/yr","global",3.98755131250535
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2011,"Simulated","PgC/yr","global",4.05546291015175
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2012,"Simulated","PgC/yr","global",3.88717981204048
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2013,"Simulated","PgC/yr","global",4.03039364602116
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2014,"Simulated","PgC/yr","global",3.9081447665337
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2015,"Simulated","PgC/yr","global",4.06787508524073
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2016,"Simulated","PgC/yr","global",4.27002033860508
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2017,"Simulated","PgC/yr","global",4.17169779146932
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2018,"Simulated","PgC/yr","global",4.31417528284735
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2019,"Simulated","PgC/yr","global",4.37598644210529
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2020,"Simulated","PgC/yr","global",4.71665374647563
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2021,"Simulated","PgC/yr","global",4.57858950847912
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2022,"Simulated","PgC/yr","global",4.5645989990288
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2023,"Simulated","PgC/yr","global",4.49069421289476
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2024,"Simulated","PgC/yr","global",4.79906008818067
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2025,"Simulated","PgC/yr","global",4.62907699910416
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2026,"Simulated","PgC/yr","global",4.79023198067284
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2027,"Simulated","PgC/yr","global",4.9522145472971
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2028,"Simulated","PgC/yr","global",5.01761457637056
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2029,"Simulated","PgC/yr","global",5.01212402174646
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2030,"Simulated","PgC/yr","global",5.13350209606905
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2031,"Simulated","PgC/yr","global",5.24934799640305
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2032,"Simulated","PgC/yr","global",5.11568260508497
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2033,"Simulated","PgC/yr","global",5.27680076952352
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2034,"Simulated","PgC/yr","global",5.37781897088289
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2035,"Simulated","PgC/yr","global",5.65154953118294
"bcc-csm1-1","fgco2","ocean","fgco2","rcp85",2036,"Simulated","PgC/yr","global",5.55094112048939
