"model","variable","ctag","vtag","scenario","year","type","units","latbox","value"
"bcc-csm1-1","tas","temperature","tgav","rcp60",2006,"Simulated","C","global",15.0402
"bcc-csm1-1","tas","temperature","tgav","rcp60",2007,"Simulated","C","global",15.0919
"bcc-csm1-1","tas","temperature","tgav","rcp60",2008,"Simulated","C","global",15.0668
"bcc-csm1-1","tas","temperature","tgav","rcp60",2009,"Simulated","C","global",15.2343
"bcc-csm1-1","tas","temperature","tgav","rcp60",2010,"Simulated","C","global",15.0462
"bcc-csm1-1","tas","temperature","tgav","rcp60",2011,"Simulated","C","global",15.0553
"bcc-csm1-1","tas","temperature","tgav","rcp60",2012,"Simulated","C","global",15.1341
"bcc-csm1-1","tas","temperature","tgav","rcp60",2013,"Simulated","C","global",15.1177
"bcc-csm1-1","tas","temperature","tgav","rcp60",2014,"Simulated","C","global",15.1742
"bcc-csm1-1","tas","temperature","tgav","rcp60",2015,"Simulated","C","global",15.1177
"bcc-csm1-1","tas","temperature","tgav","rcp60",2016,"Simulated","C","global",15.1216
"bcc-csm1-1","tas","temperature","tgav","rcp60",2017,"Simulated","C","global",15.0605
"bcc-csm1-1","tas","temperature","tgav","rcp60",2018,"Simulated","C","global",15.1017000000001
"bcc-csm1-1","tas","temperature","tgav","rcp60",2019,"Simulated","C","global",15.2313
"bcc-csm1-1","tas","temperature","tgav","rcp60",2020,"Simulated","C","global",15.1272
"bcc-csm1-1","tas","temperature","tgav","rcp60",2021,"Simulated","C","global",15.1522000000001
"bcc-csm1-1","tas","temperature","tgav","rcp60",2022,"Simulated","C","global",15.0775
"bcc-csm1-1","tas","temperature","tgav","rcp60",2023,"Simulated","C","global",15.0732
"bcc-csm1-1","tas","temperature","tgav","rcp60",2024,"Simulated","C","global",15.0706
"bcc-csm1-1","tas","temperature","tgav","rcp60",2025,"Simulated","C","global",15.2599
"bcc-csm1-1","tas","temperature","tgav","rcp60",2026,"Simulated","C","global",15.4032
"bcc-csm1-1","tas","temperature","tgav","rcp60",2027,"Simulated","C","global",15.4318
"bcc-csm1-1","tas","temperature","tgav","rcp60",2028,"Simulated","C","global",15.4755
"bcc-csm1-1","tas","temperature","tgav","rcp60",2029,"Simulated","C","global",15.4501
"bcc-csm1-1","tas","temperature","tgav","rcp60",2030,"Simulated","C","global",15.4312
"bcc-csm1-1","tas","temperature","tgav","rcp60",2031,"Simulated","C","global",15.4587
"bcc-csm1-1","tas","temperature","tgav","rcp60",2032,"Simulated","C","global",15.4731
"bcc-csm1-1","tas","temperature","tgav","rcp60",2033,"Simulated","C","global",15.5241
"bcc-csm1-1","tas","temperature","tgav","rcp60",2034,"Simulated","C","global",15.4498
"bcc-csm1-1","tas","temperature","tgav","rcp60",2035,"Simulated","C","global",15.6001
"bcc-csm1-1","tas","temperature","tgav","rcp60",2036,"Simulated","C","global",15.6566
"bcc-csm1-1","tas","temperature","tgav","rcp60",2037,"Simulated","C","global",15.5555
"bcc-csm1-1","tas","temperature","tgav","rcp60",2038,"Simulated","C","global",15.5981
"bcc-csm1-1","tas","temperature","tgav","rcp60",2039,"Simulated","C","global",15.6731
"bcc-csm1-1","tas","temperature","tgav","rcp60",2040,"Simulated","C","global",15.6937
"bcc-csm1-1","tas","temperature","tgav","rcp60",2041,"Simulated","C","global",15.7143
"bcc-csm1-1","tas","temperature","tgav","rcp60",2042,"Simulated","C","global",15.7802
"bcc-csm1-1","tas","temperature","tgav","rcp60",2043,"Simulated","C","global",15.8089000000001
"bcc-csm1-1","tas","temperature","tgav","rcp60",2044,"Simulated","C","global",15.8129
"bcc-csm1-1","tas","temperature","tgav","rcp60",2045,"Simulated","C","global",15.7584
"bcc-csm1-1","tas","temperature","tgav","rcp60",2046,"Simulated","C","global",15.8387
"bcc-csm1-1","tas","temperature","tgav","rcp60",2047,"Simulated","C","global",16.01
"bcc-csm1-1","tas","temperature","tgav","rcp60",2048,"Simulated","C","global",15.7803
"bcc-csm1-1","tas","temperature","tgav","rcp60",2049,"Simulated","C","global",15.7605
"bcc-csm1-1","tas","temperature","tgav","rcp60",2050,"Simulated","C","global",15.8455
"bcc-csm1-1","tas","temperature","tgav","rcp60",2051,"Simulated","C","global",15.9928
"bcc-csm1-1","tas","temperature","tgav","rcp60",2052,"Simulated","C","global",16.0725
"bcc-csm1-1","tas","temperature","tgav","rcp60",2053,"Simulated","C","global",16.0663
"bcc-csm1-1","tas","temperature","tgav","rcp60",2054,"Simulated","C","global",16.0989
"bcc-csm1-1","tas","temperature","tgav","rcp60",2055,"Simulated","C","global",16.0229
"bcc-csm1-1","tas","temperature","tgav","rcp60",2056,"Simulated","C","global",16.0437
"bcc-csm1-1","tas","temperature","tgav","rcp60",2057,"Simulated","C","global",16.0742
"bcc-csm1-1","tas","temperature","tgav","rcp60",2058,"Simulated","C","global",16.1471
