year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
2006,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,15.39604319,356.9636,397.5849,383.3464667,387.3668,1,CMIP5
2006,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,15.34838752,356.0642,396.5728,382.35798,386.4236,1,CMIP5
2006,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,15.40643732,357.1627,397.8136,383.5613467,387.5049,1,CMIP5
2007,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,15.99824566,358.0804,400.1924,385.5464733,389.9179667,1,CMIP5
2007,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,15.84056508,357.3041,398.9636,384.5148933,388.7592667,1,CMIP5
2007,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,16.03276918,358.2523,400.47,385.7708733,390.1598667,1,CMIP5
2008,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,16.52758728,359.619,403.3394,387.8841533,392.2390667,1,CMIP5
2008,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,16.36832733,358.7904,401.9872,386.8288867,391.1580333,1,CMIP5
2008,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,16.56295228,359.8025,403.6449,388.1143133,392.4647667,1,CMIP5
2009,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,16.98201403,361.0838,405.974,390.1460067,394.6141,1,CMIP5
2009,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,16.75280119,360.3214,404.516,389.0348667,393.5463333,1,CMIP5
2009,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,17.0326831,361.2527,406.3034,390.38814,394.8181,1,CMIP5
2010,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,17.39766125,362.7827,408.6471,392.60934,397.1429,1,CMIP5
2010,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,17.21629655,361.8835,407.2164,391.4251,396.1874,1,CMIP5
2010,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,17.43749236,362.9818,408.9703,392.86712,397.3424,1,CMIP5
2011,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,17.86677335,364.681,411.6611,395.3509933,399.9856,1,CMIP5
2011,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,17.71377788,363.6407,410.1977,394.05692,398.8686,1,CMIP5
2011,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,17.89998098,364.9113,411.9917,395.6325133,400.2188,1,CMIP5
2012,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,18.45511866,366.4689,415.0536,398.13994,402.9452,1,CMIP5
2012,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,18.25789358,365.4208,413.3695,396.80286,401.8333,1,CMIP5
2012,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,18.49862417,366.7011,415.434,398.4315267,403.1774,1,CMIP5
2013,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,19.17546796,367.8826,418.3557,400.78602,405.9721,1,CMIP5
2013,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,18.91309295,366.9324,416.6226,399.4381267,404.2227,1,CMIP5
2013,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,19.23406626,368.0931,418.7472,401.0802933,406.3622,1,CMIP5
2014,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,19.91156313,369.26,421.5208,403.46146,408.9693,1,CMIP5
2014,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,19.62969023,368.361,419.8157,402.1291733,407.3657,1,CMIP5
2014,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,19.9740136,369.459,421.906,403.7518667,409.3248,1,CMIP5
2015,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,20.60727444,370.9555,425.0235,406.3587267,412.3594,1,CMIP5
2015,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,20.34220832,370.0199,423.3931,404.9861867,410.6063,1,CMIP5
2015,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,20.66582944,371.1627,425.3918,406.6577733,412.748,1,CMIP5
2016,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,21.2904792,372.937,428.6396,409.5286133,416.3077667,1,CMIP5
2016,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,21.03384914,371.8545,426.8959,408.04464,414.6107,1,CMIP5
2016,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,21.34755033,373.1767,429.0335,409.8522,416.634,1,CMIP5
2017,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,21.91601022,375.1612,432.4629,412.7834667,420.0324,1,CMIP5
2017,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,21.6847103,373.921,430.5209,411.2357133,418.2173,1,CMIP5
2017,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,21.96737604,375.4359,432.9015,413.1211,420.4348,1,CMIP5
2018,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,22.37999517,377.5038,435.9357,415.9837667,423.2899,1,CMIP5
2018,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,22.20472257,376.1712,434.0594,414.40678,421.5131,1,CMIP5
2018,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,22.41855746,377.7989,436.3596,416.3274133,423.6838,1,CMIP5
2019,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,23.19130336,379.4019,439.9385,419.3021933,426.7179667,1,CMIP5
2019,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,22.92479789,378.1873,437.9625,417.6826333,425.1853667,1,CMIP5
2019,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,23.25030148,379.6709,440.3849,419.6552667,427.0379333,1,CMIP5
2020,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,24.09294349,381.5057,444.3049,422.95236,430.6733,1,CMIP5
2020,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,23.7923789,380.2052,442.1721,421.19264,428.9424,1,CMIP5
2020,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,24.15946329,381.7937,444.7867,423.3358667,431.0346333,1,CMIP5
2021,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,25.00549136,383.6049,448.6594,426.7157,434.5766,1,CMIP5
2021,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,24.61578015,382.4313,446.3948,424.9171533,432.8720667,1,CMIP5
2021,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,25.0915936,383.8648,449.171,427.1074267,434.9325333,1,CMIP5
2022,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,26.02145597,385.3841,452.9583,430.305,438.1823,1,CMIP5
2022,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,25.60743202,384.2699,450.7144,428.5134667,436.5104333,1,CMIP5
2022,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,26.11293992,385.6308,453.4652,430.69512,438.5314,1,CMIP5
2023,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,26.65463038,388.1485,457.5597,434.07214,441.4889,1,CMIP5
2023,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,26.37568028,386.6579,455.1747,432.1949,439.9179,1,CMIP5
2023,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,26.71679049,388.4786,458.0985,434.48166,441.8169,1,CMIP5
2024,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,27.21494811,390.9015,461.6181,437.8111533,444.9843667,1,CMIP5
2024,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,26.9880867,389.3853,459.4692,435.96588,443.4742,1,CMIP5
2024,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,27.26550497,391.2373,462.1036,438.2136067,445.2996333,1,CMIP5
2025,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,28.06717375,393.1935,466.0517,441.6115067,448.4518333,1,CMIP5
2025,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,27.77555734,391.7747,463.8271,439.73552,446.913,1,CMIP5
2025,co2,carbon_cycle,atmos_co2_LL,esmrcp85,ppmv CO2,Simulated,LL,28.13176993,393.5077,466.5542,442.0201,448.7731,1,CMIP5
2026,co2,carbon_cycle,atmos_co2,esmrcp85,ppmv CO2,Simulated,global,28.94831736,395.5386,470.4007,445.6205267,452.4566333,1,CMIP5
2026,co2,carbon_cycle,atmos_co2_HL,esmrcp85,ppmv CO2,Simulated,HL,28.62263053,394.1056,468.0729,443.6624,450.6897,1,CMIP5
