year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
1877,tas,temperature,tgav,historical,C,Simulated,global,0.616541223,12.18163333,13.8639,13.2732219,13.6202,1,CMIP5
1877,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.460764297,-12.7077,-8.8292,-10.99189667,-11.2735,1,CMIP5
1877,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.811471929,17.14993333,19.2514,18.57485905,18.99218,1,CMIP5
1878,tas,temperature,tgav,historical,C,Simulated,global,0.578698907,12.2578,13.81113333,13.26362476,13.5627,1,CMIP5
1878,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.430867701,-12.3677,-8.7114,-10.92367095,-11.5023,1,CMIP5
1878,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.805498898,17.20201667,19.22633333,18.54878,19.03846,1,CMIP5
1879,tas,temperature,tgav,historical,C,Simulated,global,0.635130078,12.21676667,13.8726,13.27496143,13.573,1,CMIP5
1879,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.438508724,-12.80065,-8.8833,-10.93952429,-11.4036,1,CMIP5
1879,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.816035875,17.16895,19.27016667,18.5658681,18.95796,1,CMIP5
1880,tas,temperature,tgav,historical,C,Simulated,global,0.618636403,12.17973333,13.8707,13.26560667,13.4312,1,CMIP5
1880,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.433949661,-12.71135,-9.0056,-11.11174762,-11.9958,1,CMIP5
1880,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.806764075,17.14558333,19.2714,18.59236143,18.93858,1,CMIP5
1881,tas,temperature,tgav,historical,C,Simulated,global,0.57202276,12.34845,13.8249,13.2935,13.5421,1,CMIP5
1881,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.532123806,-12.78175,-8.9158,-11.08416667,-11.8826,1,CMIP5
1881,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.780427322,17.28585,19.2864,18.61992381,18.9737,1,CMIP5
1882,tas,temperature,tgav,historical,C,Simulated,global,0.609716753,12.36671667,13.9265,13.30666143,13.5746,1,CMIP5
1882,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.392820614,-12.70505,-8.953,-10.95911429,-11.5528,1,CMIP5
1882,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.805832724,17.31306667,19.3261,18.60913381,18.99842,1,CMIP5
1883,tas,temperature,tgav,historical,C,Simulated,global,0.580760215,12.17275,13.77723333,13.19303333,13.3959,1,CMIP5
1883,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.462293344,-12.55255,-9.055,-11.10547762,-11.8287,1,CMIP5
1883,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.783804016,17.10846667,19.19733333,18.50178286,18.92748,1,CMIP5
1884,tas,temperature,tgav,historical,C,Simulated,global,0.576142917,11.87023333,13.4183,12.92853238,13.23453333,1,CMIP5
1884,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.56771515,-12.68276667,-8.7752,-11.2268781,-12.0079,1,CMIP5
1884,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.70464367,16.79085,18.7993,18.20597143,18.5513,1,CMIP5
1885,tas,temperature,tgav,historical,C,Simulated,global,0.576059892,11.81776667,13.40753333,12.97456429,13.1958,1,CMIP5
1885,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.417690279,-12.71966667,-9.0227,-11.2753019,-11.8978,1,CMIP5
1885,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.749283847,16.77288333,18.8626,18.27289476,18.6614,1,CMIP5
1886,tas,temperature,tgav,historical,C,Simulated,global,0.608041671,11.87301667,13.56716667,13.02379619,13.2273,1,CMIP5
1886,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.51846245,-12.8047,-8.9819,-11.32541619,-11.8385,1,CMIP5
1886,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.785360546,16.83635,19.0548,18.34377619,18.6281,1,CMIP5
1887,tas,temperature,tgav,historical,C,Simulated,global,0.580135127,11.9504,13.62173333,13.08088905,13.3116,1,CMIP5
1887,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.505980852,-12.66023333,-8.7537,-11.21060524,-11.8616,1,CMIP5
1887,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.773457677,16.91806667,19.10906667,18.38819762,18.7546,1,CMIP5
1888,tas,temperature,tgav,historical,C,Simulated,global,0.572143147,11.99028333,13.64696667,13.07465714,13.3054,1,CMIP5
1888,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.631368284,-12.9538,-8.842,-11.30002,-11.7945,1,CMIP5
1888,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.789365941,16.9567,19.15996667,18.39903524,18.79588,1,CMIP5
1889,tas,temperature,tgav,historical,C,Simulated,global,0.582478009,11.97228333,13.68996667,13.09185143,13.3878,1,CMIP5
1889,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.396305979,-12.5518,-9.2588,-11.30918524,-12.1317,1,CMIP5
1889,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.812549877,16.94475,19.16896667,18.42311381,18.78128,1,CMIP5
1890,tas,temperature,tgav,historical,C,Simulated,global,0.590983557,11.93283333,13.58676667,13.08299,13.3895,1,CMIP5
1890,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.556145951,-12.56306667,-8.5241,-11.18038762,-11.5754,1,CMIP5
1890,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.781669943,16.91886667,19.065,18.38440429,18.77618,1,CMIP5
1891,tas,temperature,tgav,historical,C,Simulated,global,0.567576784,11.96888333,13.5053,13.07053714,13.36326,1,CMIP5
1891,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.559688775,-12.89156667,-8.7517,-11.2617181,-11.7131,1,CMIP5
1891,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.769630747,16.96146667,19.1054,18.38681,18.72722,1,CMIP5
1892,tas,temperature,tgav,historical,C,Simulated,global,0.572036432,12.03773333,13.6624,13.11958238,13.3989,1,CMIP5
1892,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.468550443,-12.83003333,-8.9426,-11.20711762,-11.7999,1,CMIP5
1892,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.794655865,17.01776667,19.0921,18.43473048,18.80618,1,CMIP5
1893,tas,temperature,tgav,historical,C,Simulated,global,0.589052252,12.06985,13.7369,13.18511429,13.3936,1,CMIP5
1893,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.458087188,-12.58953333,-8.6614,-11.13892619,-11.8646,1,CMIP5
1893,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.780073181,17.0476,19.1988,18.50051571,18.80786,1,CMIP5
1894,tas,temperature,tgav,historical,C,Simulated,global,0.590573918,12.10238333,13.72456667,13.18053857,13.4126,1,CMIP5
1894,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.58956905,-12.7989,-8.4739,-11.16305476,-11.8338,1,CMIP5
1894,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.772180352,17.0868,19.2201,18.49999857,18.85034,1,CMIP5
1895,tas,temperature,tgav,historical,C,Simulated,global,0.635940687,12.10771667,13.9439,13.25319286,13.475,1,CMIP5
1895,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.326308303,-12.3108,-8.7902,-10.96186524,-11.2428,1,CMIP5
1895,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.814511474,17.0955,19.2027,18.54532714,18.93444,1,CMIP5
1896,tas,temperature,tgav,historical,C,Simulated,global,0.603671665,12.13946667,13.7871,13.22762381,13.3944,1,CMIP5
1896,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.532535131,-12.41983333,-8.8096,-11.17486524,-12.2789,1,CMIP5
1896,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.831129556,17.13085,19.2354,18.55948095,18.9853,1,CMIP5
1897,tas,temperature,tgav,historical,C,Simulated,global,0.608676766,12.14048333,13.84173333,13.24985381,13.5597,1,CMIP5
1897,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.340389279,-12.38975,-8.9577,-11.02949619,-11.7041,1,CMIP5
1897,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.813313724,17.12808333,19.2676,18.55516429,18.9246,1,CMIP5
1898,tas,temperature,tgav,historical,C,Simulated,global,0.588774464,12.17486667,13.80076667,13.2056319,13.5328,1,CMIP5
1898,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.50187481,-12.71695,-8.8656,-11.09065048,-11.6106,1,CMIP5
1898,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.789286048,17.13475,19.27076667,18.51413524,18.8992,1,CMIP5
1899,tas,temperature,tgav,historical,C,Simulated,global,0.612642857,12.13373333,13.81,13.26029619,13.5376,1,CMIP5
1899,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.536944218,-12.5899,-8.4242,-10.9229919,-11.5688,1,CMIP5
1899,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.799196059,17.11978333,19.242,18.54480333,18.99434,1,CMIP5
1900,tas,temperature,tgav,historical,C,Simulated,global,0.618635125,12.1378,13.8077,13.25377476,13.5217,1,CMIP5
1900,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.557478772,-12.58095,-8.526,-11.06484952,-11.791,1,CMIP5
1900,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.834938637,17.1366,19.2982,18.56820286,19.02482,1,CMIP5
1901,tas,temperature,tgav,historical,C,Simulated,global,0.604096911,12.1815,13.83816667,13.22836095,13.4663,1,CMIP5
1901,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.52203886,-12.7525,-8.652,-11.02673286,-11.8326,1,CMIP5
1901,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.816905029,17.16301667,19.25736667,18.52917048,18.9539,1,CMIP5
1902,tas,temperature,tgav,historical,C,Simulated,global,0.587637728,12.1417,13.80436667,13.18854238,13.4881,1,CMIP5
1902,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.404688055,-12.6265,-9.1432,-11.17746762,-11.7899,1,CMIP5
1902,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.802583115,17.1296,19.23953333,18.51263905,18.8843,1,CMIP5
1903,tas,temperature,tgav,historical,C,Simulated,global,0.547871009,12.02883333,13.5599,13.02557143,13.1088,1,CMIP5
1903,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.465045965,-12.5073,-8.8598,-11.19539571,-12.1745,1,CMIP5
1903,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.724213553,17.0029,18.9531,18.31794143,18.7825,1,CMIP5
1904,tas,temperature,tgav,historical,C,Simulated,global,0.521647593,12.13995,13.517,13.04912095,13.1945,1,CMIP5
1904,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.639998478,-12.96066667,-8.7139,-11.29286524,-12.2067,1,CMIP5
1904,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.705656281,17.09511667,18.9309,18.36792905,18.78972,1,CMIP5
1905,tas,temperature,tgav,historical,C,Simulated,global,0.532786699,12.20221667,13.5836,13.11468667,13.2663,1,CMIP5
1905,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.514653128,-12.77995,-9.0096,-11.15440286,-11.8667,1,CMIP5
1905,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.69583103,17.15446667,19.0562,18.41745952,18.7469,1,CMIP5
1906,tas,temperature,tgav,historical,C,Simulated,global,0.564557128,12.20358333,13.7579,13.16300333,13.1547,1,CMIP5
1906,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.448552102,-12.7155,-9.1678,-11.23671286,-11.7935,1,CMIP5
1906,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.73659443,17.17496667,19.12463333,18.49479286,18.9108,1,CMIP5
1907,tas,temperature,tgav,historical,C,Simulated,global,0.55586105,12.21828333,13.8091,13.2068719,13.2914,1,CMIP5
1907,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.479416706,-12.71086667,-9.1803,-11.22299524,-12.1026,1,CMIP5
1907,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.757278117,17.19206667,19.2191,18.54425333,18.96164,1,CMIP5
1908,tas,temperature,tgav,historical,C,Simulated,global,0.565106885,12.24438333,13.7042,13.21402333,13.4213,1,CMIP5
1908,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.470558374,-12.65665,-9.0672,-11.15729476,-11.9819,1,CMIP5
1908,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.751025087,17.21526667,19.18,18.5390381,18.9393,1,CMIP5
1909,tas,temperature,tgav,historical,C,Simulated,global,0.545033889,12.27851667,13.68276667,13.19183905,13.4865,1,CMIP5
1909,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.530250901,-12.8196,-9.1946,-11.24894952,-11.7931,1,CMIP5
1909,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.746160838,17.22726667,19.198,18.53123952,18.88066,1,CMIP5
1910,tas,temperature,tgav,historical,C,Simulated,global,0.581103757,12.20608333,13.7219,13.22238476,13.5644,1,CMIP5
1910,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.487019741,-12.7204,-9.2945,-11.22406762,-11.4165,1,CMIP5
1910,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.811644247,17.17975,19.4014,18.56252048,18.98506,1,CMIP5
1911,tas,temperature,tgav,historical,C,Simulated,global,0.60919591,12.23178333,13.8024,13.26431714,13.57172,1,CMIP5
1911,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.36691164,-12.6987,-9.3532,-11.15979048,-11.6233,1,CMIP5
1911,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.819712804,17.20836667,19.4107,18.60072905,18.95462,1,CMIP5
1912,tas,temperature,tgav,historical,C,Simulated,global,0.621177495,12.18756667,14.0066,13.23177,13.3586,1,CMIP5
1912,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.376396956,-12.8399,-9.4843,-11.21358286,-11.3075,1,CMIP5
1912,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.797081715,17.17893333,19.2919,18.57304667,18.90346,1,CMIP5
1913,tas,temperature,tgav,historical,C,Simulated,global,0.590704929,12.16965,13.8876,13.21105429,13.2299,1,CMIP5
1913,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.473996418,-12.8256,-9.0437,-11.19118571,-11.514,1,CMIP5
1913,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.769740438,17.15133333,19.20753333,18.54327667,18.94372,1,CMIP5
1914,tas,temperature,tgav,historical,C,Simulated,global,0.553761348,12.23668333,13.80516667,13.25771429,13.4536,1,CMIP5
1914,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.354563091,-12.40893333,-8.9854,-10.98315952,-11.6829,1,CMIP5
1914,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.765517946,17.20905,19.27836667,18.55438095,18.9671,1,CMIP5
1915,tas,temperature,tgav,historical,C,Simulated,global,0.568402039,12.25905,13.78366667,13.28277952,13.5388,1,CMIP5
1915,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.308140163,-12.1823,-9.0429,-10.97654857,-11.7463,1,CMIP5
1915,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.78737369,17.23483333,19.2515,18.58355524,19.01832,1,CMIP5
1916,tas,temperature,tgav,historical,C,Simulated,global,0.654346938,12.22666667,14.0057,13.31568714,13.5546,1,CMIP5
1916,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.31762556,-12.46495,-9.1854,-11.02433857,-11.5328,1,CMIP5
1916,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.82915148,17.24511667,19.3379,18.63422714,19.09144,1,CMIP5
1917,tas,temperature,tgav,historical,C,Simulated,global,0.669748534,12.25116667,14.0615,13.35591952,13.5986,1,CMIP5
1917,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.449215816,-12.809,-9.0543,-10.97777762,-11.3343,1,CMIP5
1917,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.831219094,17.24401667,19.3639,18.67296619,19.11818,1,CMIP5
1918,tas,temperature,tgav,historical,C,Simulated,global,0.593065879,12.29371667,13.86623333,13.33687571,13.5478,1,CMIP5
1918,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.442824024,-12.3999,-8.931,-10.93531714,-11.7052,1,CMIP5
1918,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.799548459,17.25041667,19.3346,18.64004238,19.06668,1,CMIP5
1919,tas,temperature,tgav,historical,C,Simulated,global,0.655859997,12.21955,13.9726,13.3119481,13.4254,1,CMIP5
1919,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.547586793,-12.7682,-8.6494,-10.94282714,-11.1784,1,CMIP5
1919,tas,temperature,tgav_LL,historical,C,Simulated,LL,0.806151101,17.21816667,19.3281,18.61255952,19.0879,1,CMIP5
1920,tas,temperature,tgav,historical,C,Simulated,global,0.616068632,12.22585,13.92706667,13.28723095,13.4888,1,CMIP5
1920,tas,temperature,tgav_HL,historical,C,Simulated,HL,1.435171135,-12.56435,-8.8841,-11.00466667,-11.8511,1,CMIP5
