year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
2006,tas,temperature,tgav,rcp85,C,Simulated,global,0.555121975,13.4116,15.0207,14.25550778,14.202,1,CMIP5
2006,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.104652058,-11.0749,-7.7293,-9.330568889,-8.935375,1,CMIP5
2006,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.707024621,18.366575,20.3123,19.40489944,19.1854,1,CMIP5
2007,tas,temperature,tgav,rcp85,C,Simulated,global,0.577387863,13.450175,15.1295,14.26466611,14.3638,1,CMIP5
2007,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.118368424,-11.2804,-7.8156,-9.319468889,-8.8601,1,CMIP5
2007,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.728690378,18.349325,20.4277,19.41342944,19.2298,1,CMIP5
2008,tas,temperature,tgav,rcp85,C,Simulated,global,0.562051329,13.5582,15.2107,14.35127222,14.4654,1,CMIP5
2008,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.054014413,-10.9907,-7.7937,-9.174487222,-8.6744,1,CMIP5
2008,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.722688649,18.467575,20.4317,19.48779278,19.2878,1,CMIP5
2009,tas,temperature,tgav,rcp85,C,Simulated,global,0.599352522,13.5164,15.1682,14.35626111,14.3291,1,CMIP5
2009,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.17404906,-11.5236,-7.7471,-9.180381111,-8.8372,1,CMIP5
2009,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.725739695,18.535025,20.4337,19.49468556,19.2895,1,CMIP5
2010,tas,temperature,tgav,rcp85,C,Simulated,global,0.575528791,13.6127,15.1788,14.37112056,14.2502,1,CMIP5
2010,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.134925411,-11.18,-7.5845,-9.078385556,-8.7553,1,CMIP5
2010,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.713050835,18.52985,20.394,19.49078056,19.3013,1,CMIP5
2011,tas,temperature,tgav,rcp85,C,Simulated,global,0.573175655,13.609625,15.1829,14.37384,14.2864,1,CMIP5
2011,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.051110706,-11.0757,-7.7498,-9.130115556,-8.8627,1,CMIP5
2011,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.724189044,18.5269,20.3931,19.50562556,19.2381,1,CMIP5
2012,tas,temperature,tgav,rcp85,C,Simulated,global,0.571224664,13.5264,15.0722,14.35952222,14.4749,1,CMIP5
2012,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.25670816,-11.6268,-7.6124,-9.148015,-8.6466,1,CMIP5
2012,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.69343517,18.542675,20.3187,19.49240944,19.2774,1,CMIP5
2013,tas,temperature,tgav,rcp85,C,Simulated,global,0.564182642,13.627775,15.1302,14.38358278,14.4236,1,CMIP5
2013,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.116181405,-11.1383,-7.809,-9.149878333,-8.6181,1,CMIP5
2013,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.710900471,18.551275,20.3704,19.52218111,19.3887,1,CMIP5
2014,tas,temperature,tgav,rcp85,C,Simulated,global,0.559977322,13.6656,15.15614,14.40374889,14.3401,1,CMIP5
2014,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.159221115,-11.1057,-7.5128,-9.152291667,-9.0025,1,CMIP5
2014,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.715167893,18.578325,20.39676,19.54618444,19.3771,1,CMIP5
2015,tas,temperature,tgav,rcp85,C,Simulated,global,0.570851071,13.72395,15.2482,14.49895278,14.5606,1,CMIP5
2015,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.124973859,-10.7883,-7.784475,-8.875552778,-8.205,1,CMIP5
2015,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.735627678,18.586175,20.46284,19.60169611,19.4186,1,CMIP5
2016,tas,temperature,tgav,rcp85,C,Simulated,global,0.529676001,13.7609,15.27766,14.54996778,14.689,1,CMIP5
2016,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.051482182,-10.4578,-7.542775,-8.906656111,-8.6572,1,CMIP5
2016,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.693552569,18.631675,20.48344,19.67085444,19.4775,1,CMIP5
2017,tas,temperature,tgav,rcp85,C,Simulated,global,0.543025872,13.82285,15.234,14.54222556,14.5875,1,CMIP5
2017,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.063883433,-10.5314,-7.3877,-8.848756667,-8.8921,1,CMIP5
2017,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.70154294,18.7095,20.482,19.64935167,19.4514,1,CMIP5
2018,tas,temperature,tgav,rcp85,C,Simulated,global,0.621962616,13.721125,15.3001,14.53983611,14.724,1,CMIP5
2018,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.038433822,-10.6307,-7.729325,-8.874803333,-9.0096,1,CMIP5
2018,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.764422086,18.6337,20.5506,19.65268389,19.4158,1,CMIP5
2019,tas,temperature,tgav,rcp85,C,Simulated,global,0.651881689,13.7721,15.4094,14.59473444,14.8304,1,CMIP5
2019,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.080051918,-10.7921,-7.4718,-8.793962222,-8.7777,1,CMIP5
2019,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.780731353,18.6277,20.6279,19.70148,19.5816,1,CMIP5
2020,tas,temperature,tgav,rcp85,C,Simulated,global,0.631330964,13.7922,15.4027,14.60199222,14.834,1,CMIP5
2020,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.222447139,-11.0531,-7.3187,-8.818003889,-8.6672,1,CMIP5
2020,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.747481276,18.7652,20.6083,19.71629111,19.5196,1,CMIP5
2021,tas,temperature,tgav,rcp85,C,Simulated,global,0.590347764,13.87965,15.39848,14.65956167,14.955725,1,CMIP5
2021,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.240933626,-10.7208,-7.2929,-8.753422778,-8.4918,1,CMIP5
2021,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.737346368,18.767425,20.6396,19.77153333,19.6374,1,CMIP5
2022,tas,temperature,tgav,rcp85,C,Simulated,global,0.576112362,13.9383,15.52448,14.68298667,14.944,1,CMIP5
2022,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.178483706,-10.561,-7.4926,-8.729507778,-8.2071,1,CMIP5
2022,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.735497434,18.7473,20.6923,19.79493056,19.6678,1,CMIP5
2023,tas,temperature,tgav,rcp85,C,Simulated,global,0.626322658,13.9267,15.54526,14.69103444,14.926,1,CMIP5
2023,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.089031267,-10.3616,-7.4834,-8.760609444,-8.6521,1,CMIP5
2023,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.761506823,18.7932,20.7838,19.81140389,19.6838,1,CMIP5
2024,tas,temperature,tgav,rcp85,C,Simulated,global,0.603164819,13.9482,15.59688,14.72557556,14.950375,1,CMIP5
2024,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.136965916,-10.6596,-7.4275,-8.655507778,-8.5147,1,CMIP5
2024,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.717893965,18.9084,20.74842,19.83127444,19.6596,1,CMIP5
2025,tas,temperature,tgav,rcp85,C,Simulated,global,0.584599545,13.9731,15.60614,14.77837111,15.0238,1,CMIP5
2025,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.290311248,-10.6023,-7.109,-8.658390556,-8.3047,1,CMIP5
2025,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.709896231,18.91265,20.76116,19.89560667,19.8138,1,CMIP5
2026,tas,temperature,tgav,rcp85,C,Simulated,global,0.620784807,13.9889,15.6213,14.81523889,15.1095,1,CMIP5
2026,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.29554354,-10.8027,-7.0187,-8.587318889,-8.3043,1,CMIP5
2026,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.723115172,18.9477,20.83448,19.92491444,19.9632,1,CMIP5
2027,tas,temperature,tgav,rcp85,C,Simulated,global,0.666995125,13.9444,15.78436,14.90046778,15.156425,1,CMIP5
2027,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.222542221,-10.5529,-6.7874,-8.327282222,-8.1303,1,CMIP5
2027,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.766198744,18.9001,20.93938,19.97253944,19.9796,1,CMIP5
2028,tas,temperature,tgav,rcp85,C,Simulated,global,0.622852957,14.1017,15.7436,14.95060556,15.185875,1,CMIP5
2028,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.144047976,-10.2986,-7.034325,-8.316914444,-8.2073,1,CMIP5
2028,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.748033998,18.9556,20.91404,20.03126,19.9842,1,CMIP5
2029,tas,temperature,tgav,rcp85,C,Simulated,global,0.587713365,14.2011,15.7435,14.92348333,15.2052,1,CMIP5
2029,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.184633951,-10.1952,-6.876075,-8.345513333,-8.0015,1,CMIP5
2029,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.711478811,19.0549,20.90822,20.00346611,19.9438,1,CMIP5
2030,tas,temperature,tgav,rcp85,C,Simulated,global,0.64618576,14.1762,15.80408,14.92696444,15.2658,1,CMIP5
2030,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.209209632,-10.3289,-6.8262,-8.322305556,-8.2936,1,CMIP5
2030,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.764014151,19.0009,20.95892,20.00353278,19.8784,1,CMIP5
2031,tas,temperature,tgav,rcp85,C,Simulated,global,0.628751876,14.1005,15.8363,14.96875278,15.29035,1,CMIP5
2031,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.23075049,-10.2932,-6.838,-8.314771667,-8.072,1,CMIP5
2031,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.753137017,18.9617,21.01916,20.05269833,19.9847,1,CMIP5
2032,tas,temperature,tgav,rcp85,C,Simulated,global,0.638634284,14.0943,15.99066,15.03039833,15.3108,1,CMIP5
2032,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.389593128,-10.5414,-6.488,-8.17648,-7.8163,1,CMIP5
2032,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.750176179,19.0452,21.1417,20.09836667,19.9734,1,CMIP5
2033,tas,temperature,tgav,rcp85,C,Simulated,global,0.634409104,14.311025,15.93398,15.09465611,15.3934,1,CMIP5
2033,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.262074504,-10.2019,-6.425,-8.037501667,-7.638075,1,CMIP5
2033,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.748115434,19.0927,21.07132,20.14573833,20.2441,1,CMIP5
2034,tas,temperature,tgav,rcp85,C,Simulated,global,0.665093747,14.3631,15.94178,15.14719778,15.422475,1,CMIP5
2034,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.245544441,-10.1659,-6.4636,-7.977393333,-7.5721,1,CMIP5
2034,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.787536777,19.0613,21.1067,20.19587833,20.2605,1,CMIP5
2035,tas,temperature,tgav,rcp85,C,Simulated,global,0.649371415,14.4049,15.9791,15.15064722,15.492075,1,CMIP5
2035,tas,temperature,tgav_HL,rcp85,C,Simulated,HL,1.144531148,-9.9559,-6.586525,-7.983317222,-8.2145,1,CMIP5
2035,tas,temperature,tgav_LL,rcp85,C,Simulated,LL,0.754310467,19.0216,21.11164,20.20264333,20.2277,1,CMIP5
2036,tas,temperature,tgav,rcp85,C,Simulated,global,0.628158003,14.3031,15.9981,15.17158056,15.511,1,CMIP5
