year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
2005,ph,ocean,ph,rcp85,1,Simulated,global,NA,8.072823,8.072823,8.072823,8.072823,1,CMIP5
2005,ph,ocean,ph_HL,rcp85,1,Simulated,HL,NA,8.090111,8.090111,8.090111,8.090111,1,CMIP5
2005,ph,ocean,ph_LL,rcp85,1,Simulated,LL,NA,8.0695945,8.0695945,8.0695945,8.0695945,1,CMIP5
2006,ph,ocean,ph,rcp85,1,Simulated,global,0.002348117,8.0633415,8.069832,8.06643675,8.0662475,1,CMIP5
2006,ph,ocean,ph_HL,rcp85,1,Simulated,HL,0.007243753,8.05771775,8.073005,8.066859456,8.069983792,1,CMIP5
2006,ph,ocean,ph_LL,rcp85,1,Simulated,LL,0.002899445,8.06241725,8.0696374,8.066382858,8.06657725,1,CMIP5
2007,ph,ocean,ph,rcp85,1,Simulated,global,0.002243054,8.06110525,8.067488,8.064357433,8.064424675,1,CMIP5
2007,ph,ocean,ph_HL,rcp85,1,Simulated,HL,0.007205967,8.0553774,8.072238,8.064410928,8.066695208,1,CMIP5
2007,ph,ocean,ph_LL,rcp85,1,Simulated,LL,0.002812518,8.06043525,8.067148,8.064377319,8.064999833,1,CMIP5
2008,ph,ocean,ph,rcp85,1,Simulated,global,0.002221381,8.05877925,8.064983,8.062241389,8.062329542,1,CMIP5
2008,ph,ocean,ph_HL,rcp85,1,Simulated,HL,0.006723869,8.0539172,8.069162,8.062071492,8.064006375,1,CMIP5
2008,ph,ocean,ph_LL,rcp85,1,Simulated,LL,0.002806209,8.0582155,8.0654958,8.062296244,8.062717083,1,CMIP5
2009,ph,ocean,ph,rcp85,1,Simulated,global,0.002245635,8.056822,8.063179,8.060211503,8.060130208,1,CMIP5
2009,ph,ocean,ph_HL,rcp85,1,Simulated,HL,0.006831534,8.0518458,8.068619,8.060068633,8.061866125,1,CMIP5
2009,ph,ocean,ph_LL,rcp85,1,Simulated,LL,0.002968446,8.056154,8.0635664,8.060264067,8.0605915,1,CMIP5
2010,ph,ocean,ph,rcp85,1,Simulated,global,0.002326026,8.05472075,8.06149,8.058248831,8.058269917,1,CMIP5
2010,ph,ocean,ph_HL,rcp85,1,Simulated,HL,0.006717964,8.0498636,8.06606,8.058405586,8.059944583,1,CMIP5
2010,ph,ocean,ph_LL,rcp85,1,Simulated,LL,0.002930696,8.05405075,8.0613118,8.058247078,8.058725458,1,CMIP5
2011,ph,ocean,ph,rcp85,1,Simulated,global,0.002328395,8.052563,8.058929,8.056161242,8.056349625,1,CMIP5
2011,ph,ocean,ph_HL,rcp85,1,Simulated,HL,0.005790633,8.0479064,8.062777,8.055358594,8.05702275,1,CMIP5
2011,ph,ocean,ph_LL,rcp85,1,Simulated,LL,0.003094141,8.0519335,8.0597448,8.056334175,8.056931375,1,CMIP5
2012,ph,ocean,ph,rcp85,1,Simulated,global,0.002420959,8.05062175,8.057232,8.053899622,8.054006792,1,CMIP5
2012,ph,ocean,ph_HL,rcp85,1,Simulated,HL,0.006044876,8.0450035,8.058429,8.052683364,8.054966875,1,CMIP5
2012,ph,ocean,ph_LL,rcp85,1,Simulated,LL,0.003043642,8.05022,8.057272,8.054153986,8.054657958,1,CMIP5
2013,ph,ocean,ph,rcp85,1,Simulated,global,0.002515825,8.048327,8.055104,8.051664181,8.051896542,1,CMIP5
2013,ph,ocean,ph_HL,rcp85,1,Simulated,HL,0.005984921,8.04312025,8.055925667,8.050540103,8.05265025,1,CMIP5
2013,ph,ocean,ph_LL,rcp85,1,Simulated,LL,0.003174923,8.04784225,8.055232,8.051895772,8.052433792,1,CMIP5
2014,ph,ocean,ph,rcp85,1,Simulated,global,0.002452535,8.046069,8.05322,8.049644569,8.049659708,1,CMIP5
2014,ph,ocean,ph_HL,rcp85,1,Simulated,HL,0.006212281,8.0405954,8.055359,8.048255386,8.050098083,1,CMIP5
2014,ph,ocean,ph_LL,rcp85,1,Simulated,LL,0.003081986,8.04566975,8.053366,8.049931144,8.050359958,1,CMIP5
2015,ph,ocean,ph,rcp85,1,Simulated,global,0.002737787,8.0435725,8.051452,8.047310533,8.04721975,1,CMIP5
2015,ph,ocean,ph_HL,rcp85,1,Simulated,HL,0.007369141,8.0377014,8.053994,8.046567747,8.048447917,1,CMIP5
2015,ph,ocean,ph_LL,rcp85,1,Simulated,LL,0.003287913,8.043119,8.051005,8.047481606,8.047864917,1,CMIP5
2016,ph,ocean,ph,rcp85,1,Simulated,global,0.002386442,8.0410745,8.047695,8.044770917,8.044937,1,CMIP5
2016,ph,ocean,ph_HL,rcp85,1,Simulated,HL,0.006366693,8.03567275,8.049902,8.043587164,8.045424417,1,CMIP5
2016,ph,ocean,ph_LL,rcp85,1,Simulated,LL,0.002979195,8.04070375,8.0484692,8.045023367,8.045649125,1,CMIP5
2017,ph,ocean,ph,rcp85,1,Simulated,global,0.002416929,8.03849875,8.045075,8.042331689,8.042704292,1,CMIP5
