year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
2020,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.824766215,-0.276947039,2.450300311,1.160360217,1.051202962,1,CMIP5
2020,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.80216236,1.695756854,9.013699073,4.182678672,2.936508351,1,CMIP5
2021,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,2.727249908,2.826207711,10.85255884,5.310414028,4.578589508,1,CMIP5
2021,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.857729445,-0.332067304,2.627503095,1.18586288,1.080610797,1,CMIP5
2021,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.69580739,1.745597195,9.084779106,4.127408484,2.856706507,1,CMIP5
2022,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,2.563635629,2.896582021,9.852011477,5.301771428,4.702802699,1,CMIP5
2022,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.860555563,-0.1691436,2.830390667,1.243672609,1.09582997,1,CMIP5
2022,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.572397487,1.800751889,9.460640378,4.060888134,2.93035353,1,CMIP5
2023,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,2.854858827,2.735617876,11.2500273,5.346003203,4.490694213,1,CMIP5
2023,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.887181978,-0.171443333,2.887286771,1.223051796,1.071821119,1,CMIP5
2023,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.692368159,1.813628468,9.047953656,4.125646413,2.996538218,1,CMIP5
2024,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,2.844783197,2.792397322,11.085211,5.53065122,5.001874305,1,CMIP5
2024,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.903985197,-0.11892049,2.922390306,1.254040734,1.087846341,1,CMIP5
2024,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.736693346,1.827684998,9.474440865,4.279442512,3.100226097,1,CMIP5
2025,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.000893814,2.870501376,11.4535851,5.668831363,5.04252024,1,CMIP5
2025,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.827125566,0.0403183,2.913691496,1.305456356,1.136958969,1,CMIP5
2025,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.888395387,1.903223438,9.816581035,4.36616141,3.100423373,1,CMIP5
2026,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.01460624,2.868711038,11.6470074,5.719815797,5.003773979,1,CMIP5
2026,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.853136422,0.075823269,2.975751533,1.314170587,1.138065308,1,CMIP5
2026,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.862358533,1.916673706,9.686658191,4.408508779,3.034545383,1,CMIP5
2027,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,2.775737394,3.072801571,10.3918984,5.66253213,4.952214547,1,CMIP5
2027,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.826327164,0.098351616,2.80041428,1.299464355,1.142248609,1,CMIP5
2027,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.7610611,1.986003072,10.29354739,4.365893299,3.171282283,1,CMIP5
2028,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,2.682860428,3.032130609,10.43760115,5.699068593,5.148674006,1,CMIP5
2028,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.89985161,0.059061266,2.933250681,1.307378849,1.145862863,1,CMIP5
2028,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.631509062,2.045374999,9.778198576,4.39455869,3.256566938,1,CMIP5
2029,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.049316944,3.133512471,11.8233033,5.893713647,5.079893207,1,CMIP5
2029,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.921717896,0.020033321,3.072358072,1.338756719,1.194855095,1,CMIP5
2029,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.914888086,1.981574001,10.10959974,4.557881281,3.338668765,1,CMIP5
2030,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.195784254,3.190036683,12.28999507,5.980426028,5.133502096,1,CMIP5
2030,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.007456683,0.038104691,3.271463781,1.351441517,1.179900892,1,CMIP5
2030,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.989055981,2.010135908,10.34245948,4.632025546,3.291433714,1,CMIP5
2031,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.249835854,3.122781833,12.32089335,5.99646775,5.249347996,1,CMIP5
2031,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.963075588,0.178302121,3.297225642,1.394116969,1.16315871,1,CMIP5
2031,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.014968507,2.071377436,10.40940709,4.605421045,3.331862757,1,CMIP5
2032,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.216543829,3.17558313,12.22504936,6.101066434,5.262881823,1,CMIP5
2032,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.88274962,0.238838105,3.179302989,1.434470436,1.249529505,1,CMIP5
2032,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.062871778,2.117769159,10.5550984,4.669749137,3.197449825,1,CMIP5
2033,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.291599674,3.277331715,12.84867426,6.246704792,5.564383801,1,CMIP5
2033,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.996986154,0.095841494,3.520183887,1.458292791,1.207674614,1,CMIP5
2033,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.052226736,2.133592413,10.47980628,4.791540693,3.445751651,1,CMIP5
2034,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.118922846,3.357475524,11.71417807,6.13623882,5.377818971,1,CMIP5
2034,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.950273702,0.219370481,3.324262721,1.450254452,1.23203572,1,CMIP5
2034,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.981604281,2.193314587,10.88577037,4.689121995,3.421160629,1,CMIP5
2035,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.165166241,3.408371388,12.19781369,6.320975452,5.607103858,1,CMIP5
2035,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.004118658,0.283892067,3.54112164,1.478067475,1.246775251,1,CMIP5
2035,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.946579751,2.161596097,10.72949671,4.845919376,3.707505398,1,CMIP5
2036,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.106056709,3.413125061,12.12294128,6.323717445,5.665400147,1,CMIP5
2036,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.986690842,0.185092263,3.434525306,1.48647044,1.236988758,1,CMIP5
2036,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,2.947826109,2.176136476,10.68554012,4.840448504,3.572470922,1,CMIP5
2037,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.478878806,3.466552878,13.51749416,6.603855781,5.652194363,1,CMIP5
2037,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.990709808,0.243447012,3.564333064,1.544283938,1.265953173,1,CMIP5
2037,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.243622584,2.231380303,10.9980533,5.06288417,3.566088145,1,CMIP5
2038,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.477959131,3.509680429,13.31022012,6.54317098,5.731999763,1,CMIP5
2038,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.013531924,0.177760508,3.479324354,1.506984489,1.290462642,1,CMIP5
2038,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.252593515,2.223412515,11.27704432,5.039414305,3.708284138,1,CMIP5
2039,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.193673412,3.491740829,12.02267021,6.527890124,5.809127438,1,CMIP5
2039,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.006049399,0.340934602,3.655616268,1.558020657,1.277096043,1,CMIP5
2039,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.029115846,2.214644712,11.36411926,4.97310992,3.678789489,1,CMIP5
2040,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.351473442,3.581355717,13.05424821,6.768909397,5.957589728,1,CMIP5
2040,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.990913883,0.250323542,3.58074274,1.591364625,1.307801793,1,CMIP5
2040,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.177615932,2.273553827,11.35369052,5.180866929,3.757993112,1,CMIP5
2041,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.562429641,3.694380191,13.89772097,6.857114063,5.939938239,1,CMIP5
2041,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.991472091,0.320584119,3.66248458,1.604956347,1.321371292,1,CMIP5
2041,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.292962219,2.385283534,11.39404759,5.255406159,3.884246657,1,CMIP5
2042,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.672428787,3.580399909,13.94299584,6.95325517,6.137333673,1,CMIP5
2042,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.945864613,0.499975336,3.581685141,1.627229072,1.318322252,1,CMIP5
2042,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.414263212,2.433863132,11.79047997,5.329263652,3.912546183,1,CMIP5
2043,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.703535066,3.61801978,13.87515199,7.087694989,6.28333921,1,CMIP5
2043,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.996398115,0.632731851,3.905460949,1.707583655,1.374117254,1,CMIP5
2043,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.395440613,2.434022972,12.05469553,5.383303763,3.942355216,1,CMIP5
2044,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.51395243,3.728902276,13.20527095,7.059778818,6.32187748,1,CMIP5
2044,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,0.978700647,0.535952044,3.796223092,1.671658645,1.345241162,1,CMIP5
2044,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.287429756,2.433407416,12.06942738,5.391245295,3.977081054,1,CMIP5
2045,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.791003574,3.788271059,14.57134448,7.236774968,6.327732304,1,CMIP5
2045,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.019730496,0.504083384,3.904809326,1.697305368,1.339047091,1,CMIP5
2045,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.464911522,2.449224148,12.06972702,5.542769597,4.023935787,1,CMIP5
2046,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.511651335,3.839303312,13.33138567,7.146040043,6.312712499,1,CMIP5
2046,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.070561227,0.58278373,4.092108756,1.739930943,1.323231128,1,CMIP5
2046,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.235394589,2.516071823,12.13535278,5.409465933,3.967026427,1,CMIP5
2047,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.193093799,3.820556864,16.12977918,7.54675212,6.301996703,1,CMIP5
2047,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.076369422,0.62273404,4.240133917,1.790511937,1.37869625,1,CMIP5
2047,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.73334169,2.50191865,12.20046649,5.759415756,4.153606703,1,CMIP5
2048,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.986136974,3.909032805,15.21660274,7.572818661,6.781462378,1,CMIP5
2048,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.115547686,0.599519036,4.305888233,1.823916753,1.417270918,1,CMIP5
2048,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.595397555,2.570018041,12.59703541,5.752322646,4.327539386,1,CMIP5
2049,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.787812747,3.966580946,14.23388235,7.454455931,6.393547565,1,CMIP5
2049,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.037127796,0.708914877,4.022026055,1.795798892,1.382949335,1,CMIP5
2049,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.460887528,2.583631832,12.64655058,5.662053929,4.269994004,1,CMIP5
2050,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.928534945,4.012430971,14.79992099,7.429728577,6.359883902,1,CMIP5
2050,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.117612222,0.655500348,4.235943914,1.799196683,1.401437814,1,CMIP5
2050,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.541872144,2.610993474,12.6905982,5.634076567,4.092389977,1,CMIP5
2051,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,3.90078697,4.106853739,14.87754321,7.718572156,6.544314679,1,CMIP5
2051,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.054060842,0.784037267,4.285467225,1.882933487,1.461961983,1,CMIP5
2051,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.562767975,2.70835237,12.7011597,5.839074596,4.110981505,1,CMIP5
2052,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.047100245,4.065464136,15.29307255,7.654282532,6.388905405,1,CMIP5
2052,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.196168759,0.667876477,4.61108229,1.885983238,1.480830456,1,CMIP5
2052,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.566583188,2.700965512,12.83305791,5.771755972,4.307858479,1,CMIP5
2053,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.088979471,4.152034711,15.64798057,7.930822209,6.916666349,1,CMIP5
2053,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.1216964,0.788910435,4.411580703,1.875021467,1.451588531,1,CMIP5
2053,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.67889598,2.7246423,12.93422938,6.059106534,4.405238863,1,CMIP5
2054,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.299465284,4.154117744,16.4659748,7.977552107,6.724155115,1,CMIP5
2054,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.108696817,0.71601342,4.371192369,1.880501283,1.511307956,1,CMIP5
2054,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.803052551,2.701052712,12.83983214,6.100448988,4.415168798,1,CMIP5
2055,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.121460383,4.229009601,15.49428788,7.884149021,6.842628512,1,CMIP5
2055,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.115056882,0.583800594,4.318619396,1.885276094,1.484781131,1,CMIP5
2055,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.672670113,2.74422843,13.19122693,6.002426809,4.463159534,1,CMIP5
2056,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.072665517,4.237832404,15.47133097,8.076706652,6.948382211,1,CMIP5
2056,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.22626705,0.860644957,4.77105036,1.948069263,1.458915917,1,CMIP5
2056,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.63033797,2.778916301,13.24244704,6.132164321,4.563514342,1,CMIP5
2057,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.281414211,4.219376125,16.3471853,8.084625618,7.127068514,1,CMIP5
2057,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.163841147,0.778212515,4.604189455,1.957229455,1.491686568,1,CMIP5
2057,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.758227614,2.727689219,13.2189838,6.130890412,4.698546182,1,CMIP5
2058,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.419677933,4.257256445,16.69821392,8.296094754,7.154333487,1,CMIP5
2058,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.150411537,0.834865406,4.556274181,1.992302271,1.463848024,1,CMIP5
2058,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.923497727,2.793408612,13.606681,6.307507149,4.55054982,1,CMIP5
2059,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.266812993,4.251000984,16.22215453,8.185487205,7.053931626,1,CMIP5
2059,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.105037627,0.874273602,4.41899904,1.996370324,1.519180346,1,CMIP5
2059,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.822376658,2.792395066,13.37238809,6.192962973,4.4911795,1,CMIP5
2060,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.15790931,4.300434578,15.61978646,8.15807178,6.976538817,1,CMIP5
2060,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.10603675,0.724581794,4.357991759,2.001650938,1.568827694,1,CMIP5
2060,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.75782833,2.8876288,13.62461789,6.160297995,4.477531324,1,CMIP5
2061,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.445930222,4.41376797,16.91401123,8.528563611,7.164317029,1,CMIP5
2061,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.177185879,0.900502302,4.74190777,2.059407858,1.584415721,1,CMIP5
2061,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.968857583,2.962548854,13.7938483,6.472972554,4.55323786,1,CMIP5
2062,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.565977482,4.459522944,17.23863711,8.464814895,7.191098016,1,CMIP5
2062,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.187957488,0.671648775,4.721209997,2.046041857,1.559550119,1,CMIP5
2062,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,4.028523855,3.091368307,13.95224602,6.422510639,4.585651409,1,CMIP5
2063,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.307959621,4.647455788,16.47187377,8.586971173,7.40688588,1,CMIP5
2063,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.104624441,0.95206742,4.541880681,2.054417466,1.562988448,1,CMIP5
2063,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.909788518,3.084467648,13.95012196,6.536220855,4.76358645,1,CMIP5
2064,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.252846857,4.38682407,15.8260336,8.427187335,7.346728397,1,CMIP5
2064,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.115115257,0.747524128,4.447076613,2.039710746,1.571260187,1,CMIP5
2064,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.855864725,3.066072903,14.15912153,6.391367327,4.690271016,1,CMIP5
2065,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.39304882,4.646359267,16.8113897,8.532114115,7.257188272,1,CMIP5
2065,fgco2,ocean,fgco2_HL,rcp85,PgC/yr,Simulated,HL,1.117123694,0.732169192,4.42174216,2.055638376,1.609310239,1,CMIP5
2065,fgco2,ocean,fgco2_LL,rcp85,PgC/yr,Simulated,LL,3.947410785,3.117362973,13.9239259,6.480498287,4.812268649,1,CMIP5
2066,fgco2,ocean,fgco2,rcp85,PgC/yr,Simulated,global,4.475192505,4.64830688,17.33456097,8.81969358,7.627890196,1,CMIP5
