# MAGICC 6 RCP 3PD,,,,,,,
# global temperature change,,,,,,,
year,value,vtag,ctag,units,type,scenario,model
2118,1.52E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2119,1.51E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2120,1.51E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2121,1.51E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2122,1.51E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2123,1.50E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2124,1.50E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2125,1.50E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2126,1.50E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2127,1.49E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2128,1.49E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2129,1.49E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2130,1.49E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2131,1.48E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2132,1.48E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2133,1.48E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2134,1.48E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2135,1.47E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2136,1.47E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2137,1.47E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2138,1.47E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2139,1.46E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2140,1.46E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2141,1.46E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2142,1.46E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2143,1.45E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2144,1.45E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2145,1.45E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2146,1.45E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2147,1.44E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2148,1.44E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2149,1.44E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2150,1.44E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2151,1.43E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2152,1.43E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2153,1.43E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2154,1.43E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2155,1.42E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2156,1.42E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2157,1.42E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2158,1.42E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2159,1.42E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2160,1.41E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2161,1.41E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2162,1.41E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2163,1.41E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2164,1.40E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2165,1.40E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2166,1.40E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2167,1.40E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2168,1.40E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2169,1.39E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2170,1.39E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2171,1.39E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2172,1.39E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2173,1.39E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2174,1.38E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2175,1.38E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2176,1.38E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2177,1.38E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2178,1.38E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2179,1.37E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2180,1.37E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2181,1.37E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2182,1.37E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2183,1.36E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2184,1.36E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2185,1.36E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2186,1.36E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2187,1.36E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2188,1.35E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2189,1.35E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2190,1.35E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2191,1.35E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2192,1.35E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2193,1.34E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2194,1.34E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2195,1.34E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2196,1.34E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2197,1.34E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2198,1.33E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2199,1.33E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2200,1.33E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2201,1.33E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2202,1.33E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2203,1.33E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2204,1.32E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2205,1.32E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2206,1.32E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2207,1.32E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2208,1.32E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2209,1.31E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2210,1.31E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2211,1.31E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2212,1.31E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2213,1.31E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2214,1.30E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2215,1.30E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2216,1.30E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2217,1.30E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2218,1.30E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2219,1.29E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2220,1.29E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2221,1.29E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2222,1.29E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2223,1.29E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2224,1.28E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2225,1.28E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2226,1.28E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2227,1.28E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2228,1.28E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2229,1.28E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2230,1.27E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2231,1.27E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2232,1.27E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2233,1.27E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2234,1.27E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2235,1.26E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2236,1.26E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2237,1.26E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2238,1.26E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2239,1.26E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2240,1.26E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2241,1.25E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2242,1.25E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2243,1.25E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2244,1.25E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2245,1.25E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2246,1.24E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2247,1.24E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2248,1.24E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2249,1.24E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2250,1.24E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2251,1.24E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2252,1.24E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2253,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2254,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2255,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2256,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2257,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2258,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2259,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2260,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2261,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2262,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2263,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2264,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2265,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2266,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2267,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2268,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2269,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2270,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2271,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2272,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2273,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2274,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2275,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2276,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2277,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2278,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2279,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2280,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2281,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2282,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2283,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2284,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2285,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2286,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2287,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2288,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2289,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2290,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2291,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2292,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2293,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2294,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2295,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2296,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2297,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2298,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2299,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
2300,1.23E+00,Tgav,Temperature,C,Simulated,rcp26,MAGICC6
