year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
2022,tas,temperature,tgav,rcp60,C,Simulated,global,0.570325912,13.5495,15.0775,14.344125,14.4027,1,CMIP5
2022,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.438939615,-11.3506,-7.93145,-9.113958333,-8.41055,1,CMIP5
2022,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.58633783,18.8466,20.4166,19.49236667,19.332,1,CMIP5
2023,tas,temperature,tgav,rcp60,C,Simulated,global,0.547292346,13.6774,15.0732,14.39217083,14.4956,1,CMIP5
2023,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.334724797,-11.0822,-7.832,-8.96095,-8.3025,1,CMIP5
2023,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.553920147,18.797,20.3439,19.51754583,19.42355,1,CMIP5
2024,tas,temperature,tgav,rcp60,C,Simulated,global,0.525334847,13.7437,15.0706,14.397775,14.43655,1,CMIP5
2024,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.42456276,-11.3281,-7.749125,-9.0974875,-8.4297,1,CMIP5
2024,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.534633207,18.8822,20.3896,19.55371667,19.41035,1,CMIP5
2025,tas,temperature,tgav,rcp60,C,Simulated,global,0.562111845,13.7797,15.2599,14.45024167,14.39485,1,CMIP5
2025,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.325031045,-10.9147,-7.552475,-8.794079167,-8.3447,1,CMIP5
2025,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.566767531,18.954,20.487,19.55234167,19.3318,1,CMIP5
2026,tas,temperature,tgav,rcp60,C,Simulated,global,0.624394502,13.8197,15.4032,14.50796667,14.4598,1,CMIP5
2026,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.287952598,-10.9162,-7.373225,-8.819354167,-8.6738,1,CMIP5
2026,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.590638722,18.8953,20.5678,19.62895833,19.4867,1,CMIP5
2027,tas,temperature,tgav,rcp60,C,Simulated,global,0.629371071,13.9123,15.4318,14.54722917,14.5186,1,CMIP5
2027,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.213070857,-10.8646,-7.490775,-8.850695833,-8.7905,1,CMIP5
2027,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.594911362,18.9129,20.5988,19.68407917,19.53145,1,CMIP5
2028,tas,temperature,tgav,rcp60,C,Simulated,global,0.648062739,13.8625,15.4755,14.6018875,14.62335,1,CMIP5
2028,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.21475672,-10.6208,-7.38385,-8.564358333,-8.463,1,CMIP5
2028,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.610615931,18.9193,20.5961,19.68836667,19.5686,1,CMIP5
2029,tas,temperature,tgav,rcp60,C,Simulated,global,0.660160996,13.8264,15.4501,14.5949,14.60245,1,CMIP5
2029,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.320047431,-10.7631,-7.29985,-8.585491667,-8.42275,1,CMIP5
2029,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.612868832,18.9139,20.6087,19.6838875,19.5881,1,CMIP5
2030,tas,temperature,tgav,rcp60,C,Simulated,global,0.638554188,13.841,15.4312,14.6075375,14.6133125,1,CMIP5
2030,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.402543105,-10.9772,-7.2306,-8.587733333,-8.3959,1,CMIP5
2030,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.571420052,18.95,20.5766,19.700075,19.63415,1,CMIP5
2031,tas,temperature,tgav,rcp60,C,Simulated,global,0.596348348,14.0236,15.4587,14.6346,14.6285,1,CMIP5
2031,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.315368152,-10.6161,-7.32,-8.559966667,-8.2552,1,CMIP5
2031,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.611741364,18.8915,20.6838,19.7261,19.6003,1,CMIP5
2032,tas,temperature,tgav,rcp60,C,Simulated,global,0.547705839,14.105,15.4731,14.70158333,14.683,1,CMIP5
2032,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.195904416,-10.3003,-7.291025,-8.480704167,-8.09895,1,CMIP5
2032,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.557120841,19.1477,20.6994,19.7897,19.62635,1,CMIP5
2033,tas,temperature,tgav,rcp60,C,Simulated,global,0.59808011,14.0527,15.5241,14.66321667,14.6156,1,CMIP5
2033,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.267813089,-10.5533,-7.219,-8.530383333,-8.30285,1,CMIP5
2033,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.614088567,18.9734,20.7302,19.7545125,19.6122,1,CMIP5
2034,tas,temperature,tgav,rcp60,C,Simulated,global,0.537982436,14.1067,15.4498,14.70689583,14.65855,1,CMIP5
2034,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.165621508,-10.1288,-7.1762,-8.5171,-8.329,1,CMIP5
2034,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.576440727,19.0555,20.6884,19.804325,19.7173,1,CMIP5
2035,tas,temperature,tgav,rcp60,C,Simulated,global,0.574056953,14.2124,15.6001,14.75558333,14.6965,1,CMIP5
2035,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.161091304,-10.0779,-7.155725,-8.359570833,-8.07565,1,CMIP5
2035,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.603323471,19.1058,20.8157,19.82924167,19.66205,1,CMIP5
2036,tas,temperature,tgav,rcp60,C,Simulated,global,0.693058299,13.9198,15.6566,14.71005833,14.742825,1,CMIP5
2036,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.333151358,-10.7047,-7.18075,-8.436275,-8.2024,1,CMIP5
2036,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.669865862,18.9246,20.8225,19.79135417,19.6878,1,CMIP5
2037,tas,temperature,tgav,rcp60,C,Simulated,global,0.636033204,14.0251,15.5555,14.74980417,14.7730625,1,CMIP5
2037,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.247922154,-10.3937,-7.033925,-8.389170833,-8.17545,1,CMIP5
2037,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.603136361,19.0843,20.7236,19.82889167,19.71495,1,CMIP5
2038,tas,temperature,tgav,rcp60,C,Simulated,global,0.598399118,14.1402,15.5981,14.80255833,14.77135,1,CMIP5
2038,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.275247474,-10.3966,-7.06625,-8.294091667,-8.0025,1,CMIP5
2038,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.572921616,19.2316,20.7583,19.8726875,19.715,1,CMIP5
2039,tas,temperature,tgav,rcp60,C,Simulated,global,0.643775053,14.1493,15.6731,14.8098375,14.80175,1,CMIP5
2039,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.176819315,-10.1526,-6.934425,-8.297504167,-8.2385,1,CMIP5
2039,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.614066194,19.1317,20.8208,19.88236667,19.72455,1,CMIP5
2040,tas,temperature,tgav,rcp60,C,Simulated,global,0.649772067,14.1898,15.6937,14.83593333,14.80995,1,CMIP5
2040,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.231047439,-10.1255,-6.837225,-8.240204167,-8.1406,1,CMIP5
2040,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.637177748,19.1301,20.869,19.90135,19.72365,1,CMIP5
2041,tas,temperature,tgav,rcp60,C,Simulated,global,0.640158855,14.2347,15.7143,14.89364583,14.8623,1,CMIP5
2041,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.244481548,-9.9423,-6.6608,-8.1427,-8.16975,1,CMIP5
2041,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.615267898,19.2073,20.8774,19.950425,19.80235,1,CMIP5
2042,tas,temperature,tgav,rcp60,C,Simulated,global,0.710727792,14.0994,15.7802,14.93395833,15.008725,1,CMIP5
2042,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.363099243,-10.4136,-6.66035,-8.169608333,-8.0344,1,CMIP5
2042,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.654854185,19.1456,20.9297,20.00535,19.96025,1,CMIP5
2043,tas,temperature,tgav,rcp60,C,Simulated,global,0.696227592,14.1273,15.8089,14.9572,14.9279,1,CMIP5
2043,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.383738696,-10.2337,-6.6017,-8.063866667,-8.07175,1,CMIP5
2043,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.612607286,19.3599,20.9396,20.0112875,19.8861,1,CMIP5
2044,tas,temperature,tgav,rcp60,C,Simulated,global,0.723867937,14.0686,15.8129,14.96342083,14.9955125,1,CMIP5
2044,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.4663223,-10.5639,-6.6434,-8.0491,-7.92205,1,CMIP5
2044,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.615553923,19.3751,20.8702,20.01622083,19.87265,1,CMIP5
2045,tas,temperature,tgav,rcp60,C,Simulated,global,0.632000797,14.1696,15.7584,15.005075,15.0634,1,CMIP5
2045,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.501267373,-10.4909,-6.6119,-8.031366667,-7.70705,1,CMIP5
2045,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.556686708,19.4676,20.883,20.06216667,19.92375,1,CMIP5
2046,tas,temperature,tgav,rcp60,C,Simulated,global,0.665685497,14.0624,15.8387,15.06129167,15.12065,1,CMIP5
2046,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.570959214,-10.5052,-6.5262,-7.935833333,-7.51485,1,CMIP5
2046,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.596174885,19.5092,21.0148,20.10961667,20.01195,1,CMIP5
2047,tas,temperature,tgav,rcp60,C,Simulated,global,0.701578984,14.2445,16.01,15.08940833,15.076425,1,CMIP5
2047,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.400672912,-10.3083,-6.518025,-7.908604167,-7.9136,1,CMIP5
2047,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.604500792,19.5707,21.0814,20.13895417,19.93525,1,CMIP5
2048,tas,temperature,tgav,rcp60,C,Simulated,global,0.64432171,14.3904,15.7803,15.0262375,14.9939125,1,CMIP5
2048,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.301617717,-9.9012,-6.495375,-7.9564125,-7.9604,1,CMIP5
2048,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.585781685,19.4298,20.9152,20.07134167,19.968,1,CMIP5
2049,tas,temperature,tgav,rcp60,C,Simulated,global,0.639546073,14.2981,15.7605,15.0441,15.04995,1,CMIP5
2049,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.338753757,-9.9729,-6.520775,-7.8791625,-7.6573,1,CMIP5
2049,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.588644838,19.3955,20.8848,20.07619583,19.94205,1,CMIP5
2050,tas,temperature,tgav,rcp60,C,Simulated,global,0.67366613,14.2664,15.8455,15.07700833,15.0859,1,CMIP5
2050,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.452422808,-10.0334,-6.4798,-7.9466,-7.7263,1,CMIP5
2050,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.645003735,19.4335,21.0743,20.13074167,19.9645,1,CMIP5
2051,tas,temperature,tgav,rcp60,C,Simulated,global,0.668746092,14.365,15.9928,15.17209583,15.1753,1,CMIP5
2051,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.379412292,-10.0428,-6.3215,-7.825,-7.6099,1,CMIP5
2051,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.626320252,19.4905,21.14,20.22004167,20.08185,1,CMIP5
2052,tas,temperature,tgav,rcp60,C,Simulated,global,0.740481183,14.3344,16.0725,15.14506667,15.1374,1,CMIP5
2052,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.461144249,-10.1371,-6.14895,-7.770175,-7.62755,1,CMIP5
2052,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.682614436,19.4792,21.1811,20.1751375,20.00475,1,CMIP5
2053,tas,temperature,tgav,rcp60,C,Simulated,global,0.757054546,14.2974,16.0663,15.18269583,15.24815,1,CMIP5
2053,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.491463574,-10.2994,-6.25865,-7.835891667,-7.6929,1,CMIP5
2053,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.669834952,19.5947,21.1767,20.2356625,20.08235,1,CMIP5
2054,tas,temperature,tgav,rcp60,C,Simulated,global,0.771619219,14.3895,16.0989,15.19566667,15.21905,1,CMIP5
2054,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.502490833,-10.1125,-5.94165,-7.863758333,-8.03015,1,CMIP5
2054,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.672225414,19.6183,21.2322,20.25737917,20.11895,1,CMIP5
2055,tas,temperature,tgav,rcp60,C,Simulated,global,0.745129961,14.4547,16.0229,15.22060833,15.216525,1,CMIP5
2055,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.383873223,-9.8768,-6.079375,-7.7397625,-7.7848,1,CMIP5
2055,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.667027244,19.5291,21.1341,20.26049583,20.1727,1,CMIP5
2056,tas,temperature,tgav,rcp60,C,Simulated,global,0.739420555,14.3144,16.0437,15.25114444,15.28423333,1,CMIP5
2056,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.532360641,-10.1471,-6.153466667,-7.707777778,-7.5531,1,CMIP5
2056,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.645264043,19.6495,21.1882,20.29086111,20.1723,1,CMIP5
2057,tas,temperature,tgav,rcp60,C,Simulated,global,0.737920363,14.2869,16.0742,15.22877778,15.2305,1,CMIP5
2057,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.566219563,-10.3666,-6.195566667,-7.773727778,-7.54865,1,CMIP5
2057,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.669017808,19.5968,21.2271,20.27825,20.0892,1,CMIP5
2058,tas,temperature,tgav,rcp60,C,Simulated,global,0.73964328,14.4098,16.1471,15.32086111,15.3715,1,CMIP5
2058,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.506941844,-9.9474,-6.0267,-7.455833333,-7.29845,1,CMIP5
2058,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.654790856,19.7512,21.1848,20.32190556,20.07925,1,CMIP5
2059,tas,temperature,tgav,rcp60,C,Simulated,global,0.741359195,14.4758,16.1678,15.33796111,15.35705,1,CMIP5
2059,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.554470913,-9.8799,-5.889366667,-7.418261111,-7.24575,1,CMIP5
2059,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.680621765,19.552,21.2595,20.33362222,20.173,1,CMIP5
2060,tas,temperature,tgav,rcp60,C,Simulated,global,0.740512784,14.4276,16.0809,15.3395,15.4254,1,CMIP5
2060,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.668506101,-10.0624,-5.695,-7.441366667,-7.3671,1,CMIP5
2060,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.628824537,19.6972,21.1667,20.34066111,20.18085,1,CMIP5
2061,tas,temperature,tgav,rcp60,C,Simulated,global,0.769511017,14.4488,16.1494,15.35134444,15.39493333,1,CMIP5
2061,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.60976045,-9.9057,-5.7381,-7.54605,-7.4484,1,CMIP5
2061,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.707026862,19.5402,21.3464,20.37682222,20.28015,1,CMIP5
2062,tas,temperature,tgav,rcp60,C,Simulated,global,0.717846438,14.4143,16.0832,15.36427222,15.47796667,1,CMIP5
2062,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.670911149,-10.0757,-5.934766667,-7.556927778,-7.2022,1,CMIP5
2062,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.645361992,19.7742,21.2841,20.39518889,20.24,1,CMIP5
2063,tas,temperature,tgav,rcp60,C,Simulated,global,0.733567602,14.4913,16.0653,15.35868889,15.4101,1,CMIP5
2063,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.635897532,-9.843,-5.7802,-7.64935,-7.6584,1,CMIP5
2063,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.658250916,19.7629,21.2948,20.4089,20.2195,1,CMIP5
2064,tas,temperature,tgav,rcp60,C,Simulated,global,0.752519378,14.5243,16.1716,15.42492222,15.44155,1,CMIP5
2064,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.491823123,-9.7708,-5.730466667,-7.454311111,-7.38665,1,CMIP5
2064,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.677635929,19.802,21.2858,20.44728889,20.2355,1,CMIP5
2065,tas,temperature,tgav,rcp60,C,Simulated,global,0.774065636,14.5549,16.1808,15.41510556,15.4092,1,CMIP5
2065,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.555442308,-9.8684,-5.629033333,-7.396438889,-7.3181,1,CMIP5
2065,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.700214524,19.6039,21.2728,20.42251111,20.2988,1,CMIP5
2066,tas,temperature,tgav,rcp60,C,Simulated,global,0.706959936,14.7129,16.188,15.48662778,15.5013,1,CMIP5
2066,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.599074472,-9.7541,-5.572633333,-7.342372222,-7.161,1,CMIP5
2066,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.649105928,19.7529,21.322,20.49762222,20.3748,1,CMIP5
2067,tas,temperature,tgav,rcp60,C,Simulated,global,0.718683006,14.7137,16.19236667,15.49364444,15.4944,1,CMIP5
2067,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.494966161,-9.3618,-5.568833333,-7.438155556,-7.59305,1,CMIP5
2067,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.646901501,19.8004,21.3538,20.52722778,20.37715,1,CMIP5
2068,tas,temperature,tgav,rcp60,C,Simulated,global,0.754847859,14.6511,16.34446667,15.56319444,15.638,1,CMIP5
2068,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.638823228,-9.619,-5.2625,-7.235783333,-7.26275,1,CMIP5
2068,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.645546542,19.9645,21.32083333,20.56783889,20.38565,1,CMIP5
2069,tas,temperature,tgav,rcp60,C,Simulated,global,0.807869313,14.7079,16.43933333,15.57852222,15.5975,1,CMIP5
2069,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.698296039,-9.6822,-5.1835,-7.19515,-7.1294,1,CMIP5
2069,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.736724557,19.7807,21.426,20.57706111,20.4446,1,CMIP5
2070,tas,temperature,tgav,rcp60,C,Simulated,global,0.761104436,14.7099,16.42326667,15.62009444,15.7009,1,CMIP5
2070,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.812138253,-9.9386,-5.178733333,-7.225822222,-7.11965,1,CMIP5
2070,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.654425416,20.0056,21.421,20.63502222,20.458,1,CMIP5
2071,tas,temperature,tgav,rcp60,C,Simulated,global,0.733316669,14.9125,16.4023,15.70048333,15.7698,1,CMIP5
2071,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.625854429,-9.2072,-5.2223,-6.955005556,-6.97545,1,CMIP5
2071,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.636179974,20.0152,21.3853,20.67395556,20.609,1,CMIP5
2072,tas,temperature,tgav,rcp60,C,Simulated,global,0.797962421,14.8926,16.4507,15.69041111,15.707,1,CMIP5
2072,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.594313827,-9.1989,-5.1724,-7.05715,-7.18915,1,CMIP5
2072,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.711312566,19.8991,21.5199,20.68338889,20.6171,1,CMIP5
2073,tas,temperature,tgav,rcp60,C,Simulated,global,0.755744431,14.8033,16.4146,15.67338333,15.70585,1,CMIP5
2073,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.676529865,-9.5523,-5.232833333,-7.053605556,-6.94805,1,CMIP5
2073,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.651949044,19.953,21.377,20.66196111,20.58655,1,CMIP5
2074,tas,temperature,tgav,rcp60,C,Simulated,global,0.782357446,14.8229,16.49503333,15.68892222,15.7038,1,CMIP5
2074,tas,temperature,tgav_HL,rcp60,C,Simulated,HL,1.625128642,-9.4352,-5.1931,-7.142016667,-7.20475,1,CMIP5
2074,tas,temperature,tgav_LL,rcp60,C,Simulated,LL,0.694065394,19.9067,21.49003333,20.70045556,20.56605,1,CMIP5
2075,tas,temperature,tgav,rcp60,C,Simulated,global,0.787162383,14.8538,16.49056667,15.69827778,15.6698,1,CMIP5
