year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
1850,ph,ocean,ph,historical,1,Simulated,global,0.002267023,8.159899333,8.165641,8.162931533,8.163699,1,CMIP5
1850,ph,ocean,ph_HL,historical,1,Simulated,HL,0.012605224,8.1488614,8.179115,8.16721088,8.173288,1,CMIP5
1850,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003082514,8.159007,8.1662944,8.162092947,8.160910667,1,CMIP5
1851,ph,ocean,ph,historical,1,Simulated,global,0.003636639,8.155558,8.165601,8.161478467,8.1620924,1,CMIP5
1851,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011854162,8.148441,8.178606333,8.165840111,8.167506167,1,CMIP5
1851,ph,ocean,ph_LL,historical,1,Simulated,LL,0.004047487,8.155052,8.1662504,8.160631456,8.160165167,1,CMIP5
1852,ph,ocean,ph,historical,1,Simulated,global,0.003265812,8.15699,8.166049,8.161737033,8.161785933,1,CMIP5
1852,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011070485,8.1489504,8.177892,8.165503456,8.166861167,1,CMIP5
1852,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003664945,8.156734,8.1660052,8.160994811,8.160308333,1,CMIP5
1853,ph,ocean,ph,historical,1,Simulated,global,0.003597851,8.155893,8.166017,8.161542656,8.161823667,1,CMIP5
1853,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011777871,8.1481334,8.177096333,8.165285011,8.166712667,1,CMIP5
1853,ph,ocean,ph_LL,historical,1,Simulated,LL,0.004113514,8.155458,8.1663646,8.160823156,8.160520667,1,CMIP5
1854,ph,ocean,ph,historical,1,Simulated,global,0.003367643,8.156003,8.164898,8.161355567,8.162119167,1,CMIP5
1854,ph,ocean,ph_HL,historical,1,Simulated,HL,0.012215059,8.149447,8.179097667,8.165275111,8.164923,1,CMIP5
1854,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003823139,8.155685,8.1661984,8.160607622,8.160161167,1,CMIP5
1855,ph,ocean,ph,historical,1,Simulated,global,0.002837269,8.157122,8.16474,8.161320711,8.1616348,1,CMIP5
1855,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011845302,8.1492296,8.178426,8.165571767,8.166034,1,CMIP5
1855,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003220758,8.156717,8.1649594,8.160521844,8.160292833,1,CMIP5
1856,ph,ocean,ph,historical,1,Simulated,global,0.003367979,8.156564,8.165075,8.161186689,8.1613824,1,CMIP5
1856,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011613704,8.1486916,8.177419667,8.163802044,8.163473,1,CMIP5
1856,ph,ocean,ph_LL,historical,1,Simulated,LL,0.00396328,8.156411,8.1661184,8.160684733,8.160363,1,CMIP5
1857,ph,ocean,ph,historical,1,Simulated,global,0.003699934,8.155773,8.164938,8.161100022,8.161535733,1,CMIP5
1857,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011519795,8.1493272,8.178669,8.164474644,8.165385,1,CMIP5
1857,ph,ocean,ph_LL,historical,1,Simulated,LL,0.004334095,8.15508,8.1664136,8.160461156,8.160584667,1,CMIP5
1858,ph,ocean,ph,historical,1,Simulated,global,0.003073387,8.156736,8.164779,8.161139111,8.1611255,1,CMIP5
1858,ph,ocean,ph_HL,historical,1,Simulated,HL,0.01277744,8.1478422,8.178286,8.165387589,8.1668855,1,CMIP5
1858,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003568461,8.156075,8.1651042,8.160347978,8.160518333,1,CMIP5
1859,ph,ocean,ph,historical,1,Simulated,global,0.003369075,8.156114,8.1651626,8.1612874,8.1624882,1,CMIP5
1859,ph,ocean,ph_HL,historical,1,Simulated,HL,0.01455011,8.1482802,8.1894358,8.168690048,8.173628,1,CMIP5
1859,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003353498,8.155352,8.1649734,8.159900905,8.160021,1,CMIP5
1860,ph,ocean,ph,historical,1,Simulated,global,0.003139347,8.156223,8.164183,8.159897105,8.158984,1,CMIP5
1860,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011468617,8.1480954,8.178069,8.165237486,8.169613,1,CMIP5
1860,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003839217,8.1546384,8.1646788,8.158894505,8.158675,1,CMIP5
1861,ph,ocean,ph,historical,1,Simulated,global,0.003213392,8.155765,8.164391,8.159882981,8.159939,1,CMIP5
1861,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011466035,8.1481292,8.177327,8.164738314,8.169792,1,CMIP5
1861,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003910481,8.1543804,8.1646522,8.158975943,8.158805,1,CMIP5
1862,ph,ocean,ph,historical,1,Simulated,global,0.0035809,8.155262,8.16471,8.159891343,8.160067,1,CMIP5
1862,ph,ocean,ph_HL,historical,1,Simulated,HL,0.012511161,8.1481968,8.178897333,8.165253914,8.1691606,1,CMIP5
1862,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003920339,8.1542298,8.1646832,8.158887381,8.158319667,1,CMIP5
1863,ph,ocean,ph,historical,1,Simulated,global,0.003304203,8.154973,8.163849,8.159493714,8.15945,1,CMIP5
1863,ph,ocean,ph_HL,historical,1,Simulated,HL,0.012414379,8.146124,8.177728333,8.164275676,8.1692334,1,CMIP5
1863,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003865319,8.1543896,8.1643892,8.158595257,8.158292333,1,CMIP5
1864,ph,ocean,ph,historical,1,Simulated,global,0.00334306,8.154515,8.163745,8.159166514,8.158789,1,CMIP5
1864,ph,ocean,ph_HL,historical,1,Simulated,HL,0.012025135,8.1461816,8.177221333,8.164250067,8.1695022,1,CMIP5
1864,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003850738,8.1539656,8.1638154,8.158206,8.15796,1,CMIP5
1865,ph,ocean,ph,historical,1,Simulated,global,0.003110807,8.155091,8.16372,8.159215171,8.158467,1,CMIP5
1865,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011609425,8.1461074,8.175685,8.1634486,8.168323,1,CMIP5
1865,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003740196,8.1546148,8.1636978,8.158415943,8.158083333,1,CMIP5
1866,ph,ocean,ph,historical,1,Simulated,global,0.003354808,8.154159,8.16407,8.159005667,8.158666,1,CMIP5
1866,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011281326,8.146489,8.175867,8.163841829,8.1679018,1,CMIP5
1866,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003771094,8.153774,8.1632666,8.158090943,8.157859,1,CMIP5
1867,ph,ocean,ph,historical,1,Simulated,global,0.003119404,8.154128,8.163156,8.15869079,8.15894,1,CMIP5
1867,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011802126,8.1452486,8.175645,8.163540362,8.1682706,1,CMIP5
1867,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003647759,8.153789,8.1631896,8.157775038,8.157562,1,CMIP5
1868,ph,ocean,ph,historical,1,Simulated,global,0.003154769,8.154558,8.163342,8.1587148,8.158214,1,CMIP5
1868,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011677162,8.1457036,8.175689667,8.163196514,8.167666,1,CMIP5
1868,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003630733,8.1539962,8.1633116,8.157865971,8.157424,1,CMIP5
1869,ph,ocean,ph,historical,1,Simulated,global,0.003056173,8.155286,8.163127,8.158671086,8.157953,1,CMIP5
1869,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011675186,8.1452842,8.17548,8.163334933,8.167314,1,CMIP5
1869,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003746245,8.1535382,8.1636644,8.157785705,8.156961333,1,CMIP5
1870,ph,ocean,ph,historical,1,Simulated,global,0.003216114,8.1541,8.162769,8.158483895,8.157937,1,CMIP5
1870,ph,ocean,ph_HL,historical,1,Simulated,HL,0.010646806,8.1461598,8.175434333,8.163120629,8.1668506,1,CMIP5
1870,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003759746,8.1534214,8.1633272,8.157592467,8.157025667,1,CMIP5
1871,ph,ocean,ph,historical,1,Simulated,global,0.003266581,8.154177,8.162747,8.158443714,8.158525,1,CMIP5
1871,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011335381,8.145689,8.177294667,8.163744724,8.1667864,1,CMIP5
1871,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003698626,8.1527868,8.1626288,8.157428229,8.156978667,1,CMIP5
1872,ph,ocean,ph,historical,1,Simulated,global,0.003454189,8.153954,8.163021,8.158262667,8.157506,1,CMIP5
1872,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011186477,8.1454652,8.175885333,8.163457105,8.1664832,1,CMIP5
1872,ph,ocean,ph_LL,historical,1,Simulated,LL,0.004076452,8.152529,8.163189,8.15726719,8.156643667,1,CMIP5
1873,ph,ocean,ph,historical,1,Simulated,global,0.003419608,8.153581,8.163077,8.157850143,8.156952,1,CMIP5
1873,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011196991,8.1447636,8.174193,8.162651648,8.1677716,1,CMIP5
1873,ph,ocean,ph_LL,historical,1,Simulated,LL,0.004048348,8.1521882,8.1622562,8.156934438,8.156585,1,CMIP5
1874,ph,ocean,ph,historical,1,Simulated,global,0.003213306,8.153552,8.162424,8.157572771,8.157584,1,CMIP5
1874,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011456024,8.1443048,8.173428,8.162383581,8.1674286,1,CMIP5
1874,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003758286,8.1520962,8.16213,8.156662648,8.156001,1,CMIP5
1875,ph,ocean,ph,historical,1,Simulated,global,0.003410919,8.15242,8.162093,8.15721819,8.156924,1,CMIP5
1875,ph,ocean,ph_HL,historical,1,Simulated,HL,0.012316094,8.1443184,8.177822,8.16306521,8.1664204,1,CMIP5
1875,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003717927,8.1519962,8.161258,8.156104314,8.155986667,1,CMIP5
1876,ph,ocean,ph,historical,1,Simulated,global,0.003086815,8.153286,8.161319,8.157137981,8.156252,1,CMIP5
1876,ph,ocean,ph_HL,historical,1,Simulated,HL,0.010909368,8.144597,8.175080333,8.161777181,8.1657756,1,CMIP5
1876,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003727601,8.1519802,8.1619962,8.156242343,8.155695,1,CMIP5
1877,ph,ocean,ph,historical,1,Simulated,global,0.003159633,8.152286,8.160774,8.1568688,8.156834,1,CMIP5
1877,ph,ocean,ph_HL,historical,1,Simulated,HL,0.011275798,8.1447376,8.175096,8.1617902,8.1664578,1,CMIP5
1877,ph,ocean,ph_LL,historical,1,Simulated,LL,0.003716968,8.1517758,8.1615908,8.155932562,8.155757,1,CMIP5
1878,ph,ocean,ph,historical,1,Simulated,global,0.003101624,8.152363,8.160635,8.156576552,8.156306,1,CMIP5
