year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
1850,nbp,carbon_cycle,nbp,historical,PgC/yr,Simulated,global,3.193556195,-2.863911269,5.893037868,0.812696429,0.019700796,1,CMIP5
1850,nbp,carbon_cycle,nbp_HL,historical,PgC/yr,Simulated,HL,0.162879215,0.013777639,0.387085755,0.153303651,0.060621969,1,CMIP5
1850,nbp,carbon_cycle,nbp_LL,historical,PgC/yr,Simulated,LL,3.000262815,-2.892738043,5.361825015,0.663100472,-0.077654593,1,CMIP5
1851,nbp,carbon_cycle,nbp,historical,PgC/yr,Simulated,global,2.3263853,-2.110618382,4.199654705,-0.026220978,-0.358285123,1,CMIP5
1851,nbp,carbon_cycle,nbp_HL,historical,PgC/yr,Simulated,HL,0.252934512,-0.550054407,0.113455714,-0.163223791,-0.142897527,1,CMIP5
1851,nbp,carbon_cycle,nbp_LL,historical,PgC/yr,Simulated,LL,2.197330396,-1.776748614,4.246006332,0.103650252,-0.371966679,1,CMIP5
1852,nbp,carbon_cycle,nbp,historical,PgC/yr,Simulated,global,4.771950295,-1.419883711,11.1692118,1.659679658,0.191754426,1,CMIP5
1852,nbp,carbon_cycle,nbp_HL,historical,PgC/yr,Simulated,HL,0.568168134,-0.317656957,1.242744217,0.213971631,0.088728525,1,CMIP5
1852,nbp,carbon_cycle,nbp_LL,historical,PgC/yr,Simulated,LL,4.135258407,-1.56095085,9.559327225,1.384689667,0.241026837,1,CMIP5
1853,nbp,carbon_cycle,nbp,historical,PgC/yr,Simulated,global,4.868187748,-11.35918477,2.418776448,-2.359717722,-0.909384291,1,CMIP5
1853,nbp,carbon_cycle,nbp_HL,historical,PgC/yr,Simulated,HL,0.775393484,-1.74660365,0.369623966,-0.211834514,0.040964177,1,CMIP5
1853,nbp,carbon_cycle,nbp_LL,historical,PgC/yr,Simulated,LL,4.08777246,-9.563360871,2.020774996,-2.1400356,-0.950348747,1,CMIP5
1854,nbp,carbon_cycle,nbp,historical,PgC/yr,Simulated,global,6.005409072,-15.71961356,0.650331272,-3.821059094,-2.093282578,1,CMIP5
1854,nbp,carbon_cycle,nbp_HL,historical,PgC/yr,Simulated,HL,0.315164282,-0.563879603,0.144757158,-0.154901605,-0.012824174,1,CMIP5
1854,nbp,carbon_cycle,nbp_LL,historical,PgC/yr,Simulated,LL,5.655064803,-14.66418679,1.156679362,-3.537376407,-2.093073279,1,CMIP5
1855,nbp,carbon_cycle,nbp,historical,PgC/yr,Simulated,global,3.900274795,-6.254543543,5.35226764,-0.289279518,-0.564643895,1,CMIP5
1855,nbp,carbon_cycle,nbp_HL,historical,PgC/yr,Simulated,HL,0.527093643,-1.181416994,0.232140172,-0.14085953,-0.022174398,1,CMIP5
1855,nbp,carbon_cycle,nbp_LL,historical,PgC/yr,Simulated,LL,3.405195008,-5.096224925,4.764008709,-0.217075304,-0.534262641,1,CMIP5
1856,nbp,carbon_cycle,nbp,historical,PgC/yr,Simulated,global,3.136844542,-4.536771574,2.708640381,-0.777040622,-0.112433482,1,CMIP5
1856,nbp,carbon_cycle,nbp_HL,historical,PgC/yr,Simulated,HL,0.210763645,-0.333521638,0.213301847,-0.058535792,-0.075658234,1,CMIP5
1856,nbp,carbon_cycle,nbp_LL,historical,PgC/yr,Simulated,LL,3.017723493,-4.195668196,2.997128257,-0.653599948,-0.28427049,1,CMIP5
1857,nbp,carbon_cycle,nbp,historical,PgC/yr,Simulated,global,3.326667706,-0.809059726,7.849853449,2.523903599,1.938189295,1,CMIP5
1857,nbp,carbon_cycle,nbp_HL,historical,PgC/yr,Simulated,HL,0.180924565,-0.212155812,0.263456963,0.030648259,-0.016855004,1,CMIP5
1857,nbp,carbon_cycle,nbp_LL,historical,PgC/yr,Simulated,LL,3.091619358,-0.792811988,7.018040299,2.359436728,1.978221799,1,CMIP5
1858,nbp,carbon_cycle,nbp,historical,PgC/yr,Simulated,global,1.148990123,-1.398323545,1.320633933,-0.361520339,-0.794475195,1,CMIP5
1858,nbp,carbon_cycle,nbp_HL,historical,PgC/yr,Simulated,HL,0.36316939,-0.224584819,0.697772974,0.057867063,-0.088402315,1,CMIP5
1858,nbp,carbon_cycle,nbp_LL,historical,PgC/yr,Simulated,LL,1.089067139,-1.171984965,1.437895997,-0.369425433,-0.9247486,1,CMIP5
1859,nbp,carbon_cycle,nbp,historical,PgC/yr,Simulated,global,1.59120139,-3.311450103,1.309408054,-0.736403652,-1.083477659,1,CMIP5
1859,nbp,carbon_cycle,nbp_HL,historical,PgC/yr,Simulated,HL,0.363031886,-0.545033315,0.518094083,0.05575734,0.007057221,1,CMIP5
1859,nbp,carbon_cycle,nbp_LL,historical,PgC/yr,Simulated,LL,1.558276827,-3.213180841,0.937737825,-0.729095024,-0.865623916,1,CMIP5
1860,nbp,carbon_cycle,nbp,historical,PgC/yr,Simulated,global,4.962266562,-6.920109957,9.527801313,0.282320396,-0.130007118,1,CMIP5
1860,nbp,carbon_cycle,nbp_HL,historical,PgC/yr,Simulated,HL,0.414452741,-0.938049563,0.26486135,-0.011085817,0.105387367,1,CMIP5
1860,nbp,carbon_cycle,nbp_LL,historical,PgC/yr,Simulated,LL,4.423970842,-5.923286885,8.5451589,0.198403219,-0.235394558,1,CMIP5
1861,nbp,carbon_cycle,nbp,historical,PgC/yr,Simulated,global,3.178628089,-3.663605837,7.372919521,0.509285224,0.134857687,1,CMIP5
1861,nbp,carbon_cycle,nbp_HL,historical,PgC/yr,Simulated,HL,0.306935525,-0.676431449,0.207169459,-0.084383166,0.048223834,1,CMIP5
1861,nbp,carbon_cycle,nbp_LL,historical,PgC/yr,Simulated,LL,3.111226005,-3.859321645,6.865713547,0.463816355,0.181120863,1,CMIP5
