# MAGICC global temperature,,,,,,,
# RCP 6.0,,,,,,,
Year,value,vtag,ctag,units,type,Scenario,model
2118,3.40E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2119,3.41E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2120,3.42E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2121,3.44E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2122,3.45E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2123,3.46E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2124,3.47E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2125,3.49E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2126,3.50E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2127,3.51E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2128,3.52E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2129,3.53E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2130,3.54E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2131,3.55E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2132,3.56E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2133,3.57E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2134,3.58E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2135,3.59E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2136,3.60E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2137,3.61E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2138,3.62E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2139,3.63E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2140,3.63E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2141,3.64E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2142,3.65E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2143,3.66E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2144,3.66E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2145,3.67E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2146,3.67E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2147,3.68E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2148,3.69E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2149,3.69E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2150,3.70E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2151,3.70E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2152,3.71E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2153,3.71E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2154,3.71E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2155,3.72E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2156,3.72E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2157,3.73E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2158,3.73E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2159,3.73E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2160,3.74E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2161,3.74E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2162,3.74E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2163,3.75E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2164,3.75E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2165,3.75E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2166,3.76E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2167,3.76E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2168,3.76E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2169,3.77E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2170,3.77E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2171,3.77E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2172,3.78E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2173,3.78E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2174,3.78E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2175,3.79E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2176,3.79E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2177,3.79E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2178,3.79E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2179,3.80E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2180,3.80E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2181,3.80E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2182,3.81E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2183,3.81E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2184,3.81E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2185,3.81E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2186,3.82E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2187,3.82E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2188,3.82E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2189,3.82E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2190,3.83E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2191,3.83E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2192,3.83E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2193,3.83E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2194,3.84E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2195,3.84E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2196,3.84E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2197,3.84E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2198,3.85E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2199,3.85E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2200,3.85E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2201,3.85E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2202,3.85E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2203,3.86E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2204,3.86E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2205,3.86E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2206,3.86E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2207,3.87E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2208,3.87E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2209,3.87E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2210,3.87E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2211,3.87E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2212,3.88E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2213,3.88E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2214,3.88E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2215,3.88E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2216,3.88E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2217,3.89E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2218,3.89E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2219,3.89E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2220,3.89E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2221,3.89E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2222,3.90E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2223,3.90E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2224,3.90E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2225,3.90E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2226,3.90E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2227,3.91E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2228,3.91E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2229,3.91E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2230,3.91E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2231,3.91E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2232,3.91E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2233,3.92E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2234,3.92E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2235,3.92E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2236,3.92E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2237,3.92E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2238,3.93E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2239,3.93E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2240,3.93E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2241,3.93E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2242,3.93E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2243,3.93E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2244,3.94E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2245,3.94E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2246,3.94E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2247,3.94E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2248,3.94E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2249,3.94E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2250,3.95E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2251,3.95E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2252,3.95E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2253,3.95E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2254,3.95E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2255,3.95E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2256,3.96E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2257,3.96E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2258,3.96E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2259,3.96E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2260,3.96E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2261,3.96E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2262,3.97E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2263,3.97E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2264,3.97E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2265,3.97E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2266,3.97E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2267,3.97E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2268,3.97E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2269,3.98E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2270,3.98E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2271,3.98E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2272,3.98E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2273,3.98E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2274,3.98E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2275,3.98E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2276,3.99E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2277,3.99E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2278,3.99E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2279,3.99E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2280,3.99E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2281,3.99E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2282,4.00E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2283,4.00E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2284,4.00E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2285,4.00E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2286,4.00E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2287,4.00E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2288,4.00E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2289,4.00E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2290,4.01E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2291,4.01E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2292,4.01E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2293,4.01E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2294,4.01E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2295,4.01E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2296,4.01E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2297,4.02E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2298,4.02E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2299,4.02E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
2300,4.02E+00,Tgav,Temperature,C,Simulated,rcp60,MAGICC6
