"model","variable","ctag","vtag","scenario","year","type","units","latbox","value"
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2006,"Simulated","ppmv CO2","global",387.725033333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2007,"Simulated","ppmv CO2","global",389.917966666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2008,"Simulated","ppmv CO2","global",392.239066666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2009,"Simulated","ppmv CO2","global",394.654933333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2010,"Simulated","ppmv CO2","global",397.7333
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2011,"Simulated","ppmv CO2","global",401.064566666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2012,"Simulated","ppmv CO2","global",403.6755
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2013,"Simulated","ppmv CO2","global",406.5956
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2014,"Simulated","ppmv CO2","global",410.0279
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2015,"Simulated","ppmv CO2","global",412.996233333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2016,"Simulated","ppmv CO2","global",416.307766666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2017,"Simulated","ppmv CO2","global",420.228533333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2018,"Simulated","ppmv CO2","global",423.634833333333
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2019,"Simulated","ppmv CO2","global",426.717966666667
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2020,"Simulated","ppmv CO2","global",430.6733
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2021,"Simulated","ppmv CO2","global",434.5766
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2022,"Simulated","ppmv CO2","global",438.1823
"CanESM2","co2","carbon_cycle","atmos_co2","esmrcp85",2023,"Simulated","ppmv CO2","global",441.4889
