"model","variable","ctag","vtag","scenario","year","type","units","latbox","value"
"CanESM2","ph","ocean","ph","rcp85",2006,"Simulated",1,"global",8.067875
"CanESM2","ph","ocean","ph","rcp85",2007,"Simulated",1,"global",8.0653956
"CanESM2","ph","ocean","ph","rcp85",2008,"Simulated",1,"global",8.063772
"CanESM2","ph","ocean","ph","rcp85",2009,"Simulated",1,"global",8.0618216
"CanESM2","ph","ocean","ph","rcp85",2010,"Simulated",1,"global",8.0596074
"CanESM2","ph","ocean","ph","rcp85",2011,"Simulated",1,"global",8.0579822
"CanESM2","ph","ocean","ph","rcp85",2012,"Simulated",1,"global",8.0555294
"CanESM2","ph","ocean","ph","rcp85",2013,"Simulated",1,"global",8.053266
"CanESM2","ph","ocean","ph","rcp85",2014,"Simulated",1,"global",8.050995
"CanESM2","ph","ocean","ph","rcp85",2015,"Simulated",1,"global",8.0488512
"CanESM2","ph","ocean","ph","rcp85",2016,"Simulated",1,"global",8.046646
"CanESM2","ph","ocean","ph","rcp85",2017,"Simulated",1,"global",8.0440788
"CanESM2","ph","ocean","ph","rcp85",2018,"Simulated",1,"global",8.0417996
"CanESM2","ph","ocean","ph","rcp85",2019,"Simulated",1,"global",8.039399
"CanESM2","ph","ocean","ph","rcp85",2020,"Simulated",1,"global",8.0366604
"CanESM2","ph","ocean","ph","rcp85",2021,"Simulated",1,"global",8.0337616
"CanESM2","ph","ocean","ph","rcp85",2022,"Simulated",1,"global",8.0314656
"CanESM2","ph","ocean","ph","rcp85",2023,"Simulated",1,"global",8.0286942
"CanESM2","ph","ocean","ph","rcp85",2024,"Simulated",1,"global",8.0258998
"CanESM2","ph","ocean","ph","rcp85",2025,"Simulated",1,"global",8.023363
"CanESM2","ph","ocean","ph","rcp85",2026,"Simulated",1,"global",8.0206234
"CanESM2","ph","ocean","ph","rcp85",2027,"Simulated",1,"global",8.018038
"CanESM2","ph","ocean","ph","rcp85",2028,"Simulated",1,"global",8.0149484
"CanESM2","ph","ocean","ph","rcp85",2029,"Simulated",1,"global",8.0121794
"CanESM2","ph","ocean","ph","rcp85",2030,"Simulated",1,"global",8.0092432
"CanESM2","ph","ocean","ph","rcp85",2031,"Simulated",1,"global",8.006466
"CanESM2","ph","ocean","ph","rcp85",2032,"Simulated",1,"global",8.0035014
"CanESM2","ph","ocean","ph","rcp85",2033,"Simulated",1,"global",8.0003924
"CanESM2","ph","ocean","ph","rcp85",2034,"Simulated",1,"global",7.9972914
"CanESM2","ph","ocean","ph","rcp85",2035,"Simulated",1,"global",7.9941088
"CanESM2","ph","ocean","ph","rcp85",2036,"Simulated",1,"global",7.9908654
"CanESM2","ph","ocean","ph","rcp85",2037,"Simulated",1,"global",7.987876
"CanESM2","ph","ocean","ph","rcp85",2038,"Simulated",1,"global",7.984585
"CanESM2","ph","ocean","ph","rcp85",2039,"Simulated",1,"global",7.9812462
"CanESM2","ph","ocean","ph","rcp85",2040,"Simulated",1,"global",7.9778224
"CanESM2","ph","ocean","ph","rcp85",2041,"Simulated",1,"global",7.974636
"CanESM2","ph","ocean","ph","rcp85",2042,"Simulated",1,"global",7.9710038
"CanESM2","ph","ocean","ph","rcp85",2043,"Simulated",1,"global",7.9675704
"CanESM2","ph","ocean","ph","rcp85",2044,"Simulated",1,"global",7.963983
"CanESM2","ph","ocean","ph","rcp85",2045,"Simulated",1,"global",7.9604902
"CanESM2","ph","ocean","ph","rcp85",2046,"Simulated",1,"global",7.9565182
"CanESM2","ph","ocean","ph","rcp85",2047,"Simulated",1,"global",7.9528042
"CanESM2","ph","ocean","ph","rcp85",2048,"Simulated",1,"global",7.9490934
"CanESM2","ph","ocean","ph","rcp85",2049,"Simulated",1,"global",7.9453694
"CanESM2","ph","ocean","ph","rcp85",2050,"Simulated",1,"global",7.9415222
"CanESM2","ph","ocean","ph","rcp85",2051,"Simulated",1,"global",7.9376044
"CanESM2","ph","ocean","ph","rcp85",2052,"Simulated",1,"global",7.9334678
"CanESM2","ph","ocean","ph","rcp85",2053,"Simulated",1,"global",7.9294842
"CanESM2","ph","ocean","ph","rcp85",2054,"Simulated",1,"global",7.925324
