year,variable,ctag,vtag,scenario,units,type,latbox,error,error_min,error_max,meanvalue,value,nmodels,model
1850,co2,carbon_cycle,atmos_co2,esmHistorical,ppmv CO2,Simulated,global,3.839214474,279.2436,288.6175333,284.081675,284.2327833,1,CMIP5
1850,co2,carbon_cycle,atmos_co2_HL,esmHistorical,ppmv CO2,Simulated,HL,3.82601363,279.2695,288.5749667,284.1015667,284.2809,1,CMIP5
1850,co2,carbon_cycle,atmos_co2_LL,esmHistorical,ppmv CO2,Simulated,LL,3.842894671,279.2379,288.6264667,284.07805,284.2239167,1,CMIP5
1851,co2,carbon_cycle,atmos_co2,esmHistorical,ppmv CO2,Simulated,global,3.525887653,279.823,288.4534,284.1661917,284.1941833,1,CMIP5
1851,co2,carbon_cycle,atmos_co2_HL,esmHistorical,ppmv CO2,Simulated,HL,3.581427159,279.6505,288.3834,284.1642167,284.3114833,1,CMIP5
1851,co2,carbon_cycle,atmos_co2_LL,esmHistorical,ppmv CO2,Simulated,LL,3.514991474,279.8612,288.468,284.1675,284.1704,1,CMIP5
1852,co2,carbon_cycle,atmos_co2,esmHistorical,ppmv CO2,Simulated,global,3.73014305,279.7383,288.8388,284.1612417,284.0339333,1,CMIP5
1852,co2,carbon_cycle,atmos_co2_HL,esmHistorical,ppmv CO2,Simulated,HL,3.714507413,279.6161,288.6578,284.1508333,284.1647167,1,CMIP5
1852,co2,carbon_cycle,atmos_co2_LL,esmHistorical,ppmv CO2,Simulated,LL,3.7341469,279.7654,288.8766,284.16385,284.0067,1,CMIP5
1853,co2,carbon_cycle,atmos_co2,esmHistorical,ppmv CO2,Simulated,global,3.908592753,279.5493,289.0769,284.3509333,284.3887667,1,CMIP5
1853,co2,carbon_cycle,atmos_co2_HL,esmHistorical,ppmv CO2,Simulated,HL,3.902084596,279.4237,288.8975333,284.2740583,284.3875,1,CMIP5
1853,co2,carbon_cycle,atmos_co2_LL,esmHistorical,ppmv CO2,Simulated,LL,3.909884341,279.5772,289.1143333,284.3680083,284.39025,1,CMIP5
1854,co2,carbon_cycle,atmos_co2,esmHistorical,ppmv CO2,Simulated,global,3.825728569,279.7808,289.1285,284.5806667,284.7066833,1,CMIP5
1854,co2,carbon_cycle,atmos_co2_HL,esmHistorical,ppmv CO2,Simulated,HL,3.846855994,279.5893,288.9504667,284.475875,284.6818667,1,CMIP5
