# Output from hector version 1.0
run_name,Year,Ca,Ftot
rcp85,1858,287.094,0.0656155
rcp85,1859,287.173,0.0674281
rcp85,1860,287.252,0.0691664
rcp85,1861,287.333,0.0702133
rcp85,1862,287.416,0.0709433
rcp85,1863,287.485,0.0711241
rcp85,1864,287.542,0.0707962
rcp85,1865,287.6,0.0702591
rcp85,1866,287.658,0.0695265
rcp85,1867,287.717,0.0685916
rcp85,1868,287.775,0.0674728
rcp85,1869,287.832,0.0661914
rcp85,1870,287.889,0.064759
rcp85,1871,287.945,0.0627111
rcp85,1872,288.006,0.0615781
rcp85,1873,288.091,0.0616156
rcp85,1874,288.198,0.0626822
rcp85,1875,288.303,0.064272
rcp85,1876,288.408,0.0663575
rcp85,1877,288.515,0.0689347
rcp85,1878,288.623,0.0719019
rcp85,1879,288.731,0.0752085
rcp85,1880,288.841,0.0788658
rcp85,1881,288.96,0.0814139
rcp85,1882,289.089,0.0844087
rcp85,1883,289.212,0.087533
rcp85,1884,289.329,0.0907403
rcp85,1885,289.447,0.0941792
rcp85,1886,289.565,0.0977701
rcp85,1887,289.681,0.10148
rcp85,1888,289.797,0.105328
rcp85,1889,289.92,0.109401
rcp85,1890,290.045,0.113615
rcp85,1891,290.172,0.115384
rcp85,1892,290.304,0.116992
rcp85,1893,290.437,0.118368
rcp85,1894,290.566,0.119495
rcp85,1895,290.697,0.120466
rcp85,1896,290.835,0.121425
rcp85,1897,290.976,0.122322
rcp85,1898,291.121,0.123163
rcp85,1899,291.272,0.124032
rcp85,1900,291.433,0.12498
rcp85,1901,291.603,0.123506
rcp85,1902,291.788,0.122214
rcp85,1903,291.982,0.120998
rcp85,1904,292.187,0.119936
rcp85,1905,292.407,0.119094
rcp85,1906,292.637,0.118431
rcp85,1907,292.887,0.118102
rcp85,1908,293.161,0.118193
rcp85,1909,293.436,0.118279
rcp85,1910,293.703,0.118217
rcp85,1911,293.978,0.124858
rcp85,1912,294.244,0.131348
rcp85,1913,294.504,0.137664
rcp85,1914,294.77,0.143959
rcp85,1915,295.013,0.149822
rcp85,1916,295.224,0.155124
rcp85,1917,295.442,0.160556
rcp85,1918,295.683,0.166374
rcp85,1919,295.926,0.172205
rcp85,1920,296.13,0.17732
rcp85,1921,296.333,0.17499
rcp85,1922,296.54,0.172757
rcp85,1923,296.721,0.170092
rcp85,1924,296.933,0.168022
rcp85,1925,297.166,0.166369
rcp85,1926,297.392,0.164632
rcp85,1927,297.618,0.162896
rcp85,1928,297.865,0.161585
rcp85,1929,298.13,0.16063
rcp85,1930,298.412,0.160002
rcp85,1931,298.702,0.160466
rcp85,1932,298.954,0.160274
rcp85,1933,299.134,0.158899
rcp85,1934,299.282,0.156976
rcp85,1935,299.454,0.155518
rcp85,1936,299.649,0.154495
rcp85,1937,299.875,0.154058
rcp85,1938,300.132,0.154211
rcp85,1939,300.378,0.154229
rcp85,1940,300.615,0.154146
rcp85,1941,300.879,0.15759
rcp85,1942,301.16,0.16151
rcp85,1943,301.446,0.165704
rcp85,1944,301.743,0.170293
rcp85,1945,302.042,0.175243
rcp85,1946,302.282,0.179627
rcp85,1947,302.506,0.184224
rcp85,1948,302.803,0.19044
rcp85,1949,303.151,0.197844
rcp85,1950,303.496,0.205382
rcp85,1951,303.874,0.196684
rcp85,1952,304.368,0.191398
rcp85,1953,304.911,0.188316
rcp85,1954,305.449,0.186383
rcp85,1955,305.993,0.185734
rcp85,1956,306.585,0.187125
rcp85,1957,307.246,0.190804
rcp85,1958,307.949,0.195999
rcp85,1959,308.678,0.202532
rcp85,1960,309.41,0.210332
rcp85,1961,310.145,0.218989
rcp85,1962,310.897,0.22883
rcp85,1963,311.663,0.240048
rcp85,1964,312.464,0.253011
rcp85,1965,313.314,0.267916
rcp85,1966,314.21,0.284804
rcp85,1967,315.156,0.30395
rcp85,1968,316.141,0.325159
rcp85,1969,317.149,0.34826
rcp85,1970,318.206,0.373496
rcp85,1971,319.337,0.427528
rcp85,1972,320.495,0.483878
rcp85,1973,321.693,0.543038
rcp85,1974,322.958,0.604681
rcp85,1975,324.255,0.66625
rcp85,1976,325.526,0.727513
rcp85,1977,326.847,0.789244
rcp85,1978,328.255,0.853462
rcp85,1979,329.686,0.913895
rcp85,1980,331.169,0.9781
rcp85,1981,332.661,1.03496
rcp85,1982,334.078,1.0904
rcp85,1983,335.465,1.14679
rcp85,1984,336.861,1.20475
rcp85,1985,338.291,1.26103
rcp85,1986,339.789,1.32343
rcp85,1987,341.339,1.38685
rcp85,1988,342.944,1.45064
rcp85,1989,344.612,1.51015
rcp85,1990,346.335,1.57159
rcp85,1991,348.067,1.63408
rcp85,1992,349.821,1.69381
rcp85,1993,351.539,1.74641
rcp85,1994,353.191,1.79603
rcp85,1995,354.843,1.84449
rcp85,1996,356.524,1.8907
rcp85,1997,358.232,1.93533
rcp85,1998,359.957,1.98042
rcp85,1999,361.667,2.02352
rcp85,2000,363.337,2.06576
rcp85,2001,365.008,2.09163
rcp85,2002,366.723,2.11751
rcp85,2003,368.465,2.1449
rcp85,2004,370.29,2.1735
rcp85,2005,372.253,2.20344
rcp85,2006,374.328,2.2573
rcp85,2007,376.458,2.31341
rcp85,2008,378.653,2.3716
rcp85,2009,380.897,2.43156
rcp85,2010,383.189,2.49307
rcp85,2011,385.527,2.5411
rcp85,2012,387.934,2.5907
rcp85,2013,390.408,2.64177
rcp85,2014,392.962,2.69437
rcp85,2015,395.595,2.74835
rcp85,2016,398.306,2.80373
rcp85,2017,401.096,2.86037
rcp85,2018,403.964,2.9182
rcp85,2019,406.908,2.97712
rcp85,2020,409.928,3.03705
rcp85,2021,413.025,3.09826
rcp85,2022,416.188,3.16004
rcp85,2023,419.409,3.22226
rcp85,2024,422.69,3.2849
rcp85,2025,426.029,3.34795
rcp85,2026,429.427,3.4114
rcp85,2027,432.884,3.47524
rcp85,2028,436.401,3.53946
rcp85,2029,439.977,3.60406
rcp85,2030,443.613,3.66904
rcp85,2031,447.31,3.73752
rcp85,2032,451.085,3.80678
rcp85,2033,454.96,3.87692
rcp85,2034,458.93,3.94776
rcp85,2035,462.996,4.0192
rcp85,2036,467.156,4.09116
rcp85,2037,471.412,4.16355
rcp85,2038,475.762,4.23632
rcp85,2039,480.207,4.30943
rcp85,2040,484.746,4.38284
rcp85,2041,489.379,4.45504
rcp85,2042,494.118,4.52777
rcp85,2043,498.969,4.60119
rcp85,2044,503.935,4.67538
rcp85,2045,509.015,4.75037
rcp85,2046,514.211,4.8262
rcp85,2047,519.52,4.90288
rcp85,2048,524.945,4.98043
rcp85,2049,530.485,5.05884
rcp85,2050,536.141,5.1381
rcp85,2051,541.912,5.21342
rcp85,2052,547.798,5.28908
rcp85,2053,553.792,5.36501
rcp85,2054,559.899,5.44129
rcp85,2055,566.12,5.51793
rcp85,2056,572.454,5.59493
rcp85,2057,578.903,5.6723
rcp85,2058,585.466,5.75004
rcp85,2059,592.145,5.82814
rcp85,2060,598.939,5.90661
rcp85,2061,605.851,5.98422
rcp85,2062,612.856,6.06158
rcp85,2063,619.931,6.13852
rcp85,2064,627.08,6.21511
rcp85,2065,634.302,6.29136
rcp85,2066,641.599,6.36731
rcp85,2067,648.973,6.443
rcp85,2068,656.424,6.51844
rcp85,2069,663.954,6.59367
rcp85,2070,671.564,6.6687
rcp85,2071,679.256,6.74265
rcp85,2072,687.007,6.81633
rcp85,2073,694.8,6.88958
rcp85,2074,702.636,6.96245
rcp85,2075,710.516,7.03496
rcp85,2076,718.443,7.10711
rcp85,2077,726.418,7.17894
rcp85,2078,734.441,7.25045
rcp85,2079,742.515,7.32167
rcp85,2080,750.641,7.3926
rcp85,2081,758.819,7.46779
rcp85,2082,767.04,7.54274
rcp85,2083,775.302,7.61746
rcp85,2084,783.597,7.69189
rcp85,2085,791.929,7.76606
rcp85,2086,800.299,7.83998
rcp85,2087,808.708,7.91365
rcp85,2088,817.157,7.98708
rcp85,2089,825.647,8.06029
rcp85,2090,834.179,8.13328
rcp85,2091,842.755,8.20171
rcp85,2092,851.362,8.2695
rcp85,2093,859.981,8.33655
rcp85,2094,868.622,8.40295
rcp85,2095,877.283,8.46871
rcp85,2096,885.965,8.53387
rcp85,2097,894.67,8.59846
rcp85,2098,903.397,8.66248
rcp85,2099,912.147,8.72599
rcp85,2100,920.922,8.78898
rcp85,2101,929.722,8.84857
rcp85,2102,938.54,8.90738
rcp85,2103,947.363,8.96535
rcp85,2104,956.2,9.02258
rcp85,2105,965.047,9.07906
rcp85,2106,973.906,9.13485
rcp85,2107,982.777,9.18997
rcp85,2108,991.661,9.24444
rcp85,2109,1000.56,9.29831
rcp85,2110,1009.47,9.35158
rcp85,2111,1018.39,9.40428
rcp85,2112,1027.33,9.45644
rcp85,2113,1036.29,9.50807
rcp85,2114,1045.26,9.55921
rcp85,2115,1054.24,9.60985
rcp85,2116,1063.24,9.66002
rcp85,2117,1072.26,9.70974
rcp85,2118,1081.29,9.75903
rcp85,2119,1090.34,9.80789
rcp85,2120,1099.41,9.85633
rcp85,2121,1108.49,9.90438
rcp85,2122,1117.59,9.95205
rcp85,2123,1126.71,9.99934
rcp85,2124,1135.85,10.0463
rcp85,2125,1145,10.0928
rcp85,2126,1154.18,10.1391
rcp85,2127,1163.37,10.185
rcp85,2128,1172.58,10.2305
rcp85,2129,1181.81,10.2758
rcp85,2130,1191.06,10.3208
rcp85,2131,1200.33,10.3654
rcp85,2132,1209.63,10.4098
rcp85,2133,1218.94,10.4539
rcp85,2134,1228.27,10.4977
rcp85,2135,1237.62,10.5413
rcp85,2136,1247,10.5845
rcp85,2137,1256.39,10.6276
rcp85,2138,1265.81,10.6703
rcp85,2139,1275.24,10.7128
rcp85,2140,1284.69,10.7551
rcp85,2141,1294.18,10.7971
rcp85,2142,1303.66,10.8388
rcp85,2143,1313.2,10.8805
rcp85,2144,1322.7,10.9216
rcp85,2145,1332.18,10.9624
rcp85,2146,1341.75,11.0032
rcp85,2147,1351.3,11.0437
rcp85,2148,1360.88,11.084
rcp85,2149,1370.48,11.124
rcp85,2150,1380.09,11.1639
rcp85,2151,1389.73,11.2035
rcp85,2152,1399.33,11.2427
rcp85,2153,1408.83,11.2812
rcp85,2154,1418.22,11.3191
rcp85,2155,1427.52,11.3564
rcp85,2156,1436.71,11.393
rcp85,2157,1445.8,11.429
rcp85,2158,1454.8,11.4644
rcp85,2159,1463.69,11.4993
rcp85,2160,1472.49,11.5335
rcp85,2161,1481.19,11.5672
rcp85,2162,1489.79,11.6003
rcp85,2163,1498.29,11.6329
rcp85,2164,1506.7,11.6649
rcp85,2165,1515.02,11.6964
rcp85,2166,1523.23,11.7274
rcp85,2167,1531.36,11.7578
rcp85,2168,1539.38,11.7878
rcp85,2169,1547.32,11.8172
rcp85,2170,1555.16,11.8462
rcp85,2171,1562.9,11.8747
rcp85,2172,1570.55,11.9027
rcp85,2173,1578.11,11.9302
rcp85,2174,1585.57,11.9573
rcp85,2175,1592.94,11.9839
rcp85,2176,1600.21,12.01
rcp85,2177,1607.39,12.0357
rcp85,2178,1614.48,12.061
rcp85,2179,1621.47,12.0858
rcp85,2180,1628.36,12.1102
rcp85,2181,1635.16,12.1341
rcp85,2182,1641.87,12.1576
rcp85,2183,1648.48,12.1807
rcp85,2184,1654.99,12.2034
rcp85,2185,1661.41,12.2256
rcp85,2186,1667.73,12.2475
rcp85,2187,1673.96,12.2689
rcp85,2188,1680.08,12.2899
rcp85,2189,1686.11,12.3105
rcp85,2190,1692.04,12.3307
rcp85,2191,1697.87,12.3506
rcp85,2192,1703.61,12.37
rcp85,2193,1709.24,12.389
rcp85,2194,1714.78,12.4076
rcp85,2195,1720.21,12.4259
rcp85,2196,1725.55,12.4437
rcp85,2197,1730.79,12.4612
rcp85,2198,1735.92,12.4783
rcp85,2199,1740.96,12.495
rcp85,2200,1745.89,12.5113
rcp85,2201,1750.73,12.5273
rcp85,2202,1755.46,12.5428
rcp85,2203,1760.09,12.5581
rcp85,2204,1764.62,12.5729
rcp85,2205,1769.05,12.5874
rcp85,2206,1773.38,12.6015
rcp85,2207,1777.6,12.6153
rcp85,2208,1781.72,12.6287
rcp85,2209,1785.74,12.6417
rcp85,2210,1789.66,12.6544
rcp85,2211,1793.48,12.6667
rcp85,2212,1797.19,12.6787
rcp85,2213,1800.79,12.6903
rcp85,2214,1804.3,12.7016
rcp85,2215,1807.7,12.7125
rcp85,2216,1810.99,12.7231
rcp85,2217,1814.19,12.7333
rcp85,2218,1817.27,12.7432
rcp85,2219,1820.26,12.7528
rcp85,2220,1823.13,12.762
rcp85,2221,1825.9,12.7708
rcp85,2222,1828.57,12.7793
rcp85,2223,1831.13,12.7875
rcp85,2224,1833.59,12.7953
rcp85,2225,1835.94,12.8028
rcp85,2226,1838.18,12.81
rcp85,2227,1840.31,12.8168
rcp85,2228,1842.34,12.8233
rcp85,2229,1844.27,12.8294
rcp85,2230,1846.08,12.8352
rcp85,2231,1847.79,12.8407
rcp85,2232,1849.39,12.8458
rcp85,2233,1850.88,12.8506
rcp85,2234,1852.27,12.8551
rcp85,2235,1853.54,12.8592
rcp85,2236,1854.71,12.863
rcp85,2237,1855.77,12.8665
rcp85,2238,1856.72,12.8696
rcp85,2239,1857.56,12.8724
rcp85,2240,1858.3,12.8748
rcp85,2241,1858.92,12.877
rcp85,2242,1859.43,12.8788
rcp85,2243,1859.84,12.8802
rcp85,2244,1860.13,12.8813
rcp85,2245,1860.32,12.8821
rcp85,2246,1860.39,12.8826
rcp85,2247,1860.36,12.8827
rcp85,2248,1860.21,12.8824
rcp85,2249,1859.95,12.8821
rcp85,2250,1859.6,12.8815
rcp85,2251,1859.2,12.8807
rcp85,2252,1858.8,12.8799
rcp85,2253,1858.42,12.8792
rcp85,2254,1858.05,12.8785
rcp85,2255,1857.69,12.8778
rcp85,2256,1857.35,12.8771
rcp85,2257,1857.01,12.8765
rcp85,2258,1856.7,12.8759
rcp85,2259,1856.39,12.8753
rcp85,2260,1856.1,12.8748
rcp85,2261,1855.82,12.8742
rcp85,2262,1855.55,12.8738
rcp85,2263,1855.28,12.8733
rcp85,2264,1855.02,12.8728
rcp85,2265,1854.76,12.8723
rcp85,2266,1854.5,12.8719
rcp85,2267,1854.24,12.8714
rcp85,2268,1853.98,12.8709
rcp85,2269,1853.73,12.8705
rcp85,2270,1853.48,12.87
rcp85,2271,1853.22,12.8695
rcp85,2272,1852.97,12.8691
rcp85,2273,1852.71,12.8686
rcp85,2274,1852.45,12.8681
rcp85,2275,1852.19,12.8676
rcp85,2276,1851.93,12.8671
rcp85,2277,1851.67,12.8666
rcp85,2278,1851.4,12.8661
rcp85,2279,1851.13,12.8656
rcp85,2280,1850.86,12.865
rcp85,2281,1850.58,12.8645
rcp85,2282,1850.3,12.8639
rcp85,2283,1850.01,12.8633
rcp85,2284,1849.72,12.8627
rcp85,2285,1849.43,12.8621
rcp85,2286,1849.13,12.8614
rcp85,2287,1848.83,12.8608
rcp85,2288,1848.52,12.8601
rcp85,2289,1848.2,12.8595
rcp85,2290,1847.89,12.8588
rcp85,2291,1847.56,12.8581
rcp85,2292,1847.23,12.8573
rcp85,2293,1846.9,12.8566
rcp85,2294,1846.56,12.8558
rcp85,2295,1846.21,12.8551
rcp85,2296,1845.86,12.8543
rcp85,2297,1845.5,12.8534
rcp85,2298,1845.13,12.8526
rcp85,2299,1844.76,12.8517
rcp85,2300,1844.38,12.8509
