# MAGICC6 RCP 6,,,,,,,
# Total Including Volcanic forcing W/m2,,,,,,,
year,value,vtag,units,ctag,type,Scenario,model
1851,1.75E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1852,1.62E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1853,1.60E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1854,1.43E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1855,-1.22E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1856,-7.65E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1857,-5.89E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1858,-6.96E-02,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1859,1.29E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1860,1.88E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1861,6.30E-02,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1862,-1.17E-02,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1863,7.46E-02,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1864,1.33E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1865,1.44E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1866,1.42E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1867,1.53E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1868,1.92E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1869,2.25E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1870,2.50E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1871,2.22E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1872,1.58E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1873,1.16E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1874,1.26E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1875,7.39E-02,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1876,3.78E-02,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1877,8.33E-02,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1878,1.20E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1879,1.51E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1880,1.84E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1881,2.10E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1882,4.89E-03,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1883,-1.60E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1884,-1.47E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1885,-4.31E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1886,-5.05E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1887,-1.94E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1888,-3.04E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1889,-3.30E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1890,-3.82E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1891,-1.39E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1892,1.72E-02,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1893,1.99E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1894,2.54E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1895,1.51E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1896,-9.06E-02,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1897,-4.80E-02,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1898,1.01E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1899,1.71E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1900,1.94E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1901,1.38E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1902,-6.86E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1903,-5.85E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1904,-4.29E-02,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1905,1.48E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1906,1.66E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1907,1.08E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1908,2.01E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1909,2.40E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1910,2.44E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1911,2.42E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1912,-2.31E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1913,5.16E-02,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1914,2.59E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1915,3.65E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1916,4.09E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1917,4.37E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1918,4.24E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1919,3.93E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1920,2.19E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1921,3.43E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1922,3.90E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1923,3.83E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1924,3.96E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1925,4.53E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1926,4.84E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1927,4.93E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1928,3.91E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1929,3.92E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1930,4.48E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1931,4.44E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1932,3.81E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1933,4.68E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1934,5.02E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1935,5.80E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1936,6.18E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1937,6.07E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1938,5.95E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1939,6.15E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1940,6.17E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1941,5.99E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1942,5.29E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1943,5.52E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1944,5.86E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1945,6.30E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1946,6.54E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1947,6.60E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1948,6.73E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1949,6.19E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1950,5.99E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1951,5.39E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1952,5.29E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1953,4.98E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1954,5.46E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1955,6.19E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1956,7.14E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1957,7.55E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1958,7.45E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1959,7.28E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1960,5.68E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1961,4.70E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1962,3.55E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1963,-4.96E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1964,-3.40E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1965,2.01E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1966,5.21E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1967,5.52E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1968,2.02E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1969,4.84E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1970,7.46E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1971,8.63E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1972,8.67E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1973,7.93E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1974,5.73E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1975,6.06E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1976,8.85E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1977,1.05E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1978,1.04E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1979,1.21E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1980,1.26E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1981,1.09E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1982,-1.28E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1983,4.80E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1984,9.59E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1985,1.08E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1986,1.14E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1987,1.26E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1988,1.42E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1989,1.51E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1990,1.51E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1991,-3.64E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1992,2.65E-01,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1993,1.06E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1994,1.34E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1995,1.47E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1996,1.54E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1997,1.63E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1998,1.75E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
1999,1.85E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2000,1.88E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2001,1.91E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2002,1.92E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2003,1.90E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2004,1.89E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2005,1.90E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2006,1.93E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2007,1.95E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2008,1.98E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2009,2.11E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2010,2.13E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2011,2.17E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2012,2.21E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2013,2.25E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2014,2.29E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2015,2.33E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2016,2.36E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2017,2.40E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2018,2.43E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2019,2.47E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2020,2.51E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2021,2.54E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2022,2.58E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2023,2.62E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2024,2.66E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2025,2.69E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2026,2.73E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2027,2.77E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2028,2.81E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2029,2.85E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2030,2.88E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2031,2.91E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2032,2.93E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2033,2.96E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2034,2.99E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2035,3.02E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2036,3.05E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2037,3.08E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2038,3.11E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2039,3.14E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2040,3.18E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2041,3.22E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2042,3.25E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2043,3.29E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2044,3.33E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2045,3.37E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2046,3.41E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2047,3.44E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2048,3.48E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2049,3.52E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2050,3.56E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2051,3.60E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2052,3.63E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2053,3.67E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2054,3.71E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2055,3.74E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2056,3.78E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2057,3.82E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2058,3.86E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2059,3.90E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2060,3.94E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2061,4.00E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2062,4.05E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2063,4.10E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2064,4.16E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2065,4.21E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2066,4.26E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2067,4.32E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2068,4.37E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2069,4.43E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2070,4.48E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2071,4.53E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2072,4.58E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2073,4.63E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2074,4.67E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2075,4.72E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2076,4.77E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2077,4.82E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2078,4.87E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2079,4.91E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2080,4.96E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2081,5.00E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2082,5.04E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2083,5.07E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2084,5.11E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2085,5.14E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2086,5.17E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2087,5.20E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2088,5.22E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2089,5.25E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2090,5.27E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2091,5.29E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2092,5.31E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2093,5.33E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2094,5.35E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2095,5.38E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2096,5.40E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2097,5.42E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2098,5.44E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2099,5.46E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
2100,5.48E+00,Ftot,W/m2,forcing,Simulated,rcp60,MAGICC6
