year,pool_name,pool_value,pool_units,source_name,source_fraction
1754,earth_c,5499.97,Pg C,earth_c,1
1754,earth_c,5499.97,Pg C,atmos_c,0

1755,atmos_c,588.097,Pg C,untracked,3.85294e-08
1755,atmos_c,588.097,Pg C,earth_c,5.10117e-05
1755,atmos_c,588.097,Pg C,atmos_c,0.999949

1755,earth_c,5499.97,Pg C,untracked,0
1755,earth_c,5499.97,Pg C,earth_c,1
1755,earth_c,5499.97,Pg C,atmos_c,0

1756,atmos_c,588.099,Pg C,untracked,3.85292e-08
1756,atmos_c,588.099,Pg C,earth_c,5.61126e-05
1756,atmos_c,588.099,Pg C,atmos_c,0.999944

1756,earth_c,5499.97,Pg C,untracked,0
1756,earth_c,5499.97,Pg C,earth_c,1
1756,earth_c,5499.97,Pg C,atmos_c,0

1757,atmos_c,588.1,Pg C,untracked,3.8529e-08
1757,atmos_c,588.1,Pg C,earth_c,6.12135e-05
1757,atmos_c,588.1,Pg C,atmos_c,0.999939

1757,earth_c,5499.96,Pg C,untracked,0
1757,earth_c,5499.96,Pg C,earth_c,1
1757,earth_c,5499.96,Pg C,atmos_c,0

1758,atmos_c,588.101,Pg C,untracked,3.85288e-08
1758,atmos_c,588.101,Pg C,earth_c,6.63144e-05
1758,atmos_c,588.101,Pg C,atmos_c,0.999934

1758,earth_c,5499.96,Pg C,untracked,0
1758,earth_c,5499.96,Pg C,earth_c,1
1758,earth_c,5499.96,Pg C,atmos_c,0

1759,atmos_c,588.102,Pg C,untracked,3.85286e-08
1759,atmos_c,588.102,Pg C,earth_c,7.14151e-05
1759,atmos_c,588.102,Pg C,atmos_c,0.999929

1759,earth_c,5499.96,Pg C,untracked,0
1759,earth_c,5499.96,Pg C,earth_c,1
1759,earth_c,5499.96,Pg C,atmos_c,0

1760,atmos_c,588.103,Pg C,untracked,3.85285e-08
1760,atmos_c,588.103,Pg C,earth_c,7.65159e-05
1760,atmos_c,588.103,Pg C,atmos_c,0.999923

1760,earth_c,5499.96,Pg C,untracked,0
1760,earth_c,5499.96,Pg C,earth_c,1
1760,earth_c,5499.96,Pg C,atmos_c,0

1761,atmos_c,588.104,Pg C,untracked,3.85283e-08
1761,atmos_c,588.104,Pg C,earth_c,8.16166e-05
1761,atmos_c,588.104,Pg C,atmos_c,0.999918

1761,earth_c,5499.95,Pg C,untracked,0
1761,earth_c,5499.95,Pg C,earth_c,1
1761,earth_c,5499.95,Pg C,atmos_c,0

1762,atmos_c,588.104,Pg C,untracked,3.85281e-08
1762,atmos_c,588.104,Pg C,earth_c,8.67173e-05
1762,atmos_c,588.104,Pg C,atmos_c,0.999913

1762,earth_c,5499.95,Pg C,untracked,0
1762,earth_c,5499.95,Pg C,earth_c,1
1762,earth_c,5499.95,Pg C,atmos_c,0

1763,atmos_c,588.104,Pg C,untracked,3.85279e-08
1763,atmos_c,588.104,Pg C,earth_c,9.1818e-05
1763,atmos_c,588.104,Pg C,atmos_c,0.999908

1763,earth_c,5499.95,Pg C,untracked,0
1763,earth_c,5499.95,Pg C,earth_c,1
1763,earth_c,5499.95,Pg C,atmos_c,0

1764,atmos_c,588.105,Pg C,untracked,3.85277e-08
1764,atmos_c,588.105,Pg C,earth_c,9.69187e-05
1764,atmos_c,588.105,Pg C,atmos_c,0.999903

1764,earth_c,5499.94,Pg C,untracked,0
1764,earth_c,5499.94,Pg C,earth_c,1
1764,earth_c,5499.94,Pg C,atmos_c,0

1765,atmos_c,588.105,Pg C,untracked,3.85275e-08
1765,atmos_c,588.105,Pg C,earth_c,0.000102019
1765,atmos_c,588.105,Pg C,atmos_c,0.999898

1765,earth_c,5499.94,Pg C,untracked,0
1765,earth_c,5499.94,Pg C,earth_c,1
1765,earth_c,5499.94,Pg C,atmos_c,0

1766,atmos_c,588.107,Pg C,untracked,3.85273e-08
1766,atmos_c,588.107,Pg C,earth_c,0.00010712
1766,atmos_c,588.107,Pg C,atmos_c,0.999893

1766,earth_c,5499.94,Pg C,untracked,0
1766,earth_c,5499.94,Pg C,earth_c,1
1766,earth_c,5499.94,Pg C,atmos_c,0

1767,atmos_c,588.14,Pg C,atmos_c,0.999837
1767,atmos_c,588.14,Pg C,untracked,5.09058e-05
1767,atmos_c,588.14,Pg C,earth_c,0.000112215

1767,earth_c,5499.93,Pg C,untracked,0
1767,earth_c,5499.93,Pg C,earth_c,1
1767,earth_c,5499.93,Pg C,atmos_c,0

1768,atmos_c,588.213,Pg C,atmos_c,0.999712
1768,atmos_c,588.213,Pg C,untracked,0.000170701
1768,atmos_c,588.213,Pg C,earth_c,0.000117301

1768,earth_c,5499.93,Pg C,untracked,0
1768,earth_c,5499.93,Pg C,earth_c,1
1768,earth_c,5499.93,Pg C,atmos_c,0

1769,atmos_c,588.295,Pg C,atmos_c,0.999573
1769,atmos_c,588.295,Pg C,untracked,0.000304397
1769,atmos_c,588.295,Pg C,earth_c,0.000122384

1769,earth_c,5499.93,Pg C,untracked,0
1769,earth_c,5499.93,Pg C,earth_c,1
1769,earth_c,5499.93,Pg C,atmos_c,0

1770,atmos_c,588.364,Pg C,atmos_c,0.999456
1770,atmos_c,588.364,Pg C,untracked,0.000416112
1770,atmos_c,588.364,Pg C,earth_c,0.000127469

1770,earth_c,5499.93,Pg C,untracked,0
1770,earth_c,5499.93,Pg C,earth_c,1
1770,earth_c,5499.93,Pg C,atmos_c,0

1771,atmos_c,588.428,Pg C,atmos_c,0.999347
1771,atmos_c,588.428,Pg C,untracked,0.000519163
1771,atmos_c,588.428,Pg C,earth_c,0.000134252

1771,earth_c,5499.92,Pg C,untracked,0
1771,earth_c,5499.92,Pg C,earth_c,1
1771,earth_c,5499.92,Pg C,atmos_c,0

1772,atmos_c,588.507,Pg C,atmos_c,0.999214
1772,atmos_c,588.507,Pg C,untracked,0.000645219
1772,atmos_c,588.507,Pg C,earth_c,0.000141031

1772,earth_c,5499.92,Pg C,untracked,0
1772,earth_c,5499.92,Pg C,earth_c,1
1772,earth_c,5499.92,Pg C,atmos_c,0

1773,atmos_c,588.6,Pg C,atmos_c,0.999055
1773,atmos_c,588.6,Pg C,untracked,0.00079686
1773,atmos_c,588.6,Pg C,earth_c,0.000147805

1773,earth_c,5499.91,Pg C,untracked,0
1773,earth_c,5499.91,Pg C,earth_c,1
1773,earth_c,5499.91,Pg C,atmos_c,0

1774,atmos_c,588.703,Pg C,atmos_c,0.998881
1774,atmos_c,588.703,Pg C,untracked,0.000964092
1774,atmos_c,588.703,Pg C,earth_c,0.000154574

1774,earth_c,5499.91,Pg C,untracked,0
1774,earth_c,5499.91,Pg C,earth_c,1
1774,earth_c,5499.91,Pg C,atmos_c,0

1775,atmos_c,588.81,Pg C,atmos_c,0.998699
1775,atmos_c,588.81,Pg C,untracked,0.0011399
1775,atmos_c,588.81,Pg C,earth_c,0.000161339

1775,earth_c,5499.91,Pg C,untracked,0
1775,earth_c,5499.91,Pg C,earth_c,1
1775,earth_c,5499.91,Pg C,atmos_c,0

1776,atmos_c,588.921,Pg C,atmos_c,0.998511
1776,atmos_c,588.921,Pg C,untracked,0.0013211
1776,atmos_c,588.921,Pg C,earth_c,0.000168101

1776,earth_c,5499.9,Pg C,untracked,0
1776,earth_c,5499.9,Pg C,earth_c,1
1776,earth_c,5499.9,Pg C,atmos_c,0

1777,atmos_c,589.034,Pg C,atmos_c,0.998319
1777,atmos_c,589.034,Pg C,untracked,0.00150646
1777,atmos_c,589.034,Pg C,earth_c,0.000174859

1777,earth_c,5499.9,Pg C,untracked,0
1777,earth_c,5499.9,Pg C,earth_c,1
1777,earth_c,5499.9,Pg C,atmos_c,0

1778,atmos_c,589.15,Pg C,atmos_c,0.998123
1778,atmos_c,589.15,Pg C,untracked,0.00169489
1778,atmos_c,589.15,Pg C,earth_c,0.000181614

1778,earth_c,5499.89,Pg C,untracked,0
1778,earth_c,5499.89,Pg C,earth_c,1
1778,earth_c,5499.89,Pg C,atmos_c,0

1779,atmos_c,589.266,Pg C,atmos_c,0.997926
1779,atmos_c,589.266,Pg C,untracked,0.00188579
1779,atmos_c,589.266,Pg C,earth_c,0.000188366

1779,earth_c,5499.89,Pg C,untracked,0
1779,earth_c,5499.89,Pg C,earth_c,1
1779,earth_c,5499.89,Pg C,atmos_c,0

1780,atmos_c,589.385,Pg C,atmos_c,0.997726
1780,atmos_c,589.385,Pg C,untracked,0.00207935
1780,atmos_c,589.385,Pg C,earth_c,0.000195115

1780,earth_c,5499.89,Pg C,untracked,0
1780,earth_c,5499.89,Pg C,earth_c,1
1780,earth_c,5499.89,Pg C,atmos_c,0

1781,atmos_c,589.505,Pg C,atmos_c,0.997521
1781,atmos_c,589.505,Pg C,untracked,0.00227508
1781,atmos_c,589.505,Pg C,earth_c,0.000203557

1781,earth_c,5499.88,Pg C,untracked,0
1781,earth_c,5499.88,Pg C,earth_c,1
1781,earth_c,5499.88,Pg C,atmos_c,0

1782,atmos_c,589.628,Pg C,atmos_c,0.997314
1782,atmos_c,589.628,Pg C,untracked,0.00247449
1782,atmos_c,589.628,Pg C,earth_c,0.000211995

1782,earth_c,5499.88,Pg C,untracked,0
1782,earth_c,5499.88,Pg C,earth_c,1
1782,earth_c,5499.88,Pg C,atmos_c,0

1783,atmos_c,589.747,Pg C,atmos_c,0.997112
1783,atmos_c,589.747,Pg C,untracked,0.00266802
1783,atmos_c,589.747,Pg C,earth_c,0.00022043

1783,earth_c,5499.87,Pg C,untracked,0
1783,earth_c,5499.87,Pg C,earth_c,1
1783,earth_c,5499.87,Pg C,atmos_c,0

1784,atmos_c,589.846,Pg C,atmos_c,0.996945
1784,atmos_c,589.846,Pg C,untracked,0.00282581
1784,atmos_c,589.846,Pg C,earth_c,0.00022887

1784,earth_c,5499.87,Pg C,untracked,0
1784,earth_c,5499.87,Pg C,earth_c,1
1784,earth_c,5499.87,Pg C,atmos_c,0

1785,atmos_c,589.92,Pg C,atmos_c,0.996819
1785,atmos_c,589.92,Pg C,untracked,0.00294325
1785,atmos_c,589.92,Pg C,earth_c,0.000237317

1785,earth_c,5499.86,Pg C,untracked,0
1785,earth_c,5499.86,Pg C,earth_c,1
1785,earth_c,5499.86,Pg C,atmos_c,0

1786,atmos_c,590.001,Pg C,atmos_c,0.996683
1786,atmos_c,590.001,Pg C,untracked,0.00307087
1786,atmos_c,590.001,Pg C,earth_c,0.000245759

1786,earth_c,5499.86,Pg C,untracked,0
1786,earth_c,5499.86,Pg C,earth_c,1
1786,earth_c,5499.86,Pg C,atmos_c,0

1787,atmos_c,590.107,Pg C,atmos_c,0.996505
1787,atmos_c,590.107,Pg C,untracked,0.00324107
1787,atmos_c,590.107,Pg C,earth_c,0.000254188

1787,earth_c,5499.85,Pg C,untracked,0
1787,earth_c,5499.85,Pg C,earth_c,1
1787,earth_c,5499.85,Pg C,atmos_c,0

1788,atmos_c,590.23,Pg C,atmos_c,0.996296
1788,atmos_c,590.23,Pg C,untracked,0.00344176
1788,atmos_c,590.23,Pg C,earth_c,0.000262606

1788,earth_c,5499.85,Pg C,untracked,0
1788,earth_c,5499.85,Pg C,earth_c,1
1788,earth_c,5499.85,Pg C,atmos_c,0

1789,atmos_c,590.361,Pg C,atmos_c,0.996076
1789,atmos_c,590.361,Pg C,untracked,0.00365343
1789,atmos_c,590.361,Pg C,earth_c,0.000271017

1789,earth_c,5499.84,Pg C,untracked,0
1789,earth_c,5499.84,Pg C,earth_c,1
1789,earth_c,5499.84,Pg C,atmos_c,0

1790,atmos_c,590.47,Pg C,atmos_c,0.995892
1790,atmos_c,590.47,Pg C,untracked,0.00382887
1790,atmos_c,590.47,Pg C,earth_c,0.000279435

1790,earth_c,5499.84,Pg C,untracked,0
1790,earth_c,5499.84,Pg C,earth_c,1
1790,earth_c,5499.84,Pg C,atmos_c,0

1791,atmos_c,590.538,Pg C,atmos_c,0.995777
1791,atmos_c,590.538,Pg C,untracked,0.00393331
1791,atmos_c,590.538,Pg C,earth_c,0.000289563

1791,earth_c,5499.83,Pg C,untracked,0
1791,earth_c,5499.83,Pg C,earth_c,1
1791,earth_c,5499.83,Pg C,atmos_c,0

1792,atmos_c,590.6,Pg C,atmos_c,0.995673
1792,atmos_c,590.6,Pg C,untracked,0.00402739
1792,atmos_c,590.6,Pg C,earth_c,0.000299692

1792,earth_c,5499.82,Pg C,untracked,0
1792,earth_c,5499.82,Pg C,earth_c,1
1792,earth_c,5499.82,Pg C,atmos_c,0

1793,atmos_c,590.692,Pg C,atmos_c,0.995517
1793,atmos_c,590.692,Pg C,untracked,0.00417343
1793,atmos_c,590.692,Pg C,earth_c,0.000309803

1793,earth_c,5499.82,Pg C,untracked,0
1793,earth_c,5499.82,Pg C,earth_c,1
1793,earth_c,5499.82,Pg C,atmos_c,0

1794,atmos_c,590.813,Pg C,atmos_c,0.995314
1794,atmos_c,590.813,Pg C,untracked,0.00436651
1794,atmos_c,590.813,Pg C,earth_c,0.000319895

1794,earth_c,5499.81,Pg C,untracked,0
1794,earth_c,5499.81,Pg C,earth_c,1
1794,earth_c,5499.81,Pg C,atmos_c,0

1795,atmos_c,590.944,Pg C,atmos_c,0.995092
1795,atmos_c,590.944,Pg C,untracked,0.00457766
1795,atmos_c,590.944,Pg C,earth_c,0.000329977

1795,earth_c,5499.81,Pg C,untracked,0
1795,earth_c,5499.81,Pg C,earth_c,1
1795,earth_c,5499.81,Pg C,atmos_c,0

1796,atmos_c,591.073,Pg C,atmos_c,0.994875
1796,atmos_c,591.073,Pg C,untracked,0.004785
1796,atmos_c,591.073,Pg C,earth_c,0.000340056

1796,earth_c,5499.8,Pg C,untracked,0
1796,earth_c,5499.8,Pg C,earth_c,1
1796,earth_c,5499.8,Pg C,atmos_c,0

1797,atmos_c,591.201,Pg C,atmos_c,0.99466
1797,atmos_c,591.201,Pg C,untracked,0.0049878
1797,atmos_c,591.201,Pg C,earth_c,0.000351823

1797,earth_c,5499.79,Pg C,untracked,0
1797,earth_c,5499.79,Pg C,earth_c,1
1797,earth_c,5499.79,Pg C,atmos_c,0

1798,atmos_c,591.333,Pg C,atmos_c,0.994438
1798,atmos_c,591.333,Pg C,untracked,0.00519844
1798,atmos_c,591.333,Pg C,earth_c,0.000363582

1798,earth_c,5499.79,Pg C,untracked,0
1798,earth_c,5499.79,Pg C,earth_c,1
1798,earth_c,5499.79,Pg C,atmos_c,0

1799,atmos_c,591.471,Pg C,atmos_c,0.994207
1799,atmos_c,591.471,Pg C,untracked,0.00541791
1799,atmos_c,591.471,Pg C,earth_c,0.000375332

1799,earth_c,5499.78,Pg C,untracked,0
1799,earth_c,5499.78,Pg C,earth_c,1
1799,earth_c,5499.78,Pg C,atmos_c,0

1800,atmos_c,591.611,Pg C,atmos_c,0.993971
1800,atmos_c,591.611,Pg C,untracked,0.0056405
1800,atmos_c,591.611,Pg C,earth_c,0.000388765

1800,earth_c,5499.77,Pg C,untracked,0
1800,earth_c,5499.77,Pg C,earth_c,1
1800,earth_c,5499.77,Pg C,atmos_c,0

1801,atmos_c,591.753,Pg C,atmos_c,0.993733
1801,atmos_c,591.753,Pg C,untracked,0.00586499
1801,atmos_c,591.753,Pg C,earth_c,0.000402192

1801,earth_c,5499.76,Pg C,untracked,0
1801,earth_c,5499.76,Pg C,earth_c,1
1801,earth_c,5499.76,Pg C,atmos_c,0

1802,atmos_c,591.896,Pg C,atmos_c,0.993493
1802,atmos_c,591.896,Pg C,untracked,0.00608846
1802,atmos_c,591.896,Pg C,earth_c,0.000418989

1802,earth_c,5499.76,Pg C,untracked,0
1802,earth_c,5499.76,Pg C,earth_c,1
1802,earth_c,5499.76,Pg C,atmos_c,0

1803,atmos_c,592.04,Pg C,atmos_c,0.993251
1803,atmos_c,592.04,Pg C,untracked,0.00631464
1803,atmos_c,592.04,Pg C,earth_c,0.000434089

1803,earth_c,5499.75,Pg C,untracked,0
1803,earth_c,5499.75,Pg C,earth_c,1
1803,earth_c,5499.75,Pg C,atmos_c,0

1804,atmos_c,592.183,Pg C,atmos_c,0.993011
1804,atmos_c,592.183,Pg C,untracked,0.00653957
1804,atmos_c,592.183,Pg C,earth_c,0.000449182

1804,earth_c,5499.74,Pg C,untracked,0
1804,earth_c,5499.74,Pg C,earth_c,1
1804,earth_c,5499.74,Pg C,atmos_c,0

1805,atmos_c,592.325,Pg C,atmos_c,0.992772
1805,atmos_c,592.325,Pg C,untracked,0.00676401
1805,atmos_c,592.325,Pg C,earth_c,0.000464268

1805,earth_c,5499.73,Pg C,untracked,0
1805,earth_c,5499.73,Pg C,earth_c,1
1805,earth_c,5499.73,Pg C,atmos_c,0

1806,atmos_c,592.469,Pg C,atmos_c,0.992531
1806,atmos_c,592.469,Pg C,untracked,0.00698747
1806,atmos_c,592.469,Pg C,earth_c,0.000481034

1806,earth_c,5499.72,Pg C,untracked,0
1806,earth_c,5499.72,Pg C,earth_c,1
1806,earth_c,5499.72,Pg C,atmos_c,0

1807,atmos_c,592.613,Pg C,atmos_c,0.99229
1807,atmos_c,592.613,Pg C,untracked,0.0072119
1807,atmos_c,592.613,Pg C,earth_c,0.000497792

1807,earth_c,5499.71,Pg C,untracked,0
1807,earth_c,5499.71,Pg C,earth_c,1
1807,earth_c,5499.71,Pg C,atmos_c,0

1808,atmos_c,592.757,Pg C,atmos_c,0.992049
1808,atmos_c,592.757,Pg C,untracked,0.00743635
1808,atmos_c,592.757,Pg C,earth_c,0.000514541

1808,earth_c,5499.7,Pg C,untracked,0
1808,earth_c,5499.7,Pg C,earth_c,1
1808,earth_c,5499.7,Pg C,atmos_c,0

1809,atmos_c,592.792,Pg C,atmos_c,0.99199
1809,atmos_c,592.792,Pg C,untracked,0.00747865
1809,atmos_c,592.792,Pg C,earth_c,0.00053138

1809,earth_c,5499.69,Pg C,untracked,0
1809,earth_c,5499.69,Pg C,earth_c,1
1809,earth_c,5499.69,Pg C,atmos_c,0

1810,atmos_c,592.531,Pg C,untracked,0.00747853
1810,atmos_c,592.531,Pg C,earth_c,0.00054824
1810,atmos_c,592.531,Pg C,atmos_c,0.991973

1810,earth_c,5499.68,Pg C,untracked,0
1810,earth_c,5499.68,Pg C,earth_c,1
1810,earth_c,5499.68,Pg C,atmos_c,0

1811,atmos_c,592.097,Pg C,untracked,0.00747839
1811,atmos_c,592.097,Pg C,earth_c,0.000566271
1811,atmos_c,592.097,Pg C,atmos_c,0.991955

1811,earth_c,5499.67,Pg C,untracked,0
1811,earth_c,5499.67,Pg C,earth_c,1
1811,earth_c,5499.67,Pg C,atmos_c,0

1812,atmos_c,591.761,Pg C,untracked,0.00747825
1812,atmos_c,591.761,Pg C,earth_c,0.000584843
1812,atmos_c,591.761,Pg C,atmos_c,0.991937

1812,earth_c,5499.66,Pg C,untracked,0
1812,earth_c,5499.66,Pg C,earth_c,1
1812,earth_c,5499.66,Pg C,atmos_c,0

1813,atmos_c,591.619,Pg C,untracked,0.00747811
1813,atmos_c,591.619,Pg C,earth_c,0.000603422
1813,atmos_c,591.619,Pg C,atmos_c,0.991918

1813,earth_c,5499.65,Pg C,untracked,0
1813,earth_c,5499.65,Pg C,earth_c,1
1813,earth_c,5499.65,Pg C,atmos_c,0

1814,atmos_c,591.61,Pg C,untracked,0.00747798
1814,atmos_c,591.61,Pg C,earth_c,0.000622004
1814,atmos_c,591.61,Pg C,atmos_c,0.9919

1814,earth_c,5499.63,Pg C,untracked,0
1814,earth_c,5499.63,Pg C,earth_c,1
1814,earth_c,5499.63,Pg C,atmos_c,0

1815,atmos_c,591.544,Pg C,untracked,0.00747783
1815,atmos_c,591.544,Pg C,earth_c,0.000641647
1815,atmos_c,591.544,Pg C,atmos_c,0.991881

1815,earth_c,5499.62,Pg C,untracked,0
1815,earth_c,5499.62,Pg C,earth_c,1
1815,earth_c,5499.62,Pg C,atmos_c,0

1816,atmos_c,591.14,Pg C,untracked,0.00747767
1816,atmos_c,591.14,Pg C,earth_c,0.000662986
1816,atmos_c,591.14,Pg C,atmos_c,0.991859

1816,earth_c,5499.61,Pg C,untracked,0
1816,earth_c,5499.61,Pg C,earth_c,1
1816,earth_c,5499.61,Pg C,atmos_c,0

1817,atmos_c,590.48,Pg C,untracked,0.0074775
1817,atmos_c,590.48,Pg C,earth_c,0.000686035
1817,atmos_c,590.48,Pg C,atmos_c,0.991836

1817,earth_c,5499.6,Pg C,untracked,0
1817,earth_c,5499.6,Pg C,earth_c,1
1817,earth_c,5499.6,Pg C,atmos_c,0

1818,atmos_c,589.969,Pg C,untracked,0.00747732
1818,atmos_c,589.969,Pg C,earth_c,0.000709736
1818,atmos_c,589.969,Pg C,atmos_c,0.991813

1818,earth_c,5499.58,Pg C,untracked,0
1818,earth_c,5499.58,Pg C,earth_c,1
1818,earth_c,5499.58,Pg C,atmos_c,0

1819,atmos_c,589.793,Pg C,untracked,0.00747714
1819,atmos_c,589.793,Pg C,earth_c,0.000733451
1819,atmos_c,589.793,Pg C,atmos_c,0.991789

1819,earth_c,5499.57,Pg C,untracked,0
1819,earth_c,5499.57,Pg C,earth_c,1
1819,earth_c,5499.57,Pg C,atmos_c,0

1820,atmos_c,589.865,Pg C,atmos_c,0.991669
1820,atmos_c,589.865,Pg C,untracked,0.00757402
1820,atmos_c,589.865,Pg C,earth_c,0.000757096

1820,earth_c,5499.56,Pg C,untracked,0
1820,earth_c,5499.56,Pg C,earth_c,1
1820,earth_c,5499.56,Pg C,atmos_c,0

1821,atmos_c,590.059,Pg C,atmos_c,0.991343
1821,atmos_c,590.059,Pg C,untracked,0.00787652
1821,atmos_c,590.059,Pg C,earth_c,0.000780574

1821,earth_c,5499.54,Pg C,untracked,0
1821,earth_c,5499.54,Pg C,earth_c,1
1821,earth_c,5499.54,Pg C,atmos_c,0

1822,atmos_c,590.293,Pg C,atmos_c,0.990949
1822,atmos_c,590.293,Pg C,untracked,0.00824582
1822,atmos_c,590.293,Pg C,earth_c,0.000805044

1822,earth_c,5499.53,Pg C,untracked,0
1822,earth_c,5499.53,Pg C,earth_c,1
1822,earth_c,5499.53,Pg C,atmos_c,0

1823,atmos_c,590.534,Pg C,atmos_c,0.990544
1823,atmos_c,590.534,Pg C,untracked,0.00862457
1823,atmos_c,590.534,Pg C,earth_c,0.00083118

1823,earth_c,5499.51,Pg C,untracked,0
1823,earth_c,5499.51,Pg C,earth_c,1
1823,earth_c,5499.51,Pg C,atmos_c,0

1824,atmos_c,590.771,Pg C,atmos_c,0.990147
1824,atmos_c,590.771,Pg C,untracked,0.00899485
1824,atmos_c,590.771,Pg C,earth_c,0.00085793

1824,earth_c,5499.5,Pg C,untracked,0
1824,earth_c,5499.5,Pg C,earth_c,1
1824,earth_c,5499.5,Pg C,atmos_c,0

1825,atmos_c,591.001,Pg C,atmos_c,0.989762
1825,atmos_c,591.001,Pg C,untracked,0.00935263
1825,atmos_c,591.001,Pg C,earth_c,0.000885731

1825,earth_c,5499.48,Pg C,untracked,0
1825,earth_c,5499.48,Pg C,earth_c,1
1825,earth_c,5499.48,Pg C,atmos_c,0

1826,atmos_c,591.225,Pg C,atmos_c,0.989387
1826,atmos_c,591.225,Pg C,untracked,0.00969932
1826,atmos_c,591.225,Pg C,earth_c,0.000914149

1826,earth_c,5499.46,Pg C,untracked,0
1826,earth_c,5499.46,Pg C,earth_c,1
1826,earth_c,5499.46,Pg C,atmos_c,0

1827,atmos_c,591.445,Pg C,atmos_c,0.98902
1827,atmos_c,591.445,Pg C,untracked,0.0100366
1827,atmos_c,591.445,Pg C,earth_c,0.000943615

1827,earth_c,5499.44,Pg C,untracked,0
1827,earth_c,5499.44,Pg C,earth_c,1
1827,earth_c,5499.44,Pg C,atmos_c,0

1828,atmos_c,591.66,Pg C,atmos_c,0.98866
1828,atmos_c,591.66,Pg C,untracked,0.0103666
1828,atmos_c,591.66,Pg C,earth_c,0.000973694

1828,earth_c,5499.43,Pg C,untracked,0
1828,earth_c,5499.43,Pg C,earth_c,1
1828,earth_c,5499.43,Pg C,atmos_c,0

1829,atmos_c,591.871,Pg C,atmos_c,0.988307
1829,atmos_c,591.871,Pg C,untracked,0.0106893
1829,atmos_c,591.871,Pg C,earth_c,0.00100376

1829,earth_c,5499.41,Pg C,untracked,0
1829,earth_c,5499.41,Pg C,earth_c,1
1829,earth_c,5499.41,Pg C,atmos_c,0

1830,atmos_c,592.075,Pg C,atmos_c,0.987967
1830,atmos_c,592.075,Pg C,untracked,0.0109928
1830,atmos_c,592.075,Pg C,earth_c,0.00104018

1830,earth_c,5499.39,Pg C,untracked,0
1830,earth_c,5499.39,Pg C,earth_c,1
1830,earth_c,5499.39,Pg C,atmos_c,0

1831,atmos_c,592.231,Pg C,atmos_c,0.987707
1831,atmos_c,592.231,Pg C,untracked,0.0112135
1831,atmos_c,592.231,Pg C,earth_c,0.00107937

1831,earth_c,5499.36,Pg C,untracked,0
1831,earth_c,5499.36,Pg C,earth_c,1
1831,earth_c,5499.36,Pg C,atmos_c,0

