# Output from hector version 2.5.0
run_name,Year,Ca,Ftot
rcp85,1806,278.087,0.28217
rcp85,1807,278.154,0.28408
rcp85,1808,278.222,-0.203998
rcp85,1809,278.29,-1.34395
rcp85,1810,278.306,-1.74549
rcp85,1811,278.184,-0.955335
rcp85,1812,277.98,-0.289233
rcp85,1813,277.822,-0.099115
rcp85,1814,277.755,-0.629104
rcp85,1815,277.751,-2.10289
rcp85,1816,277.72,-2.61468
rcp85,1817,277.531,-1.44951
rcp85,1818,277.221,-0.32166
rcp85,1819,276.981,0.129429
rcp85,1820,276.898,0.259806
rcp85,1821,276.932,0.269946
rcp85,1822,277.023,0.272457
rcp85,1823,277.133,0.275349
rcp85,1824,277.246,0.278316
rcp85,1825,277.357,0.281256
rcp85,1826,277.465,0.284151
rcp85,1827,277.571,0.287007
rcp85,1828,277.674,0.28546
rcp85,1829,277.775,0.253272
rcp85,1830,277.874,0.0416875
rcp85,1831,277.969,-0.33182
rcp85,1832,278.043,-0.416991
rcp85,1833,278.068,-0.113689
rcp85,1834,278.064,-0.274676
rcp85,1835,278.08,-0.916506
rcp85,1836,278.093,-0.875863
rcp85,1837,278.043,-0.276412
rcp85,1838,277.968,0.116962
rcp85,1839,277.946,0.253253
rcp85,1840,277.991,0.255241
rcp85,1841,278.079,0.253691
rcp85,1842,278.181,0.269958
rcp85,1843,278.286,0.251311
rcp85,1844,278.391,0.241455
rcp85,1845,278.493,0.27532
rcp85,1846,278.593,0.309161
rcp85,1847,278.693,0.325553
rcp85,1848,278.796,0.333288
rcp85,1849,278.901,0.320281
rcp85,1850,279.007,0.299797
rcp85,1851,279.112,0.304196
rcp85,1852,279.211,0.323044
rcp85,1853,279.315,0.34081
rcp85,1854,279.429,0.352086
rcp85,1855,279.542,0.22441
rcp85,1856,279.653,-0.230692
rcp85,1857,279.75,-0.481926
rcp85,1858,279.794,-0.16812
rcp85,1859,279.789,0.158035
rcp85,1860,279.801,0.280861
rcp85,1861,279.859,0.270548
rcp85,1862,279.951,0.187179
rcp85,1863,280.04,0.200087
rcp85,1864,280.108,0.283292
rcp85,1865,280.176,0.330591
rcp85,1866,280.251,0.350764
rcp85,1867,280.334,0.360262
rcp85,1868,280.421,0.361778
rcp85,1869,280.51,0.352885
rcp85,1870,280.598,0.347955
rcp85,1871,280.684,0.347178
rcp85,1872,280.772,0.334265
rcp85,1873,280.885,0.32115
rcp85,1874,281.016,0.330608
rcp85,1875,281.142,0.32544
rcp85,1876,281.266,0.28681
rcp85,1877,281.392,0.285318
rcp85,1878,281.512,0.320427
rcp85,1879,281.628,0.345531
rcp85,1880,281.75,0.363147
rcp85,1881,281.882,0.373203
rcp85,1882,282.027,0.264817
rcp85,1883,282.167,-0.645353
rcp85,1884,282.288,-1.37678
rcp85,1885,282.309,-0.781907
rcp85,1886,282.222,-0.286587
rcp85,1887,282.15,-0.159257
rcp85,1888,282.141,-0.0473997
rcp85,1889,282.181,-0.111322
rcp85,1890,282.252,-0.16223
rcp85,1891,282.33,-0.0914355
rcp85,1892,282.408,0.0832867
rcp85,1893,282.492,0.231511
rcp85,1894,282.593,0.341483
rcp85,1895,282.72,0.334889
rcp85,1896,282.874,0.190905
rcp85,1897,283.04,0.111078
rcp85,1898,283.195,0.214643
rcp85,1899,283.341,0.328221
rcp85,1900,283.501,0.380615
rcp85,1901,283.684,0.369168
rcp85,1902,283.893,-0.0802027
rcp85,1903,284.116,-0.474907
rcp85,1904,284.307,-0.181429
rcp85,1905,284.452,0.174891
rcp85,1906,284.608,0.270924
rcp85,1907,284.833,0.246229
rcp85,1908,285.113,0.258206
rcp85,1909,285.402,0.324812
rcp85,1910,285.686,0.360123
rcp85,1911,285.985,0.373484
rcp85,1912,286.281,0.136939
rcp85,1913,286.568,0.0358717
rcp85,1914,286.834,0.254429
rcp85,1915,287.055,0.363831
rcp85,1916,287.259,0.397163
rcp85,1917,287.49,0.411432
rcp85,1918,287.752,0.423542
rcp85,1919,288.021,0.422719
rcp85,1920,288.253,0.344416
rcp85,1921,288.483,0.327529
rcp85,1922,288.706,0.410968
rcp85,1923,288.904,0.429896
rcp85,1924,289.143,0.41532
rcp85,1925,289.408,0.414293
rcp85,1926,289.669,0.421093
rcp85,1927,289.927,0.417934
rcp85,1928,290.208,0.367926
rcp85,1929,290.508,0.317952
rcp85,1930,290.819,0.343611
rcp85,1931,291.131,0.369199
rcp85,1932,291.404,0.337892
rcp85,1933,291.608,0.345812
rcp85,1934,291.777,0.382599
rcp85,1935,291.97,0.388666
rcp85,1936,292.19,0.399354
rcp85,1937,292.442,0.397983
rcp85,1938,292.726,0.382485
rcp85,1939,292.999,0.383622
rcp85,1940,293.26,0.403783
rcp85,1941,293.547,0.416821
rcp85,1942,293.853,0.399508
rcp85,1943,294.164,0.398879
rcp85,1944,294.481,0.426673
rcp85,1945,294.798,0.442385
rcp85,1946,295.059,0.453966
rcp85,1947,295.305,0.450195
rcp85,1948,295.625,0.454177
rcp85,1949,295.993,0.453775
rcp85,1950,296.357,0.458582
rcp85,1951,296.753,0.453305
rcp85,1952,297.263,0.441437
rcp85,1953,297.837,0.429189
rcp85,1954,298.406,0.43201
rcp85,1955,298.98,0.453072
rcp85,1956,299.601,0.466044
rcp85,1957,300.294,0.479142
rcp85,1958,301.032,0.488609
rcp85,1959,301.796,0.490379
rcp85,1960,302.563,0.421806
rcp85,1961,303.333,0.33766
rcp85,1962,304.111,0.270581
rcp85,1963,304.89,-0.202665
rcp85,1964,305.689,-0.551168
rcp85,1965,306.481,-0.220619
rcp85,1966,307.257,0.172054
rcp85,1967,308.101,0.312751
rcp85,1968,309.038,0.128548
rcp85,1969,310.031,0.0687889
rcp85,1970,311.056,0.32729
rcp85,1971,312.135,0.542411
rcp85,1972,313.263,0.628807
rcp85,1973,314.432,0.63097
rcp85,1974,315.671,0.534884
rcp85,1975,316.933,0.485509
rcp85,1976,318.145,0.659505
rcp85,1977,319.386,0.861602
rcp85,1978,320.718,0.889255
rcp85,1979,322.092,0.925539
rcp85,1980,323.518,1.03333
rcp85,1981,324.95,1.01219
rcp85,1982,326.308,0.387236
rcp85,1983,327.633,0.148654
rcp85,1984,328.885,0.750454
rcp85,1985,330.102,1.09105
rcp85,1986,331.431,1.19744
rcp85,1987,332.865,1.27824
rcp85,1988,334.371,1.36905
rcp85,1989,335.942,1.44143
rcp85,1990,337.57,1.48921
rcp85,1991,339.212,0.602593
rcp85,1992,340.87,0.0506604
rcp85,1993,342.386,0.835134
rcp85,1994,343.724,1.42789
rcp85,1995,345.11,1.66014
rcp85,1996,346.616,1.76736
rcp85,1997,348.208,1.83893
rcp85,1998,349.845,1.91567
rcp85,1999,351.477,1.98548
rcp85,2000,353.074,2.03778
rcp85,2001,354.676,2.06524
rcp85,2002,356.324,2.08964
rcp85,2003,358.016,2.11554
rcp85,2004,359.793,2.14295
rcp85,2005,361.706,2.12386
rcp85,2006,363.731,2.06061
rcp85,2007,365.806,2.04771
rcp85,2008,367.905,2.10394
rcp85,2009,370.032,2.16151
rcp85,2010,372.198,2.22045
rcp85,2011,374.408,2.26583
rcp85,2012,376.683,2.31276
rcp85,2013,379.04,2.36138
rcp85,2014,381.463,2.41136
rcp85,2015,383.988,2.46313
rcp85,2016,386.587,2.51622
rcp85,2017,389.26,2.57056
rcp85,2018,392.008,2.62609
rcp85,2019,394.831,2.68276
rcp85,2020,397.732,2.74051
rcp85,2021,400.709,2.79971
rcp85,2022,403.754,2.85962
rcp85,2023,406.857,2.9201
rcp85,2024,410.019,2.98114
rcp85,2025,413.241,3.0427
rcp85,2026,416.52,3.10476
rcp85,2027,419.859,3.16731
rcp85,2028,423.256,3.23033
rcp85,2029,426.712,3.29381
rcp85,2030,430.227,3.35772
rcp85,2031,433.802,3.42532
rcp85,2032,437.453,3.49395
rcp85,2033,441.197,3.56368
rcp85,2034,445.035,3.63442
rcp85,2035,448.964,3.70608
rcp85,2036,452.986,3.77857
rcp85,2037,457.1,3.85182
rcp85,2038,461.306,3.9258
rcp85,2039,465.604,4.00044
rcp85,2040,469.994,4.07572
rcp85,2041,474.476,4.15007
rcp85,2042,479.061,4.22517
rcp85,2043,483.759,4.30112
rcp85,2044,488.567,4.37792
rcp85,2045,493.486,4.45556
rcp85,2046,498.516,4.53404
rcp85,2047,503.656,4.61333
rcp85,2048,508.906,4.69343
rcp85,2049,514.267,4.77431
rcp85,2050,519.739,4.85596
rcp85,2051,525.32,4.93354
rcp85,2052,531.012,5.01134
rcp85,2053,536.812,5.08936
rcp85,2054,542.722,5.16761
rcp85,2055,548.74,5.24609
rcp85,2056,554.868,5.32483
rcp85,2057,561.105,5.40382
rcp85,2058,567.453,5.48306
rcp85,2059,573.91,5.56255
rcp85,2060,580.479,5.6423
rcp85,2061,587.161,5.72108
rcp85,2062,593.93,5.79951
rcp85,2063,600.767,5.87742
rcp85,2064,607.671,5.95487
rcp85,2065,614.645,6.03189
rcp85,2066,621.689,6.10851
rcp85,2067,628.804,6.18477
rcp85,2068,635.991,6.2607
rcp85,2069,643.251,6.33632
rcp85,2070,650.585,6.41166
rcp85,2071,657.994,6.48584
rcp85,2072,665.457,6.55966
rcp85,2073,672.954,6.63299
rcp85,2074,680.488,6.70585
rcp85,2075,688.059,6.77826
rcp85,2076,695.67,6.85025
rcp85,2077,703.321,6.92184
rcp85,2078,711.014,6.99305
rcp85,2079,718.749,7.06389
rcp85,2080,726.528,7.13438
rcp85,2081,734.352,7.20907
rcp85,2082,742.21,7.28347
rcp85,2083,750.093,7.35752
rcp85,2084,758.001,7.43123
rcp85,2085,765.936,7.50462
rcp85,2086,773.9,7.57769
rcp85,2087,781.894,7.65047
rcp85,2088,789.92,7.72297
rcp85,2089,797.979,7.7952
rcp85,2090,806.072,7.86717
rcp85,2091,814.201,7.93453
rcp85,2092,822.353,8.00119
rcp85,2093,830.518,8.06712
rcp85,2094,838.696,8.13233
rcp85,2095,846.888,8.19688
rcp85,2096,855.096,8.2608
rcp85,2097,863.32,8.3241
rcp85,2098,871.56,8.38682
rcp85,2099,879.817,8.44898
rcp85,2100,888.093,8.51061
rcp85,2101,896.387,8.56886
rcp85,2102,904.694,8.62634
rcp85,2103,913.007,8.68304
rcp85,2104,921.325,8.73899
rcp85,2105,929.65,8.79424
rcp85,2106,937.982,8.8488
rcp85,2107,946.323,8.90272
rcp85,2108,954.673,8.95602
rcp85,2109,963.033,9.00873
rcp85,2110,971.403,9.06086
rcp85,2111,979.783,9.11244
rcp85,2112,988.173,9.16349
rcp85,2113,996.575,9.21404
rcp85,2114,1004.99,9.26409
rcp85,2115,1013.41,9.31367
rcp85,2116,1021.85,9.36279
rcp85,2117,1030.3,9.41147
rcp85,2118,1038.77,9.45973
rcp85,2119,1047.24,9.50757
rcp85,2120,1055.73,9.55501
rcp85,2121,1064.24,9.60207
rcp85,2122,1072.76,9.64874
rcp85,2123,1081.29,9.69506
rcp85,2124,1089.84,9.74102
rcp85,2125,1098.41,9.78663
rcp85,2126,1106.98,9.83191
rcp85,2127,1115.58,9.87687
rcp85,2128,1124.19,9.92152
rcp85,2129,1132.82,9.96586
rcp85,2130,1141.47,10.0099
rcp85,2131,1150.14,10.0537
rcp85,2132,1158.82,10.0971
rcp85,2133,1167.52,10.1403
rcp85,2134,1176.24,10.1833
rcp85,2135,1184.98,10.2259
rcp85,2136,1193.74,10.2684
rcp85,2137,1202.51,10.3105
rcp85,2138,1211.31,10.3524
rcp85,2139,1220.12,10.3941
rcp85,2140,1228.96,10.4355
rcp85,2141,1237.81,10.4767
rcp85,2142,1246.68,10.5177
rcp85,2143,1255.57,10.5584
rcp85,2144,1264.48,10.5989
rcp85,2145,1273.41,10.6392
rcp85,2146,1282.36,10.6793
rcp85,2147,1291.33,10.7192
rcp85,2148,1300.31,10.7589
rcp85,2149,1309.32,10.7983
rcp85,2150,1318.35,10.8376
rcp85,2151,1327.39,10.8766
rcp85,2152,1336.4,10.9153
rcp85,2153,1345.3,10.9532
rcp85,2154,1354.1,10.9905
rcp85,2155,1362.8,11.0271
rcp85,2156,1371.39,11.0631
rcp85,2157,1379.89,11.0985
rcp85,2158,1388.28,11.1332
rcp85,2159,1396.58,11.1673
rcp85,2160,1404.78,11.2009
rcp85,2161,1412.87,11.2339
rcp85,2162,1420.87,11.2663
rcp85,2163,1428.77,11.2981
rcp85,2164,1436.58,11.3294
rcp85,2165,1444.29,11.3601
rcp85,2166,1451.9,11.3903
rcp85,2167,1459.41,11.42
rcp85,2168,1466.83,11.4492
rcp85,2169,1474.16,11.4778
rcp85,2170,1481.39,11.506
rcp85,2171,1488.53,11.5336
rcp85,2172,1495.57,11.5608
rcp85,2173,1502.52,11.5875
rcp85,2174,1509.38,11.6137
rcp85,2175,1516.14,11.6395
rcp85,2176,1522.81,11.6648
rcp85,2177,1529.38,11.6896
rcp85,2178,1535.86,11.714
rcp85,2179,1542.25,11.738
rcp85,2180,1548.54,11.7615
rcp85,2181,1554.74,11.7845
rcp85,2182,1560.84,11.8072
rcp85,2183,1566.85,11.8294
rcp85,2184,1572.76,11.8512
rcp85,2185,1578.59,11.8725
rcp85,2186,1584.31,11.8935
rcp85,2187,1589.94,11.914
rcp85,2188,1595.48,11.9341
rcp85,2189,1600.93,11.9538
rcp85,2190,1606.28,11.9732
rcp85,2191,1611.53,11.9921
rcp85,2192,1616.69,12.0106
rcp85,2193,1621.75,12.0287
rcp85,2194,1626.72,12.0465
rcp85,2195,1631.6,12.0639
rcp85,2196,1636.38,12.0808
rcp85,2197,1641.06,12.0974
rcp85,2198,1645.65,12.1137
rcp85,2199,1650.15,12.1295
rcp85,2200,1654.54,12.145
rcp85,2201,1658.85,12.1601
rcp85,2202,1663.05,12.1749
rcp85,2203,1667.16,12.1893
rcp85,2204,1671.17,12.2033
rcp85,2205,1675.08,12.2169
rcp85,2206,1678.9,12.2302
rcp85,2207,1682.61,12.2431
rcp85,2208,1686.23,12.2557
rcp85,2209,1689.75,12.2679
rcp85,2210,1693.17,12.2797
rcp85,2211,1696.49,12.2912
rcp85,2212,1699.72,12.3024
rcp85,2213,1702.84,12.3132
rcp85,2214,1705.87,12.3236
rcp85,2215,1708.8,12.3337
rcp85,2216,1711.62,12.3434
rcp85,2217,1714.35,12.3529
rcp85,2218,1716.98,12.3619
rcp85,2219,1719.51,12.3706
rcp85,2220,1721.94,12.379
rcp85,2221,1724.26,12.387
rcp85,2222,1726.49,12.3947
rcp85,2223,1728.62,12.4021
rcp85,2224,1730.64,12.4091
rcp85,2225,1732.57,12.4158
rcp85,2226,1734.39,12.4221
rcp85,2227,1736.12,12.4281
rcp85,2228,1737.74,12.4338
rcp85,2229,1739.26,12.4391
rcp85,2230,1740.67,12.4441
rcp85,2231,1741.99,12.4488
rcp85,2232,1743.2,12.4531
rcp85,2233,1744.31,12.4571
rcp85,2234,1745.32,12.4608
rcp85,2235,1746.22,12.4641
rcp85,2236,1747.03,12.4671
rcp85,2237,1747.72,12.4697
rcp85,2238,1748.32,12.472
rcp85,2239,1748.81,12.474
rcp85,2240,1749.2,12.4757
rcp85,2241,1749.48,12.477
rcp85,2242,1749.66,12.4779
rcp85,2243,1749.73,12.4786
rcp85,2244,1749.7,12.4789
rcp85,2245,1749.57,12.4788
rcp85,2246,1749.33,12.4785
rcp85,2247,1748.98,12.4777
rcp85,2248,1748.53,12.4767
rcp85,2249,1747.97,12.4754
rcp85,2250,1747.33,12.4739
rcp85,2251,1746.64,12.4722
rcp85,2252,1745.96,12.4705
rcp85,2253,1745.3,12.4689
rcp85,2254,1744.65,12.4673
rcp85,2255,1744.03,12.4658
rcp85,2256,1743.42,12.4643
rcp85,2257,1742.83,12.4629
rcp85,2258,1742.26,12.4615
rcp85,2259,1741.71,12.4601
rcp85,2260,1741.18,12.4589
rcp85,2261,1740.66,12.4576
rcp85,2262,1740.16,12.4564
rcp85,2263,1739.67,12.4552
rcp85,2264,1739.18,12.4541
rcp85,2265,1738.71,12.4529
rcp85,2266,1738.24,12.4518
rcp85,2267,1737.78,12.4507
rcp85,2268,1737.32,12.4497
rcp85,2269,1736.88,12.4486
rcp85,2270,1736.44,12.4476
rcp85,2271,1736,12.4465
rcp85,2272,1735.57,12.4455
rcp85,2273,1735.15,12.4445
rcp85,2274,1734.73,12.4435
rcp85,2275,1734.32,12.4426
rcp85,2276,1733.91,12.4416
rcp85,2277,1733.5,12.4406
rcp85,2278,1733.09,12.4397
rcp85,2279,1732.69,12.4387
rcp85,2280,1732.29,12.4378
rcp85,2281,1731.89,12.4368
rcp85,2282,1731.5,12.4359
rcp85,2283,1731.1,12.435
rcp85,2284,1730.71,12.434
rcp85,2285,1730.32,12.4331
rcp85,2286,1729.93,12.4322
rcp85,2287,1729.54,12.4312
rcp85,2288,1729.15,12.4303
rcp85,2289,1728.76,12.4293
rcp85,2290,1728.37,12.4284
rcp85,2291,1727.98,12.4275
rcp85,2292,1727.59,12.4265
rcp85,2293,1727.19,12.4256
rcp85,2294,1726.8,12.4246
rcp85,2295,1726.41,12.4236
rcp85,2296,1726.01,12.4227
rcp85,2297,1725.62,12.4217
rcp85,2298,1725.22,12.4207
rcp85,2299,1724.82,12.4197
rcp85,2300,1724.42,12.4188
