year,pool_name,pool_value,pool_units,source_name,source_fraction
1746,atmos_c,588.074,Pg C,veg_c_global,0
1746,atmos_c,588.074,Pg C,detritus_c_global,0
1746,atmos_c,588.074,Pg C,atmos_c,0.957485
1746,atmos_c,588.074,Pg C,soil_c_global,0
1746,atmos_c,588.074,Pg C,earth_c,5.1014e-06
1746,atmos_c,588.074,Pg C,untracked,0.0425096

1746,earth_c,5500,Pg C,untracked,0
1746,earth_c,5500,Pg C,detritus_c_global,0
1746,earth_c,5500,Pg C,atmos_c,0
1746,earth_c,5500,Pg C,soil_c_global,0
1746,earth_c,5500,Pg C,veg_c_global,0
1746,earth_c,5500,Pg C,earth_c,1

1746,veg_c_global,500,Pg C,untracked,0.042402
1746,veg_c_global,500,Pg C,earth_c,0
1746,veg_c_global,500,Pg C,detritus_c_global,0
1746,veg_c_global,500,Pg C,atmos_c,0.957592
1746,veg_c_global,500,Pg C,soil_c_global,0
1746,veg_c_global,500,Pg C,veg_c_global,5.8351e-06

1746,detritus_c_global,55.4706,Pg C,untracked,0.0425067
1746,detritus_c_global,55.4706,Pg C,earth_c,0
1746,detritus_c_global,55.4706,Pg C,veg_c_global,0
1746,detritus_c_global,55.4706,Pg C,soil_c_global,0
1746,detritus_c_global,55.4706,Pg C,atmos_c,0.957493
1746,detritus_c_global,55.4706,Pg C,detritus_c_global,7.54082e-67

1746,soil_c_global,1806.67,Pg C,untracked,0.0133658
1746,soil_c_global,1806.67,Pg C,earth_c,0
1746,soil_c_global,1806.67,Pg C,veg_c_global,0
1746,soil_c_global,1806.67,Pg C,soil_c_global,0.614011
1746,soil_c_global,1806.67,Pg C,atmos_c,0.372623
1746,soil_c_global,1806.67,Pg C,detritus_c_global,0

1747,atmos_c,588.077,Pg C,veg_c_global,0
1747,atmos_c,588.077,Pg C,detritus_c_global,0
1747,atmos_c,588.077,Pg C,atmos_c,0.95748
1747,atmos_c,588.077,Pg C,soil_c_global,0
1747,atmos_c,588.077,Pg C,earth_c,1.02027e-05
1747,atmos_c,588.077,Pg C,untracked,0.0425093

1747,earth_c,5499.99,Pg C,veg_c_global,0
1747,earth_c,5499.99,Pg C,earth_c,1
1747,earth_c,5499.99,Pg C,detritus_c_global,0
1747,earth_c,5499.99,Pg C,atmos_c,0
1747,earth_c,5499.99,Pg C,soil_c_global,0
1747,earth_c,5499.99,Pg C,untracked,0

1747,veg_c_global,500,Pg C,untracked,0.0424056
1747,veg_c_global,500,Pg C,earth_c,1.72511e-07
1747,veg_c_global,500,Pg C,detritus_c_global,0
1747,veg_c_global,500,Pg C,atmos_c,0.957589
1747,veg_c_global,500,Pg C,soil_c_global,0
1747,veg_c_global,500,Pg C,veg_c_global,5.63778e-06

1747,detritus_c_global,55.4706,Pg C,untracked,0.0425077
1747,detritus_c_global,55.4706,Pg C,earth_c,1.79058e-06
1747,detritus_c_global,55.4706,Pg C,veg_c_global,0
1747,detritus_c_global,55.4706,Pg C,soil_c_global,0
1747,detritus_c_global,55.4706,Pg C,atmos_c,0.957491
1747,detritus_c_global,55.4706,Pg C,detritus_c_global,4.89401e-67

1747,soil_c_global,1806.66,Pg C,untracked,0.0134061
1747,soil_c_global,1806.66,Pg C,earth_c,7.04939e-09
1747,soil_c_global,1806.66,Pg C,veg_c_global,0
1747,soil_c_global,1806.66,Pg C,soil_c_global,0.613162
1747,soil_c_global,1806.66,Pg C,atmos_c,0.373432
1747,soil_c_global,1806.66,Pg C,detritus_c_global,0

1748,atmos_c,588.08,Pg C,veg_c_global,0
1748,atmos_c,588.08,Pg C,atmos_c,0.957476
1748,atmos_c,588.08,Pg C,soil_c_global,0
1748,atmos_c,588.08,Pg C,detritus_c_global,0
1748,atmos_c,588.08,Pg C,untracked,0.0425092
1748,atmos_c,588.08,Pg C,earth_c,1.5304e-05

1748,earth_c,5499.99,Pg C,untracked,0
1748,earth_c,5499.99,Pg C,detritus_c_global,0
1748,earth_c,5499.99,Pg C,atmos_c,0
1748,earth_c,5499.99,Pg C,soil_c_global,0
1748,earth_c,5499.99,Pg C,veg_c_global,0
1748,earth_c,5499.99,Pg C,earth_c,1

1748,veg_c_global,500,Pg C,untracked,0.0424091
1748,veg_c_global,500,Pg C,earth_c,5.11699e-07
1748,veg_c_global,500,Pg C,detritus_c_global,0
1748,veg_c_global,500,Pg C,atmos_c,0.957585
1748,veg_c_global,500,Pg C,soil_c_global,0
1748,veg_c_global,500,Pg C,veg_c_global,5.44713e-06

1748,detritus_c_global,55.4707,Pg C,untracked,0.0425083
1748,detritus_c_global,55.4707,Pg C,earth_c,4.74324e-06
1748,detritus_c_global,55.4707,Pg C,veg_c_global,0
1748,detritus_c_global,55.4707,Pg C,soil_c_global,0
1748,detritus_c_global,55.4707,Pg C,atmos_c,0.957487
1748,detritus_c_global,55.4707,Pg C,detritus_c_global,3.17622e-67

